Выборы Президента Российской Федерации																																	
																																	
Наименование Избирательной комиссии:    Очерская																																	
																																	
Итоги голосования 																																	
																																	
		Сумма	УИК №2601	УИК №2602	УИК №2603	УИК №2605	УИК №2606	УИК №2607	УИК №2608	УИК №2609	УИК №2610	УИК №2611	УИК №2612	УИК №2613	УИК №2614	УИК №2615	УИК №2616	УИК №2617	УИК №2618	УИК №2619	УИК №2620	УИК №2621	УИК №2622	УИК №2623	УИК №2624	УИК №2626	УИК №2627	УИК №2628					
1	"Число избирателей, внесенных в список"	18609	1419	1516	1211	1251	1357	739	703	1621	1022	618	1525	1281	234	323	461	402	116	176	386	432	385	370	89	504	299	169					
2	Число полученных избирательных бюллетеней	19000	1400	1500	1220	1260	1350	770	660	1600	1050	640	1550	1300	240	360	490	450	125	195	410	450	400	400	100	580	325	175					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	10621	771	793	722	735	876	375	410	911	561	328	880	685	111	117	280	233	95	123	205	257	239	240	39	292	206	137					
5	"Число избирательных бюллетеней, выданных вне помещения"	1307	48	78	22	35	48	36	34	120	37	25	35	82	49	121	35	50	1	14	80	53	73	75	44	89	14	9					
6	Число погашенных избирательных бюллетеней	7072	581	629	476	490	426	359	216	569	452	287	635	533	80	122	175	167	29	58	125	140	88	85	17	199	105	29					
7	Число избирательных бюллетеней в переносных ящиках	1306	48	78	22	35	48	36	34	120	37	25	35	82	49	121	35	50	1	14	80	53	73	74	44	89	14	9					
8	Число бюллетеней в стационарных ящиках для голосования	10621	771	793	722	735	876	375	410	911	561	328	880	685	111	117	280	233	95	123	205	257	239	240	39	292	206	137					
9	Число недействительных избирательных бюллетеней	106	9	13	2	9	5	1	3	7	3	5	8	6	2	1	2	3	2	1	2	4	5	4	0	4	2	3					
10	Число действительных избирательных бюллетеней	11821	810	858	742	761	919	410	441	1024	595	348	907	761	158	237	313	280	94	136	283	306	307	310	83	377	218	143					
11	Число полученных открепительных  удостоверений	386	25	20	25	18	25	10	10	25	15	10	25	20	5	8	20	16	6	12	13	8	14	15	3	20	8	10					
12	Число выданных открепительных удостоверений	292	21	16	16	18	23	4	6	20	13	10	23	13	1	8	15	14	4	9	7	4	10	6	0	14	7	10					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	170	14	19	9	7	24	2	19	8	11	8	7	12	0	1	3	6	0	0	1	2	3	2	1	5	1	5					
14	Число неиспользованных открепительных удостоверений	94	4	4	9	0	2	6	4	5	2	0	2	7	4	0	5	2	2	3	6	4	4	9	3	6	1	0					
15	"Число открепительных удостоверений, выданных в ТИК"	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
