Выборы Президента Российской Федерации																																						
																																						
Наименование Избирательной комиссии:    Асекеевская																																						
																																						
Итоги голосования 																																						
																																						
		Сумма	УИК №180	УИК №181	УИК №182	УИК №183	УИК №184	УИК №185	УИК №186	УИК №187	УИК №188	УИК №189	УИК №190	УИК №191	УИК №192	УИК №193	УИК №194	УИК №195	УИК №196	УИК №197	УИК №198	УИК №199	УИК №200	УИК №201	УИК №202	УИК №203	УИК №204	УИК №205	УИК №206	УИК №207	УИК №208	УИК №209	УИК №210					
1	"Число избирателей, внесенных в список"	18364	2411	1967	420	329	295	433	99	501	254	1556	284	594	711	541	159	316	199	356	187	578	318	131	732	900	159	519	125	590	1671	534	495					
2	Число полученных избирательных бюллетеней	18613	2430	1970	430	335	295	440	101	510	258	1560	290	610	730	555	159	320	205	350	187	590	330	129	750	920	159	525	125	600	1715	540	495					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	12398	1313	1082	292	252	265	304	94	458	244	1102	184	463	467	428	122	234	130	196	140	413	189	107	521	609	151	414	114	380	963	392	375					
5	"Число избирательных бюллетеней, выданных вне помещения"	1524	185	172	19	32	17	29	0	15	0	22	62	72	96	24	14	40	39	115	25	79	72	17	30	27	0	12	0	117	90	26	76					
6	Число погашенных избирательных бюллетеней	4691	932	716	119	51	13	107	7	37	14	436	44	75	167	103	23	46	36	39	22	98	69	5	199	284	8	99	11	103	662	122	44					
7	Число избирательных бюллетеней в переносных ящиках	1521	182	172	19	32	17	29	0	15	0	22	62	72	96	24	14	40	39	115	25	79	72	17	30	27	0	12	0	117	90	26	76					
8	Число бюллетеней в стационарных ящиках для голосования	12388	1313	1082	292	252	265	304	94	458	244	1102	184	463	467	428	122	234	130	196	140	413	189	107	521	609	151	414	114	380	953	392	375					
9	Число недействительных избирательных бюллетеней	148	17	8	2	4	2	3	1	3	4	12	4	7	4	4	0	3	2	2	2	7	3	2	15	6	3	3	0	6	13	2	4					
10	Число действительных избирательных бюллетеней	13761	1478	1246	309	280	280	330	93	470	240	1112	242	528	559	448	136	271	167	309	163	485	258	122	536	630	148	423	114	491	1030	416	447					
11	Число полученных открепительных  удостоверений	400	60	47	3	5	5	10	5	10	5	30	10	10	10	10	3	4	8	10	5	10	8	5	15	20	4	15	3	15	30	15	10					
12	Число выданных открепительных удостоверений	201	31	43	1	3	2	2	0	3	0	3	10	10	6	6	0	2	7	1	0	1	6	1	8	14	0	3	0	5	19	5	9					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	67	13	3	5	3	0	1	1	2	1	1	1	2	2	0	1	2	2	4	0	1	0	1	5	3	1	2	1	1	4	1	3					
14	Число неиспользованных открепительных удостоверений	199	29	4	2	2	3	8	5	7	5	27	0	0	4	4	3	2	1	9	5	9	2	4	7	6	4	12	3	10	11	10	1					
15	"Число открепительных удостоверений, выданных в ТИК"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																						
18	. Глазьев Сергей Юрьевич	396	55	46	7	4	10	8	1	10	2	37	3	13	9	5	1	12	3	12	3	18	8	5	8	22	4	13	7	8	47	8	7					
