Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																											
Дата голосования: 02.12.2007																											
																											
Наименование Избирательной комиссии:    ТИК Ординского МР																											
																											
Сводная таблица результатов выборов																											
																											
		Сумма	УИК №2301	УИК №2302	УИК №2303	УИК №2304	УИК №2305	УИК №2306	УИК №2307	УИК №2308	УИК №2309	УИК №2310	УИК №2311	УИК №2312	УИК №2313	УИК №2314	УИК №2315	УИК №2316	УИК №2317	УИК №2318	УИК №2319	УИК №2320					
1	"Число избирателей, внесенных в списки избирателей"	12780	1665	1329	1184	784	288	909	259	438	433	782	284	135	1315	179	763	855	453	281	114	330					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	12785	1630	1320	1195	780	290	930	265	430	430	770	290	140	1324	180	770	860	474	270	110	327					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	346	0	9	0	73	0	95	0	0	48	0	0	0	0	0	0	35	66	0	0	20					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	6679	926	641	628	359	147	349	137	227	199	494	139	66	692	112	535	415	208	169	45	191					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	786	83	54	53	60	20	120	26	48	26	26	18	29	72	16	15	42	20	11	33	14					
6	Число погашенных избирательных бюллетеней	4974	621	616	514	288	123	366	102	155	157	250	133	45	560	52	220	368	180	90	32	102					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1132	83	63	53	133	20	215	26	48	74	26	18	29	72	16	15	77	86	11	33	34					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	6679	926	641	628	359	147	349	137	227	199	494	139	66	692	112	535	415	208	169	45	191					
9	Число недействительных избирательных бюллетеней	57	3	7	5	5	3	3	1	2	1	5	4	0	7	0	3	6	0	1	0	1					
10	Число действительных избирательных бюллетеней	7754	1006	697	676	487	164	561	162	273	272	515	153	95	757	128	547	486	294	179	78	224					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	298	25	25	20	20	7	25	5	15	8	15	12	10	30	5	15	15	31	5	5	5					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	155	18	10	7	5	1	17	1	4	6	7	2	10	16	4	8	5	31	0	1	2					
