Выборы Президента Российской Федерации																																				
Дата голосования: 18.03.2018																																				
																																				
Наименование Избирательной комиссии:    Зеленоградская																																				
																																				
Сводная таблица итогов голосования																																				
																																				
	Число участковых избирательных комиссий	25																																		
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	25																																		
																																				
		Сумма	УИК №146	УИК №147	УИК №148	УИК №149	УИК №150	УИК №151	УИК №152	УИК №153	УИК №154	УИК №155	УИК №156	УИК №157	УИК №158	УИК №159	УИК №160	УИК №161	УИК №162	УИК №163	УИК №164	УИК №165	УИК №166	УИК №167	УИК №168	УИК №169	УИК №170									
1	"Число избирателей, включенных в список избирателей"	27851	2304	1763	2143	2764	1284	2905	345	625	104	1072	1099	489	738	1068	893	529	787	1003	545	1436	985	711	1178	174	907									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	25080	2000	1400	1900	2400	1100	2500	300	600	90	1000	1000	550	600	1100	900	500	800	1000	500	1300	900	700	1000	140	800									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	19741	1814	1260	1368	2175	983	2127	268	439	82	889	687	337	527	731	654	404	547	598	417	979	556	525	682	121	571									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	1168	92	104	84	18	26	279	2	11	3	17	142	31	11	27	27	12	15	42	12	40	118	17	15	8	15									
6	Число погашенных избирательных бюллетеней	4171	94	36	448	207	91	94	30	150	5	94	171	182	62	342	219	84	238	360	71	281	226	158	303	11	214									
7	Число избирательных бюллетеней в переносных ящиках для голосования	1168	92	104	84	18	26	279	2	11	3	17	142	31	11	27	27	12	15	42	12	40	118	17	15	8	15									
8	Число бюллетеней в стационарных ящиках для голосования	19630	1775	1260	1368	2143	983	2127	268	439	82	889	647	337	527	731	654	404	547	598	417	979	556	525	682	121	571									
9	Число недействительных избирательных бюллетеней	254	24	14	21	30	12	23	2	9	0	8	9	1	4	9	10	3	4	9	4	15	13	7	18	0	5									
10	Число действительных избирательных бюллетеней	20544	1843	1350	1431	2131	997	2383	268	441	85	898	780	367	534	749	671	413	558	631	425	1004	661	535	679	129	581									
11	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
12	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																				
13	Бабурин Сергей Николаевич	129	12	5	13	16	10	22	0	3	0	3	5	1	5	5	4	1	1	5	1	3	5	3	3	0	3									
		0.62%	0.64%	0.37%	0.90%	0.74%	0.99%	0.91%	0.00%	0.67%	0.00%	0.33%	0.63%	0.27%	0.93%	0.66%	0.59%	0.24%	0.18%	0.78%	0.23%	0.29%	0.74%	0.55%	0.43%	0.00%	0.51%									
14	Грудинин Павел Николаевич	2114	216	130	162	227	122	292	27	43	7	132	61	33	54	83	50	28	40	66	39	101	51	27	65	7	51									
		10.16%	11.57%	9.53%	11.16%	10.50%	12.09%	12.14%	10.00%	9.56%	8.24%	14.57%	7.73%	8.97%	10.04%	10.95%	7.34%	6.73%	7.12%	10.31%	9.09%	9.91%	7.57%	4.98%	9.33%	5.43%	8.70%									
15	Жириновский Владимир Вольфович	1199	83	67	75	113	46	116	16	16	4	89	67	22	39	48	22	29	32	41	21	65	79	27	40	6	36									
		5.76%	4.45%	4.91%	5.17%	5.23%	4.56%	4.82%	5.93%	3.56%	4.71%	9.82%	8.49%	5.98%	7.25%	6.33%	3.23%	6.97%	5.69%	6.41%	4.90%	6.38%	11.72%	4.98%	5.74%	4.65%	6.14%									
16	Путин Владимир Владимирович	16110	1481	1079	1094	1650	737	1799	207	363	72	657	596	301	409	587	577	336	468	502	360	793	477	462	523	110	470									
		77.46%	79.33%	79.11%	75.34%	76.35%	73.04%	74.77%	76.67%	80.67%	84.71%	72.52%	75.54%	81.79%	76.02%	77.44%	84.73%	80.77%	83.27%	78.44%	83.92%	77.82%	70.77%	85.24%	75.04%	85.27%	80.20%									
17	Собчак Ксения Анатольевна	491	12	41	37	63	36	73	9	7	2	8	31	6	17	15	9	9	7	7	3	25	30	8	22	4	10									
		2.36%	0.64%	3.01%	2.55%	2.92%	3.57%	3.03%	3.33%	1.56%	2.35%	0.88%	3.93%	1.63%	3.16%	1.98%	1.32%	2.16%	1.25%	1.09%	0.70%	2.45%	4.45%	1.48%	3.16%	3.10%	1.71%									
18	Сурайкин Максим Александрович	116	7	9	10	13	8	21	1	1	0	1	3	2	4	1	3	4	2	4	0	5	3	2	11	0	1									
		0.56%	0.37%	0.66%	0.69%	0.60%	0.79%	0.87%	0.37%	0.22%	0.00%	0.11%	0.38%	0.54%	0.74%	0.13%	0.44%	0.96%	0.36%	0.63%	0.00%	0.49%	0.45%	0.37%	1.58%	0.00%	0.17%									
19	Титов Борис Юрьевич	194	16	11	19	24	21	35	4	4	0	6	5	2	2	1	4	4	4	2	0	6	6	3	8	0	7									
		0.93%	0.86%	0.81%	1.31%	1.11%	2.08%	1.45%	1.48%	0.89%	0.00%	0.66%	0.63%	0.54%	0.37%	0.13%	0.59%	0.96%	0.71%	0.31%	0.00%	0.59%	0.89%	0.55%	1.15%	0.00%	1.19%									
20	Явлинский Григорий Алексеевич	191	16	8	21	25	17	25	4	4	0	2	12	0	4	9	2	2	4	4	1	6	10	3	7	2	3									
		0.92%	0.86%	0.59%	1.45%	1.16%	1.68%	1.04%	1.48%	0.89%	0.00%	0.22%	1.52%	0.00%	0.74%	1.19%	0.29%	0.48%	0.71%	0.63%	0.23%	0.59%	1.48%	0.55%	1.00%	1.55%	0.51%									
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
