Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																												
Дата голосования: 18.09.2016																																												
																																												
Наименование Избирательной комиссии:    Каргопольская																																												
																																												
Сводная таблица итогов голосования по федеральному избирательному округу																																												
																																												
		Сумма	УИК №301	УИК №302	УИК №303	УИК №304	УИК №305	УИК №306	УИК №307	УИК №308	УИК №309	УИК №310	УИК №311	УИК №312	УИК №313	УИК №314	УИК №315	УИК №316	УИК №317	УИК №318	УИК №319	УИК №320	УИК №321	УИК №322	УИК №323	УИК №324	УИК №325	УИК №326	УИК №327	УИК №328	УИК №329	УИК №330	УИК №331	УИК №332	УИК №333									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	15615	237	1571	1036	1210	1629	943	645	1022	451	168	89	159	121	144	149	352	116	129	71	457	118	295	824	312	486	235	449	149	117	660	153	638	480									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	15270	225	1590	1045	1235	1620	940	665	1005	450	155	80	155	120	140	145	355	115	115	55	450	100	275	805	310	485	240	445	120	115	600	115	600	400									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	5926	99	565	393	507	654	407	183	310	172	74	43	74	46	56	62	146	49	42	37	211	64	132	280	126	179	78	194	57	49	219	68	210	140									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	770	28	24	35	18	33	9	15	76	8	5	3	6	0	11	16	10	7	39	12	16	4	42	69	24	26	15	24	29	6	58	22	25	55									
6	Число погашенных избирательных бюллетеней	8570	98	1001	617	710	933	524	467	619	270	76	34	75	74	73	67	199	59	34	6	223	32	97	456	160	280	147	227	34	60	323	25	365	205									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	774	28	24	35	18	33	9	15	76	8	5	3	6	0	11	16	10	7	39	12	16	4	46	69	24	26	15	24	29	6	58	22	25	55									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	5923	99	565	392	507	653	406	183	310	172	74	43	74	46	56	62	146	49	42	37	211	64	132	280	126	179	78	194	57	49	219	68	210	140									
9	Число недействительных избирательных бюллетеней	85	0	10	8	6	3	2	3	2	4	0	0	0	2	5	1	2	0	0	2	0	0	4	2	4	1	0	4	1	1	2	1	4	11									
10	Число действительных избирательных бюллетеней	6612	127	579	419	519	683	413	195	384	176	79	46	80	44	62	77	154	56	81	47	227	68	174	347	146	204	93	214	85	54	275	89	231	184									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	305	5	15	20	15	15	20	10	10	10	5	5	6	5	10	6	10	6	6	6	10	6	10	10	6	10	6	11	6	6	11	6	11	11									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	52	0	8	5	4	7	1	1	1	3	0	0	1	0	0	2	0	0	1	1	0	0	0	1	0	0	1	0	0	0	0	1	3	11									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	42	1	1	7	0	2	2	0	0	2	0	2	0	2	1	0	0	1	1	1	2	0	1	3	1	1	1	2	1	0	1	0	1	5									
14	Число погашенных неиспользованных открепительных удостоверений	253	5	7	15	11	8	19	9	9	7	5	5	5	5	10	4	10	6	5	5	10	6	10	9	6	10	5	11	6	6	11	5	8	0									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	13	1	0	0	4	2	1	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																												
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	109	1	7	19	6	25	6	4	5	2	0	2	0	0	0	0	1	0	0	0	3	1	4	4	0	4	2	4	0	0	3	1	3	2									
		1.63%	0.79%	1.19%	4.45%	1.14%	3.64%	1.45%	2.02%	1.30%	1.11%	0.00%	4.35%	0.00%	0.00%	0.00%	0.00%	0.64%	0.00%	0.00%	0.00%	1.32%	1.47%	2.25%	1.15%	0.00%	1.95%	2.15%	1.83%	0.00%	0.00%	1.08%	1.11%	1.28%	1.03%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	148	2	15	9	7	14	9	2	8	4	3	0	0	2	1	1	6	1	1	1	7	1	7	11	3	4	0	5	1	1	8	2	9	3									
		2.21%	1.57%	2.55%	2.11%	1.33%	2.04%	2.17%	1.01%	2.07%	2.22%	3.80%	0.00%	0.00%	4.35%	1.49%	1.28%	3.85%	1.79%	1.23%	2.04%	3.08%	1.47%	3.93%	3.15%	2.00%	1.95%	0.00%	2.29%	1.16%	1.82%	2.89%	2.22%	3.83%	1.54%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	190	1	23	9	20	17	11	9	8	2	2	1	0	1	2	4	6	1	4	0	8	0	4	12	6	5	2	7	2	2	9	3	3	6									
		2.84%	0.79%	3.90%	2.11%	3.81%	2.48%	2.65%	4.55%	2.07%	1.11%	2.53%	2.17%	0.00%	2.17%	2.99%	5.13%	3.85%	1.79%	4.94%	0.00%	3.52%	0.00%	2.25%	3.44%	4.00%	2.44%	2.15%	3.21%	2.33%	3.64%	3.25%	3.33%	1.28%	3.08%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	3207	65	248	172	225	270	168	93	199	85	35	27	51	19	34	39	97	33	39	24	111	22	80	176	82	99	62	113	43	32	156	55	146	107									
		47.89%	51.18%	42.11%	40.28%	42.86%	39.36%	40.48%	46.97%	51.55%	47.22%	44.30%	58.70%	63.75%	41.30%	50.75%	50.00%	62.18%	58.93%	48.15%	48.98%	48.90%	32.35%	44.94%	50.43%	54.67%	48.29%	66.67%	51.83%	50.00%	58.18%	56.32%	61.11%	62.13%	54.87%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	45	1	4	4	2	1	7	0	6	2	2	0	2	0	0	1	1	0	1	0	1	4	1	1	0	0	0	1	0	0	2	1	0	0									
		0.67%	0.79%	0.68%	0.94%	0.38%	0.15%	1.69%	0.00%	1.55%	1.11%	2.53%	0.00%	2.50%	0.00%	0.00%	1.28%	0.64%	0.00%	1.23%	0.00%	0.44%	5.88%	0.56%	0.29%	0.00%	0.00%	0.00%	0.46%	0.00%	0.00%	0.72%	1.11%	0.00%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	8	0	1	0	2	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0									
		0.12%	0.00%	0.17%	0.00%	0.38%	0.00%	0.24%	0.00%	0.26%	0.00%	1.27%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.29%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.11%	0.00%	0.00%									
