Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																				
Дата голосования: 04.12.2011																				
																				
Наименование Избирательной комиссии:    Котельничская городская																				
																				
Сводная таблица результатов выборов																				
																				
		Сумма	УИК №625	УИК №626	УИК №627	УИК №628	УИК №629	УИК №630	УИК №631	УИК №632	УИК №633	УИК №634	УИК №635	УИК №636	УИК №637					
1	"Число избирателей, внесенных в список избирателей"	21522	1729	1530	2075	277	1675	1702	2013	2529	2284	557	1990	1987	1174					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	19500	1600	1400	1900	300	1500	1600	1800	2300	2100	500	1700	1800	1000					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	9133	697	719	861	61	674	806	946	1121	1090	229	877	690	362					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1587	108	64	115	212	117	64	111	138	158	64	93	230	113					
6	Число погашенных избирательных бюллетеней	8780	795	617	924	27	709	730	743	1041	852	207	730	880	525					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1587	108	64	115	212	117	64	111	138	158	64	93	230	113					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	9133	697	719	861	61	674	806	946	1121	1090	229	877	690	362					
9	Число недействительных избирательных бюллетеней	165	10	11	13	2	14	16	16	13	27	3	19	12	9					
10	Число действительных избирательных бюллетеней	10555	795	772	963	271	777	854	1041	1246	1221	290	951	908	466					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	750	50	40	80	0	80	50	80	80	80	30	80	70	30					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	281	21	24	23	0	16	23	30	47	31	10	23	23	10					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	259	16	13	17	27	28	19	32	19	17	5	16	24	26					
14	Число погашенных неиспользованных открепительных удостоверений	469	29	16	57	0	64	27	50	33	49	20	57	47	20					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	25	1	3	4	0	0	3	0	4	3	0	2	5	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																				
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	2189	160	127	203	39	151	207	235	266	277	42	240	180	62					
		20.42%	19.88%	16.22%	20.80%	14.29%	19.09%	23.79%	22.23%	21.13%	22.20%	14.33%	24.74%	19.57%	13.05%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	1913	139	162	178	69	148	135	178	233	195	52	153	179	92					
		17.85%	17.27%	20.69%	18.24%	25.27%	18.71%	15.52%	16.84%	18.51%	15.63%	17.75%	15.77%	19.46%	19.37%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	122	7	6	16	7	10	13	10	11	20	1	8	7	6					
		1.14%	0.87%	0.77%	1.64%	2.56%	1.26%	1.49%	0.95%	0.87%	1.60%	0.34%	0.82%	0.76%	1.26%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	2482	161	179	226	33	166	215	215	354	329	50	248	214	92					
		23.15%	20.00%	22.86%	23.16%	12.09%	20.99%	24.71%	20.34%	28.12%	26.36%	17.06%	25.57%	23.26%	19.37%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	221	22	7	24	5	23	24	23	31	32	0	13	9	8					
		2.06%	2.73%	0.89%	2.46%	1.83%	2.91%	2.76%	2.18%	2.46%	2.56%	0.00%	1.34%	0.98%	1.68%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	3570	303	285	311	115	275	257	376	345	362	144	281	314	202					
		33.30%	37.64%	36.40%	31.86%	42.12%	34.77%	29.54%	35.57%	27.40%	29.01%	49.15%	28.97%	34.13%	42.53%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	58	3	6	5	3	4	3	4	6	6	1	8	5	4					
		0.54%	0.37%	0.77%	0.51%	1.10%	0.51%	0.34%	0.38%	0.48%	0.48%	0.34%	0.82%	0.54%	0.84%					
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
