Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																									
Дата голосования: 07.12.2003 0:00:00																																									
																																									
"Наименование Избирательной комиссии:    Липецк, Правобережная"																																									
																																									
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																									
																																									
		Сумма	УИК №96	УИК №97	УИК №98	УИК №99	УИК №100	УИК №101	УИК №102	УИК №103	УИК №104	УИК №105	УИК №106	УИК №107	УИК №108	УИК №109	УИК №110	УИК №111	УИК №112	УИК №113	УИК №114	УИК №115	УИК №116	УИК №117	УИК №118	УИК №119	УИК №120	УИК №121	УИК №122	УИК №123	УИК №124	УИК №125	УИК №126	УИК №127	УИК №128	УИК №129					
1	"Число избирателей, внесенных в списки"	60539	2090	2106	2681	994	461	149	2344	1658	2868	2483	2080	1665	1716	1509	1583	1761	1685	1263	1307	2223	1860	1928	1985	1757	2054	1623	2425	18	1820	2002	2228	2739	2784	690					
2	"Число бюллетеней, полученных участковыми комиссиями"	57980	2000	2000	2500	900	400	300	2200	1600	2800	2500	2000	1500	1700	1500	1500	1500	1700	1200	1200	2000	1800	1500	1900	1700	2000	1500	2400	300	1700	1900	2200	2700	2700	680					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	25983	804	848	1147	373	186	79	1016	688	1460	1210	873	961	861	883	942	863	774	500	478	930	659	597	648	754	994	728	1088	17	849	671	908	1103	847	244					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1370	21	44	7	12	2	3	48	18	37	38	93	24	19	16	33	87	18	19	25	31	66	304	99	25	36	3	29	1	18	25	33	28	64	44					
6	Число погашенных бюллетеней	30626	1175	1108	1346	515	212	218	1136	894	1303	1252	1034	515	819	601	525	550	908	681	697	1039	1075	599	1153	921	970	769	1283	282	833	1204	1259	1569	1789	392					
7	Число бюллетеней в переносных ящиках для голосования	1370	21	44	7	12	2	3	48	18	37	38	93	24	19	16	33	87	18	19	25	31	66	304	99	25	36	3	29	1	18	25	33	28	64	44					
8	Число бюллетеней в стационарных ящиках для голосования	25929	804	848	1146	373	186	79	1009	688	1459	1210	873	959	861	883	940	862	774	498	478	928	659	597	648	754	994	728	1088	17	849	669	875	1102	847	244					
9	Число недействительных бюллетеней	368	9	15	18	11	3	0	21	8	16	9	20	6	6	13	2	11	4	10	6	18	5	19	7	8	18	9	25	1	12	10	21	8	14	5					
10	Число действительных бюллетеней	26931	816	877	1135	374	185	82	1036	698	1480	1239	946	977	874	886	971	938	788	507	497	941	720	882	740	771	1012	722	1092	17	855	684	887	1122	897	283					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	970	35	35	40	15	10	0	40	25	50	40	35	25	25	25	25	25	30	20	20	35	30	25	30	30	35	25	40	0	30	30	40	45	45	10					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	281	7	7	16	1	0	0	11	1	19	20	10	13	11	13	13	9	12	5	1	11	5	4	4	8	11	7	16	0	8	4	9	15	8	2					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	456	4	3	11	4	2	19	9	4	10	3	3	10	3	5	8	42	3	5	1	3	11	226	3	7	2	8	5	18	2	1	4	9	5	3					
14	Число погашенных открепительных удостоверений	689	28	28	24	14	10	0	29	24	31	20	25	12	14	12	12	16	18	15	19	24	25	21	26	22	24	18	24	0	22	26	31	30	37	8					
15	Число открепительных удостоверений выданных ТИК	2	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																									
18	"1. ""ЕДИНЕНИЕ"""	351	7	12	17	3	3	1	11	7	13	13	15	8	15	8	11	7	17	4	4	17	17	22	9	8	12	7	15	0	17	10	12	12	13	4					
		1.28%	0.84%	1.34%	1.47%	0.77%	1.59%	1.21%	1.04%	0.99%	0.86%	1.04%	1.55%	0.81%	1.70%	0.88%	1.13%	0.73%	2.14%	0.77%	0.79%	1.77%	2.34%	2.44%	1.20%	1.02%	1.16%	0.95%	1.34%	0.0%	1.96%	1.44%	1.32%	1.06%	1.42%	1.38%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	966	22	25	52	15	2	2	46	40	50	56	33	41	47	44	44	46	22	14	20	38	15	20	21	20	22	34	32	4	30	19	19	50	18	3					
		3.53%	2.66%	2.80%	4.50%	3.89%	1.06%	2.43%	4.35%	5.66%	3.34%	4.48%	3.41%	4.17%	5.34%	4.89%	4.52%	4.84%	2.77%	2.70%	3.97%	3.96%	2.06%	2.21%	2.81%	2.56%	2.13%	4.65%	2.86%	22.22%	3.46%	2.73%	2.09%	4.42%	1.97%	1.04%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	757	27	13	31	8	6	1	29	18	42	21	37	34	24	25	41	26	14	14	26	36	17	14	19	23	26	9	41	1	29	18	29	27	23	8					
		2.77%	3.27%	1.45%	2.68%	2.07%	3.19%	1.21%	2.74%	2.54%	2.80%	1.68%	3.83%	3.45%	2.72%	2.78%	4.21%	2.73%	1.76%	2.70%	5.16%	3.75%	2.34%	1.55%	2.54%	2.95%	2.52%	1.23%	3.67%	5.55%	3.34%	2.59%	3.19%	2.38%	2.52%	2.77%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	1163	10	27	37	11	7	3	53	32	85	58	38	69	47	42	56	67	45	16	19	43	35	33	18	33	41	45	54	0	27	17	22	39	24	10					
		4.26%	1.21%	3.02%	3.20%	2.85%	3.72%	3.65%	5.01%	4.53%	5.68%	4.64%	3.93%	7.01%	5.34%	4.67%	5.75%	7.06%	5.68%	3.09%	3.77%	4.48%	4.82%	3.66%	2.40%	4.23%	3.98%	6.15%	4.83%	0.0%	3.11%	2.44%	2.42%	3.45%	2.63%	3.47%					
22	"5. ""За Русь Святую"""	226	6	14	13	5	1	2	11	4	18	7	10	9	3	7	3	7	3	0	9	3	6	4	4	10	5	5	4	0	2	7	11	7	9	17					
		0.82%	0.72%	1.56%	1.12%	1.29%	0.53%	2.43%	1.04%	0.56%	1.20%	0.56%	1.03%	0.91%	0.34%	0.77%	0.30%	0.73%	0.37%	0.0%	1.78%	0.31%	0.82%	0.44%	0.53%	1.28%	0.48%	0.68%	0.35%	0.0%	0.23%	1.00%	1.21%	0.61%	0.98%	5.90%					
23	"6. ""Объединенная Российская партия ""Русь"""	62	1	4	1	2	0	0	2	2	6	2	1	5	5	1	1	1	1	2	0	3	3	4	0	0	4	1	1	0	2	0	4	1	1	1					
		0.22%	0.12%	0.44%	0.08%	0.51%	0.0%	0.0%	0.18%	0.28%	0.40%	0.16%	0.10%	0.50%	0.56%	0.11%	0.10%	0.10%	0.12%	0.38%	0.0%	0.31%	0.41%	0.44%	0.0%	0.0%	0.38%	0.13%	0.08%	0.0%	0.23%	0.0%	0.44%	0.08%	0.10%	0.34%					
24	"7. ""Новый курс - Автомобильная Россия"""	277	7	16	13	2	2	3	13	8	11	10	6	11	7	3	10	4	5	6	10	8	9	20	12	8	14	9	11	0	5	3	4	15	10	2					
		1.01%	0.84%	1.79%	1.12%	0.51%	1.06%	3.65%	1.22%	1.13%	0.73%	0.80%	0.62%	1.11%	0.79%	0.33%	1.02%	0.42%	0.63%	1.16%	1.98%	0.83%	1.24%	2.21%	1.60%	1.02%	1.35%	1.23%	0.98%	0.0%	0.57%	0.43%	0.44%	1.32%	1.09%	0.69%					
25	"8. ""Народно-республиканская партия России"""	30	2	2	1	0	1	0	0	0	3	0	0	0	1	2	2	1	1	1	1	2	2	0	0	2	0	0	1	0	1	0	2	0	2	0					
		0.10%	0.24%	0.22%	0.08%	0.0%	0.53%	0.0%	0.0%	0.0%	0.20%	0.0%	0.0%	0.0%	0.11%	0.22%	0.20%	0.10%	0.12%	0.19%	0.19%	0.20%	0.27%	0.0%	0.0%	0.25%	0.0%	0.0%	0.08%	0.0%	0.11%	0.0%	0.22%	0.0%	0.21%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	135	0	3	6	0	0	0	5	9	10	3	3	3	5	6	9	4	7	4	3	5	4	2	4	4	8	6	8	0	4	3	1	5	0	1					
		0.49%	0.0%	0.33%	0.52%	0.0%	0.0%	0.0%	0.47%	1.27%	0.66%	0.24%	0.31%	0.30%	0.56%	0.66%	0.92%	0.42%	0.88%	0.77%	0.59%	0.52%	0.55%	0.22%	0.53%	0.51%	0.77%	0.82%	0.71%	0.0%	0.46%	0.43%	0.11%	0.44%	0.0%	0.34%					
27	"10. ""Аграрная партия России"""	571	22	24	33	14	1	1	25	18	30	20	28	21	12	16	23	19	14	20	12	13	16	12	17	9	18	11	23	1	15	24	18	20	16	5					
		2.09%	2.66%	2.69%	2.86%	3.63%	0.53%	1.21%	2.36%	2.54%	2.00%	1.60%	2.89%	2.13%	1.36%	1.77%	2.36%	2.00%	1.76%	3.86%	2.38%	1.35%	2.20%	1.33%	2.27%	1.15%	1.74%	1.50%	2.05%	5.55%	1.73%	3.45%	1.98%	1.76%	1.75%	1.73%					
28	"11. ""Истинные патриоты России"""	13	0	0	1	1	0	0	0	0	1	0	2	0	1	0	0	0	1	1	0	0	0	0	0	1	1	0	1	0	0	0	1	1	0	0					
		0.04%	0.0%	0.0%	0.08%	0.25%	0.0%	0.0%	0.0%	0.0%	0.06%	0.0%	0.20%	0.0%	0.11%	0.0%	0.0%	0.0%	0.12%	0.19%	0.0%	0.0%	0.0%	0.0%	0.0%	0.12%	0.09%	0.0%	0.08%	0.0%	0.0%	0.0%	0.11%	0.08%	0.0%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	289	10	8	9	3	1	2	18	4	7	15	9	6	13	7	8	8	6	6	8	4	11	2	19	15	13	12	13	0	8	8	7	13	16	0					
		1.05%	1.21%	0.89%	0.78%	0.77%	0.53%	2.43%	1.70%	0.56%	0.46%	1.20%	0.93%	0.61%	1.47%	0.77%	0.82%	0.84%	0.75%	1.16%	1.59%	0.41%	1.51%	0.22%	2.54%	1.92%	1.26%	1.64%	1.16%	0.0%	0.92%	1.15%	0.77%	1.15%	1.75%	0.0%					
30	"13. ""Демократическая партия России"""	54	0	0	5	0	2	0	1	0	4	3	0	0	3	1	2	1	2	0	1	2	3	2	3	2	4	2	4	0	1	0	1	0	3	2					
		0.19%	0.0%	0.0%	0.43%	0.0%	1.06%	0.0%	0.09%	0.0%	0.26%	0.24%	0.0%	0.0%	0.34%	0.11%	0.20%	0.10%	0.25%	0.0%	0.19%	0.20%	0.41%	0.22%	0.40%	0.25%	0.38%	0.27%	0.35%	0.0%	0.11%	0.0%	0.11%	0.0%	0.32%	0.69%					
31	"14. ""Великая Россия - Евразийский Союз"""	47	4	4	0	0	0	0	2	2	2	0	0	2	1	1	3	0	1	3	3	2	0	3	0	1	1	2	2	0	1	1	2	4	0	0					
		0.17%	0.48%	0.44%	0.0%	0.0%	0.0%	0.0%	0.18%	0.28%	0.13%	0.0%	0.0%	0.20%	0.11%	0.11%	0.30%	0.0%	0.12%	0.58%	0.59%	0.20%	0.0%	0.33%	0.0%	0.12%	0.09%	0.27%	0.17%	0.0%	0.11%	0.14%	0.22%	0.35%	0.0%	0.0%					
32	"15. ""Партия СЛОН"""	50	1	3	3	1	1	0	0	1	6	4	1	3	1	2	2	0	0	1	1	3	0	7	0	1	2	0	1	0	1	0	1	0	2	1					
		0.18%	0.12%	0.33%	0.26%	0.25%	0.53%	0.0%	0.0%	0.14%	0.40%	0.32%	0.10%	0.30%	0.11%	0.22%	0.20%	0.0%	0.0%	0.19%	0.19%	0.31%	0.0%	0.77%	0.0%	0.12%	0.19%	0.0%	0.08%	0.0%	0.11%	0.0%	0.11%	0.0%	0.21%	0.34%					
33	"16. ""Родина"" (народно-патриотический союз)"""	3665	138	114	164	33	16	11	130	102	223	209	145	113	119	143	153	147	129	77	64	121	62	80	96	100	139	90	160	3	102	89	103	137	127	26					
		13.42%	16.72%	12.78%	14.22%	8.57%	8.51%	13.41%	12.29%	14.44%	14.90%	16.74%	15.01%	11.49%	13.52%	15.90%	15.72%	15.48%	16.28%	14.89%	12.72%	12.61%	8.55%	8.87%	12.85%	12.83%	13.49%	12.31%	14.32%	16.66%	11.76%	12.82%	11.34%	12.12%	13.94%	9.02%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	59	4	2	3	1	0	0	1	0	2	6	4	5	0	2	0	0	2	3	2	2	0	7	1	3	0	1	1	0	0	3	2	2	0	0					
		0.21%	0.48%	0.22%	0.26%	0.25%	0.0%	0.0%	0.09%	0.0%	0.13%	0.48%	0.41%	0.50%	0.0%	0.22%	0.0%	0.0%	0.25%	0.58%	0.39%	0.20%	0.0%	0.77%	0.13%	0.38%	0.0%	0.13%	0.08%	0.0%	0.0%	0.43%	0.22%	0.17%	0.0%	0.0%					
35	"18. ""ЛДПР"""	3643	123	123	186	78	56	9	150	75	171	150	132	97	90	96	101	82	84	85	51	136	112	211	94	100	102	125	138	2	109	98	118	169	143	47					
		13.34%	14.90%	13.78%	16.13%	20.25%	29.78%	10.97%	14.19%	10.62%	11.43%	12.01%	13.66%	9.86%	10.22%	10.67%	10.38%	8.64%	10.60%	16.44%	10.13%	14.18%	15.44%	23.41%	12.58%	12.83%	9.90%	17.09%	12.35%	11.11%	12.57%	14.12%	12.99%	14.95%	15.69%	16.31%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	591	9	17	16	6	2	1	19	14	33	30	20	21	16	20	23	21	18	19	9	20	13	27	14	19	28	15	23	0	26	8	33	17	29	5					
		2.16%	1.09%	1.90%	1.38%	1.55%	1.06%	1.21%	1.79%	1.98%	2.20%	2.40%	2.07%	2.13%	1.81%	2.22%	2.36%	2.21%	2.27%	3.67%	1.78%	2.08%	1.79%	2.99%	1.87%	2.43%	2.71%	2.05%	2.05%	0.0%	2.99%	1.15%	3.63%	1.50%	3.18%	1.73%					
37	"20. ""Политическая партия ""Единая Россия"""	7543	235	230	292	93	56	24	272	190	413	336	224	270	253	243	234	296	219	132	165	289	206	212	215	230	288	194	323	4	266	224	283	301	267	64					
		27.63%	28.48%	25.78%	25.32%	24.15%	29.78%	29.26%	25.73%	26.91%	27.60%	26.92%	23.18%	27.46%	28.74%	27.03%	24.04%	31.19%	27.65%	25.53%	32.80%	30.13%	28.41%	23.52%	28.78%	29.52%	27.96%	26.53%	28.91%	22.22%	30.68%	32.27%	31.16%	26.63%	29.30%	22.22%					
38	"21. ""Российская Конституционно-демократическая партия"""	44	1	2	1	2	0	0	0	1	2	2	3	2	1	0	1	0	1	0	0	1	3	5	3	0	3	2	1	0	2	1	2	2	0	0					
