Выборы Президента Российской Федерации																																								
																																								
Наименование Избирательной комиссии:    Сосногорская городская																																								
																																								
Итоги голосования 																																								
																																								
		Сумма	УИК №146	УИК №147	УИК №148	УИК №149	УИК №150	УИК №151	УИК №152	УИК №153	УИК №154	УИК №155	УИК №156	УИК №157	УИК №158	УИК №159	УИК №160	УИК №161	УИК №162	УИК №163	УИК №164	УИК №165	УИК №166	УИК №167	УИК №168	УИК №169	УИК №170	УИК №171	УИК №172	УИК №173	УИК №174	УИК №175	УИК №176	УИК №177	УИК №178					
1	"Число избирателей, внесенных в список"	40771	1758	1755	1760	1815	1732	2912	1605	2996	1894	2884	1903	784	2297	1762	1749	1634	1588	150	100	1585	1585	819	147	426	148	208	509	475	567	734	273	62	155					
2	Число полученных избирательных бюллетеней	41451	1760	1740	1780	1790	1750	2940	1680	2980	1930	2900	1930	820	2350	1770	1780	1670	1620	165	115	1650	1640	780	157	440	160	215	560	480	610	740	275	59	215					
3	"Число избирательных бюллетеней, выданных  досрочно"	81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	38	0	0	0	0	0	1	22	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	23724	1029	1055	1077	1015	990	1678	1016	1739	939	1603	1016	487	1514	971	1081	945	831	103	67	931	873	412	69	233	87	136	307	345	313	387	271	49	155					
5	"Число избирательных бюллетеней, выданных вне помещения"	662	30	19	18	14	28	21	9	19	21	39	10	30	9	7	18	13	13	0	0	13	59	41	0	15	2	7	63	37	49	48	0	10	0					
6	Число погашенных избирательных бюллетеней	16984	701	666	685	761	732	1241	655	1222	970	1258	904	303	827	792	681	712	776	62	48	706	708	307	50	192	71	72	190	98	247	283	4	0	60					
7	Число избирательных бюллетеней в переносных ящиках	743	30	19	18	14	28	21	9	19	21	39	10	30	9	7	18	13	13	0	0	13	59	61	38	15	2	7	63	37	50	70	0	10	0					
8	Число бюллетеней в стационарных ящиках для голосования	23724	1029	1055	1077	1015	990	1678	1016	1739	939	1603	1016	487	1514	971	1081	945	831	103	67	931	873	412	69	233	87	136	307	345	313	387	271	49	155					
9	Число недействительных избирательных бюллетеней	197	5	17	11	4	7	14	8	13	8	19	7	3	16	3	5	6	2	0	1	6	4	5	0	5	1	0	6	2	1	2	16	0	0					
10	Число действительных избирательных бюллетеней	24270	1054	1057	1084	1025	1011	1685	1017	1745	952	1623	1019	514	1507	975	1094	952	842	103	66	938	928	468	107	243	88	143	364	380	362	455	255	59	155					
11	Число полученных открепительных  удостоверений	718	30	30	30	30	30	40	30	40	30	40	34	15	50	40	40	40	40	5	5	20	20	20	5	10	5	5	10	5	9	10	0	0	0					
12	Число выданных открепительных удостоверений	360	8	5	18	5	8	21	9	13	9	23	11	8	31	26	24	21	21	5	3	16	15	13	5	9	4	4	6	4	9	6	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	180	9	10	4	6	4	9	3	8	6	9	4	4	12	20	4	6	0	2	1	7	6	7	0	1	0	4	4	6	2	8	0	2	12					
14	Число неиспользованных открепительных удостоверений	358	22	25	12	25	22	19	21	27	21	17	23	7	19	14	16	19	19	0	2	4	5	7	0	1	1	1	4	1	0	4	0	0	0					
15	"Число открепительных удостоверений, выданных в ТИК"	14	0	1	0	0	0	2	0	0	3	3	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																								
18	. Глазьев Сергей Юрьевич	704	32	30	33	29	15	53	33	49	15	46	25	6	58	31	45	58	26	2	3	25	26	10	5	5	4	2	10	6	7	6	2	1	6					
		2.88%	3.02%	2.79%	3.01%	2.82%	1.47%	3.12%	3.22%	2.79%	1.56%	2.80%	2.44%	1.16%	3.81%	3.17%	4.09%	6.05%	3.08%	1.94%	4.48%	2.65%	2.79%	2.11%	4.67%	2.02%	4.49%	1.40%	2.70%	1.57%	1.93%	1.31%	0.74%	1.69%	3.87%					
19	. Малышкин Олег Александрович	619	22	25	19	27	24	32	24	49	22	29	19	13	59	21	36	20	27	1	1	19	27	15	2	14	2	5	7	3	14	10	24	2	5					
