Выборы Президента Российской Федерации																																												
Дата голосования: 04.03.2012																																												
																																												
Наименование Избирательной комиссии:    Кольская																																												
																																												
Сводная таблица итогов голосования																																												
																																												
	Число участковых избирательных комиссий	33																																										
	Число участковых избирательных комиссий, приступивших к передаче сведений	33																																										
																																												
		Сумма	УИК №265	УИК №266	УИК №267	УИК №268	УИК №269	УИК №270	УИК №271	УИК №272	УИК №273	УИК №274	УИК №275	УИК №276	УИК №277	УИК №278	УИК №279	УИК №280	УИК №281	УИК №282	УИК №283	УИК №284	УИК №285	УИК №286	УИК №287	УИК №288	УИК №289	УИК №290	УИК №291	УИК №292	УИК №293	УИК №294	УИК №295	УИК №296	УИК №501									
1	Число избирателей, включенных в список избирателей	34992	2654	2887	1795	1144	2672	1704	2689	1533	1023	2987	1213	1488	1643	841	119	1687	147	1437	703	159	204	327	786	279	419	423	493	208	810	127	20	339	32									
2	Число избирательных бюллетеней, полученных участковой избирательной комиссией	31492	2350	2600	1590	1000	2400	1500	2390	1400	900	2680	1070	1400	1450	750	100	1500	130	1250	600	150	200	300	700	240	400	400	500	200	700	150	100	360	32									
3	Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно	196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	69	0	0	0	0	0	0	0	0	0	0	110	0	0	0	0									
4	Число избирательных бюллетеней, выданных в помещении для голосования в день голосования	19816	1600	1657	992	578	1527	999	1514	667	471	1606	565	894	920	471	56	944	55	826	438	104	121	173	470	187	289	272	389	124	396	123	20	336	32									
5	Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования	616	26	25	34	9	21	8	24	183	23	12	26	22	34	18	0	30	0	31	20	4	5	3	12	2	3	5	8	13	15	0	0	0	0									
6	Число погашенных избирательных бюллетеней	10864	724	918	564	413	852	493	852	550	406	1062	479	484	496	261	44	526	58	324	142	42	74	124	218	51	108	123	103	63	179	27	80	24	0									
7	Число избирательных бюллетеней в переносных ящиках для голосования	811	26	25	34	9	21	8	24	183	23	12	26	22	34	18	0	30	17	100	20	4	5	3	12	2	3	5	8	13	124	0	0	0	0									
8	Число бюллетеней в стационарных ящиках для голосования	19800	1590	1655	992	578	1525	999	1514	666	471	1606	564	894	920	471	56	944	55	826	438	104	121	173	470	187	289	272	389	124	396	123	20	336	32									
9	Число недействительных избирательных бюллетеней	300	17	18	21	6	17	26	24	20	10	22	5	18	12	15	1	9	0	14	9	1	1	0	6	4	4	0	4	1	9	4	0	2	0									
10	Число действительных избирательных бюллетеней	20311	1599	1662	1005	581	1529	981	1514	829	484	1596	585	898	942	474	55	965	72	912	449	107	125	176	476	185	288	277	393	136	511	119	20	334	32									
11	Число полученных открепительных  удостоверений	635	35	40	20	20	35	25	40	20	15	25	15	90	25	20	5	35	5	20	10	5	10	5	10	30	15	5	35	5	10	0	0	5	0									
12	Число открепительных удостоверений, выданных избирателям на избирательном участке	484	31	31	15	10	28	24	29	17	11	22	9	82	17	12	2	23	2	15	6	3	3	3	7	28	15	1	28	0	7	0	0	3	0									
13	Число избирателей, проголосовавших по открепительным удостоверениям	326	38	15	22	9	19	18	18	18	4	11	6	15	7	10	11	19	5	10	1	1	2	4	5	10	2	8	4	0	8	4	20	2	0									
14	Число неиспользованных открепительных удостоверений	151	4	9	5	10	7	1	11	3	4	3	6	8	8	8	3	12	3	5	4	2	7	2	3	2	0	4	7	5	3	0	0	2	0									
15	Число открепительных удостоверений, выданных избирателям ТИК	33	2	2	1	0	3	0	3	1	1	1	0	4	0	0	0	3	0	1	0	0	1	0	1	2	0	0	6	1	0	0	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
