Выборы Президента Российской Федерации																																									
																																									
Наименование Избирательной комиссии:    Данковская																																									
																																									
Итоги голосования 																																									
																																									
		Сумма	УИК №364	УИК №365	УИК №366	УИК №367	УИК №368	УИК №369	УИК №370	УИК №371	УИК №372	УИК №373	УИК №374	УИК №375	УИК №376	УИК №377	УИК №378	УИК №379	УИК №380	УИК №381	УИК №382	УИК №383	УИК №384	УИК №385	УИК №386	УИК №387	УИК №388	УИК №389	УИК №390	УИК №391	УИК №392	УИК №393	УИК №394	УИК №395	УИК №396	УИК №397					
1	"Число избирателей, внесенных в список"	32305	1022	748	1811	2411	1945	1911	2114	2070	1380	1115	1722	876	310	838	621	774	990	934	559	324	559	723	505	541	545	299	708	450	1009	310	729	439	489	524					
2	Число полученных избирательных бюллетеней	31920	1004	734	1778	2398	1919	1903	2088	2042	1359	1092	1695	865	304	827	606	761	985	914	552	319	564	708	506	546	550	303	698	437	1004	314	718	434	468	525					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	16806	532	408	976	1281	1036	1049	1176	974	620	486	857	367	148	526	277	367	578	394	268	215	249	483	245	287	279	141	379	237	424	144	435	313	313	342					
5	"Число избирательных бюллетеней, выданных вне помещения"	4012	85	15	37	35	38	49	57	99	49	51	64	54	105	136	233	201	273	312	147	50	236	69	115	93	160	120	206	129	191	128	186	83	92	114					
6	Число погашенных избирательных бюллетеней	11102	387	311	765	1082	845	805	855	969	690	555	774	444	51	165	96	193	134	208	137	54	79	156	146	166	111	42	113	71	389	42	97	38	63	69					
7	Число избирательных бюллетеней в переносных ящиках	4012	85	15	37	35	38	49	57	99	49	51	64	54	105	136	233	201	273	312	147	50	236	69	115	93	160	120	206	129	191	128	186	83	92	114					
8	Число бюллетеней в стационарных ящиках для голосования	16804	532	408	976	1281	1036	1049	1175	974	620	486	857	367	148	526	277	367	578	394	268	215	249	483	245	287	279	141	379	236	424	144	435	313	313	342					
9	Число недействительных избирательных бюллетеней	199	6	6	7	15	13	10	9	6	11	5	13	5	5	0	6	2	15	7	2	3	4	10	7	3	2	2	5	0	5	2	4	5	2	2					
10	Число действительных избирательных бюллетеней	20617	611	417	1006	1301	1061	1088	1223	1067	658	532	908	416	248	662	504	566	836	699	413	262	481	542	353	377	437	259	580	365	610	270	617	391	403	454					
11	Число полученных открепительных  удостоверений	620	14	11	31	40	31	31	34	31	21	17	26	13	5	13	9	12	20	14	9	5	24	11	8	23	18	20	10	7	15	15	40	17	12	13					
12	Число выданных открепительных удостоверений	324	1	6	14	16	10	8	15	13	9	8	9	5	2	9	0	10	19	2	5	4	24	5	7	19	14	10	5	3	2	10	33	10	7	10					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	133	3	3	15	3	7	9	9	2	5	9	8	1	0	3	4	3	3	4	2	3	4	6	2	2	1	1	5	4	1	1	2	5	3	0					
14	Число неиспользованных открепительных удостоверений	296	13	5	17	24	21	23	19	18	12	9	17	8	3	4	9	2	1	12	4	1	0	6	1	4	4	10	5	4	13	5	7	7	5	3					
15	"Число открепительных удостоверений, выданных в ТИК"	4	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																									
18	. Глазьев Сергей Юрьевич	516	17	13	21	43	48	40	42	31	23	16	40	14	3	10	12	5	17	7	11	0	2	11	10	3	12	3	8	5	15	3	5	11	4	11					
		2.48%	2.76%	3.07%	2.07%	3.27%	4.47%	3.64%	3.41%	2.89%	3.44%	2.98%	4.34%	3.33%	1.19%	1.51%	2.35%	0.88%	2.00%	0.99%	2.65%	0.00%	0.41%	1.99%	2.78%	0.79%	2.73%	1.15%	1.37%	1.37%	2.44%	1.10%	0.81%	2.78%	0.99%	2.41%					
19	. Малышкин Олег Александрович	612	36	16	26	36	26	27	40	29	20	23	23	12	15	25	21	9	14	15	12	7	15	23	9	15	10	17	12	7	19	4	11	14	10	14					
		2.94%	5.83%	3.78%	2.57%	2.74%	2.42%	2.46%	3.25%	2.70%	2.99%	4.28%	2.50%	2.85%	5.93%	3.78%	4.12%	1.58%	1.65%	2.12%	2.89%	2.64%	3.09%	4.17%	2.50%	3.95%	2.28%	6.51%	2.05%	1.92%	3.09%	1.47%	1.77%	3.54%	2.47%	3.07%					
20	. Миронов Сергей Михайлович	154	6	4	3	7	2	7	10	10	7	3	10	1	5	2	6	8	5	3	0	3	5	2	2	8	4	1	2	0	6	1	10	3	4	4					
		0.74%	0.97%	0.95%	0.30%	0.53%	0.19%	0.64%	0.81%	0.93%	1.05%	0.56%	1.09%	0.24%	1.98%	0.30%	1.18%	1.41%	0.59%	0.42%	0.00%	1.13%	1.03%	0.36%	0.56%	2.11%	0.91%	0.38%	0.34%	0.00%	0.98%	0.37%	1.61%	0.76%	0.99%	0.88%					
21	. Путин Владимир Владимирович	13218	415	274	580	773	561	658	726	674	390	320	516	253	175	483	289	389	637	493	260	186	347	378	238	203	323	188	451	226	371	178	393	278	291	301					
		63.50%	67.26%	64.78%	57.26%	58.74%	52.23%	59.93%	58.93%	62.81%	58.30%	59.59%	56.03%	60.10%	69.17%	72.96%	56.67%	68.49%	74.85%	69.83%	62.65%	70.19%	71.55%	68.48%	66.11%	53.42%	73.58%	72.03%	77.09%	61.92%	60.33%	65.44%	63.29%	70.20%	71.85%	66.01%					
22	. Хакамада Ирина Муцуовна	366	6	8	24	29	28	22	27	19	18	16	13	3	2	13	9	8	9	9	9	3	1	9	7	4	12	3	10	6	15	2	6	8	5	3					
		1.76%	0.97%	1.89%	2.37%	2.20%	2.61%	2.00%	2.19%	1.77%	2.69%	2.98%	1.41%	0.71%	0.79%	1.96%	1.76%	1.41%	1.06%	1.27%	2.17%	1.13%	0.21%	1.63%	1.94%	1.05%	2.73%	1.15%	1.71%	1.64%	2.44%	0.74%	0.97%	2.02%	1.23%	0.66%					
23	. Харитонов Николай Михайлович	5004	110	93	296	327	340	269	302	265	180	125	252	122	43	115	161	140	135	152	117	59	100	106	81	129	68	44	87	114	168	78	179	60	83	104					
		24.04%	17.83%	21.99%	29.22%	24.85%	31.66%	24.50%	24.51%	24.70%	26.91%	23.28%	27.36%	28.98%	17.00%	17.37%	31.57%	24.65%	15.86%	21.53%	28.19%	22.26%	20.62%	19.20%	22.50%	33.95%	15.49%	16.86%	14.87%	31.23%	27.32%	28.68%	28.82%	15.15%	20.49%	22.81%					
																																									
24	Против всех	747	21	9	56	86	56	65	76	39	20	29	54	11	5	14	6	7	19	20	4	4	11	13	6	15	8	3	10	7	16	4	13	17	6	17					
		3.59%	3.40%	2.13%	5.53%	6.53%	5.21%	5.92%	6.17%	3.63%	2.99%	5.40%	5.86%	2.61%	1.98%	2.11%	1.18%	1.23%	2.23%	2.83%	0.96%	1.51%	2.27%	2.36%	1.67%	3.95%	1.82%	1.15%	1.71%	1.92%	2.60%	1.47%	2.09%	4.29%	1.48%	3.73%					
																																									
																																									
																																									
																																									
