Выборы Президента Российской Федерации																																						
																																						
Наименование Избирательной комиссии:    Глушковская																																						
																																						
Итоги голосования 																																						
																																						
		Сумма	УИК №306	УИК №307	УИК №308	УИК №309	УИК №310	УИК №311	УИК №312	УИК №313	УИК №314	УИК №315	УИК №316	УИК №317	УИК №318	УИК №319	УИК №320	УИК №321	УИК №322	УИК №323	УИК №324	УИК №325	УИК №326	УИК №327	УИК №328	УИК №329	УИК №330	УИК №331	УИК №332	УИК №333	УИК №334	УИК №335	УИК №336					
1	"Число избирателей, внесенных в список"	22179	351	79	600	423	196	212	153	51	1233	249	232	805	292	1557	1713	1623	1444	1239	1132	569	744	617	250	207	225	1696	591	1153	1178	1146	219					
2	Число полученных избирательных бюллетеней	20061	318	70	552	402	177	194	149	49	1101	217	215	740	259	1432	1546	1455	1296	1103	1021	515	676	554	225	186	203	1542	535	1031	1057	1045	196					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	15182	241	54	411	320	142	182	130	32	989	186	190	625	182	1063	1125	960	957	771	809	432	500	349	178	149	140	1080	407	810	766	830	172					
5	"Число избирательных бюллетеней, выданных вне помещения"	1745	65	10	71	64	25	12	18	10	14	31	23	82	62	60	79	129	55	86	48	44	89	114	30	16	46	114	61	60	61	154	12					
6	Число погашенных избирательных бюллетеней	3134	12	6	70	18	10	0	1	7	98	0	2	33	15	309	342	366	284	246	164	39	87	91	17	21	17	348	67	161	230	61	12					
7	Число избирательных бюллетеней в переносных ящиках	1745	65	10	71	64	25	12	18	10	14	31	23	82	62	60	79	129	55	86	48	44	89	114	30	16	46	114	61	60	61	154	12					
8	Число бюллетеней в стационарных ящиках для голосования	15178	241	54	411	319	142	182	130	32	989	186	189	625	182	1063	1125	960	957	771	809	432	500	349	178	149	140	1078	407	810	766	830	172					
9	Число недействительных избирательных бюллетеней	193	1	5	5	2	2	4	1	0	4	9	2	11	0	6	13	13	10	12	10	4	10	8	2	3	0	12	9	8	9	11	7					
10	Число действительных избирательных бюллетеней	16730	305	59	477	381	165	190	147	42	999	208	210	696	244	1117	1191	1076	1002	845	847	472	579	455	206	162	186	1180	459	862	818	973	177					
11	Число полученных открепительных  удостоверений	166	3	3	5	5	3	3	3	3	5	2	5	8	2	15	10	10	10	10	10	5	5	5	3	3	2	5	6	5	5	5	2					
12	Число выданных открепительных удостоверений	57	1	0	2	0	0	0	0	0	2	0	0	7	1	15	1	1	5	2	3	0	1	4	0	0	0	4	4	1	2	1	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	51	0	0	1	0	0	1	2	0	2	1	1	0	2	5	3	6	2	1	8	0	1	1	1	0	0	2	2	2	3	2	2					
14	Число неиспользованных открепительных удостоверений	109	2	3	3	5	3	3	3	3	3	2	5	1	1	0	9	9	5	8	7	5	4	1	3	3	2	1	2	4	3	4	2					
15	"Число открепительных удостоверений, выданных в ТИК"	4	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																						
18	. Глазьев Сергей Юрьевич	323	4	1	5	4	3	5	4	0	10	6	3	0	3	38	25	33	23	17	30	9	8	3	4	7	0	29	13	3	16	14	3					
		1.91%	1.31%	1.56%	1.04%	1.04%	1.80%	2.58%	2.70%	0.00%	1.00%	2.76%	1.42%	0.00%	1.23%	3.38%	2.08%	3.03%	2.27%	1.98%	3.50%	1.89%	1.36%	0.65%	1.92%	4.24%	0.00%	2.43%	2.78%	0.34%	1.93%	1.42%	1.63%					
19	. Малышкин Олег Александрович	474	26	3	12	5	4	5	2	1	39	2	6	21	2	34	43	45	14	16	10	1	28	14	9	1	4	41	11	8	40	16	11					
		2.80%	8.50%	4.69%	2.49%	1.31%	2.40%	2.58%	1.35%	2.38%	3.89%	0.92%	2.83%	2.97%	0.82%	3.03%	3.57%	4.13%	1.38%	1.87%	1.17%	0.21%	4.75%	3.02%	4.33%	0.61%	2.15%	3.44%	2.35%	0.92%	4.84%	1.63%	5.98%					
20	. Миронов Сергей Михайлович	124	1	1	0	5	1	2	1	2	8	2	2	0	3	5	12	9	3	4	8	4	8	3	1	1	1	9	1	16	2	9	0					
		0.73%	0.33%	1.56%	0.00%	1.31%	0.60%	1.03%	0.68%	4.76%	0.80%	0.92%	0.94%	0.00%	1.23%	0.45%	1.00%	0.83%	0.30%	0.47%	0.93%	0.84%	1.36%	0.65%	0.48%	0.61%	0.54%	0.76%	0.21%	1.84%	0.24%	0.91%	0.00%					
21	. Путин Владимир Владимирович	11699	168	33	349	259	84	146	109	19	817	160	154	487	165	768	794	711	746	621	594	312	339	363	118	123	146	830	287	649	514	726	108					
		69.13%	54.90%	51.56%	72.41%	67.62%	50.30%	75.26%	73.65%	45.24%	81.46%	73.73%	72.64%	68.88%	67.62%	68.39%	65.95%	65.29%	73.72%	72.46%	69.31%	65.55%	57.56%	78.40%	56.73%	74.55%	78.49%	69.63%	61.32%	74.60%	62.15%	73.78%	58.70%					
22	. Хакамада Ирина Муцуовна	315	12	0	4	7	1	2	3	5	18	11	3	7	3	22	18	23	18	13	24	6	6	5	2	4	0	26	13	19	12	25	3					
		1.86%	3.92%	0.00%	0.83%	1.83%	0.60%	1.03%	2.03%	11.90%	1.79%	5.07%	1.42%	0.99%	1.23%	1.96%	1.50%	2.11%	1.78%	1.52%	2.80%	1.26%	1.02%	1.08%	0.96%	2.42%	0.00%	2.18%	2.78%	2.18%	1.45%	2.54%	1.63%					
23	. Харитонов Николай Михайлович	3501	86	21	95	94	70	26	28	15	103	25	39	173	68	219	264	224	181	139	152	137	182	64	69	22	35	237	131	156	222	174	50					
		20.69%	28.10%	32.81%	19.71%	24.54%	41.92%	13.40%	18.92%	35.71%	10.27%	11.52%	18.40%	24.47%	27.87%	19.50%	21.93%	20.57%	17.89%	16.22%	17.74%	28.78%	30.90%	13.82%	33.17%	13.33%	18.82%	19.88%	27.99%	17.93%	26.84%	17.68%	27.17%					
																																						
24	Против всех	294	8	0	12	7	2	4	0	0	4	2	3	8	0	31	35	31	17	35	29	3	8	3	3	4	0	8	3	11	12	9	2					
		1.74%	2.61%	0.00%	2.49%	1.83%	1.20%	2.06%	0.00%	0.00%	0.40%	0.92%	1.42%	1.13%	0.00%	2.76%	2.91%	2.85%	1.68%	4.08%	3.38%	0.63%	1.36%	0.65%	1.44%	2.42%	0.00%	0.67%	0.64%	1.26%	1.45%	0.91%	1.09%					
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
