Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																								
Дата голосования: 02.12.2007																																								
																																								
Наименование Избирательной комиссии:    Безенчукская																																								
																																								
Сводная таблица результатов выборов																																								
																																								
		Сумма	УИК №1165	УИК №1166	УИК №1167	УИК №1168	УИК №1169	УИК №1170	УИК №1171	УИК №1172	УИК №1173	УИК №1174	УИК №1175	УИК №1176	УИК №1177	УИК №1178	УИК №1179	УИК №1180	УИК №1181	УИК №1182	УИК №1183	УИК №1184	УИК №1185	УИК №1186	УИК №1187	УИК №1188	УИК №1189	УИК №1190	УИК №1191	УИК №1192	УИК №1193	УИК №1194	УИК №1195	УИК №1196	УИК №1197					
1	"Число избирателей, внесенных в списки избирателей"	31175	1320	1959	1964	1736	2078	2036	2073	1997	2222	304	2426	148	204	818	1411	236	327	1130	153	673	423	223	895	1139	429	156	327	653	166	543	214	619	173					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	30400	1300	1900	1900	1700	2000	2000	2000	1900	2100	300	2400	150	200	800	1300	230	320	1100	155	670	420	220	890	1140	420	165	360	650	160	540	220	620	170					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	16545	742	889	1039	970	963	948	1046	1043	1135	208	1242	111	106	463	622	133	140	676	90	445	256	176	426	556	343	126	225	383	101	373	93	407	69					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1365	56	46	43	24	53	36	25	43	67	17	130	24	16	55	104	28	57	37	14	50	23	17	50	40	14	8	41	34	11	21	32	91	58					
6	Число погашенных избирательных бюллетеней	12490	502	965	818	706	984	1016	929	814	898	75	1028	15	78	282	574	69	123	387	51	175	141	27	414	544	63	31	94	233	48	146	95	122	43					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1365	56	46	43	24	53	36	25	43	67	17	130	24	16	55	104	28	57	37	14	50	23	17	50	40	14	8	41	34	11	21	32	91	58					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	16538	742	889	1039	970	963	948	1046	1038	1135	208	1240	111	106	463	622	133	140	676	90	445	256	176	426	556	343	126	225	383	101	373	93	407	69					
9	Число недействительных избирательных бюллетеней	266	11	9	25	10	17	19	10	21	16	2	22	0	0	12	7	3	1	12	3	5	2	1	4	17	4	1	4	5	4	4	2	12	1					
10	Число действительных избирательных бюллетеней	17637	787	926	1057	984	999	965	1061	1060	1186	223	1348	135	122	506	719	158	196	701	101	490	277	192	472	579	353	133	262	412	108	390	123	486	126					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	584	16	25	25	25	25	20	20	38	25	10	39	8	5	15	15	10	5	25	5	23	10	10	15	20	5	3	5	12	3	32	15	62	13					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	497	14	25	25	14	21	20	17	37	19	10	32	8	2	9	5	10	5	19	5	23	7	7	4	20	0	1	2	11	3	32	15	62	13					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	233	8	13	12	7	13	3	10	5	14	2	21	3	2	12	18	11	11	19	1	3	4	5	4	6	4	0	0	7	4	3	3	3	2					
14	Число погашенных неиспользованных открепительных удостоверений	87	2	0	0	11	4	0	3	1	6	0	7	0	3	6	10	0	0	6	0	0	3	3	11	0	5	2	3	1	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	16	0	1	3	0	0	1	1	3	1	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	1	0	0	0	0	2	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																								
18	1.Политическая партия «Аграрная партия России»	358	18	17	19	22	19	29	21	24	20	7	24	0	3	5	21	5	5	10	2	14	8	2	11	13	6	0	1	8	0	8	1	15	0					
		1.99%	2.26%	1.82%	1.76%	2.21%	1.87%	2.95%	1.96%	2.22%	1.66%	3.11%	1.75%	0.00%	2.46%	0.97%	2.89%	3.11%	2.54%	1.40%	1.92%	2.83%	2.87%	1.04%	2.31%	2.18%	1.68%	0.00%	0.38%	1.92%	0.00%	2.03%	0.80%	3.01%	0.00%					
19	2.Всероссийская политическая партия «Гражданская Сила»	78	5	8	10	9	5	6	6	4	4	0	1	0	0	3	2	0	0	2	0	2	3	0	0	2	1	0	1	0	1	1	1	1	0					
		0.44%	0.63%	0.86%	0.92%	0.91%	0.49%	0.61%	0.56%	0.37%	0.33%	0.00%	0.07%	0.00%	0.00%	0.58%	0.28%	0.00%	0.00%	0.28%	0.00%	0.40%	1.08%	0.00%	0.00%	0.34%	0.28%	0.00%	0.38%	0.00%	0.89%	0.25%	0.80%	0.20%	0.00%					
20	3.Политическая партия «Демократическая партия России»	18	3	0	1	1	0	1	1	1	0	0	3	1	1	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	2	0	0	0	0					
		0.10%	0.38%	0.00%	0.09%	0.10%	0.00%	0.10%	0.09%	0.09%	0.00%	0.00%	0.22%	0.74%	0.82%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.20%	0.00%	0.00%	0.21%	0.17%	0.00%	0.00%	0.00%	0.00%	1.79%	0.00%	0.00%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	2794	185	183	241	182	146	179	150	165	237	24	198	21	4	70	125	34	17	81	9	76	107	12	58	53	39	12	10	34	6	64	19	53	0					
		15.61%	23.18%	19.57%	22.27%	18.31%	14.37%	18.19%	14.01%	15.26%	19.72%	10.67%	14.45%	15.56%	3.28%	13.51%	17.22%	21.12%	8.63%	11.36%	8.65%	15.35%	38.35%	6.22%	12.18%	8.89%	10.92%	8.96%	3.76%	8.15%	5.36%	16.24%	15.20%	10.64%	0.00%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	121	4	8	4	6	6	15	10	7	5	1	2	0	0	6	10	4	2	12	1	3	0	2	5	2	0	0	1	1	0	0	1	3	0					
