Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																															
Дата голосования: 02.12.2007																																															
																																															
Наименование Избирательной комиссии:    территориальная избирательная комиссия Собинского района																																															
																																															
Сводная таблица результатов выборов																																															
																																															
		Сумма	УИК №208	УИК №209	УИК №210	УИК №211	УИК №212	УИК №213	УИК №214	УИК №215	УИК №216	УИК №217	УИК №218	УИК №219	УИК №220	УИК №221	УИК №222	УИК №223	УИК №224	УИК №225	УИК №226	УИК №227	УИК №228	УИК №229	УИК №230	УИК №231	УИК №232	УИК №235	УИК №236	УИК №237	УИК №238	УИК №239	УИК №240	УИК №241	УИК №242	УИК №244	УИК №245	УИК №246	УИК №247	УИК №248	УИК №249	УИК №250					
1	"Число избирателей, внесенных в списки избирателей"	49898	765	652	409	373	1016	571	1501	738	177	336	570	663	534	218	1800	2270	2202	500	768	223	606	172	820	318	420	2522	2076	2146	2073	2047	2130	2062	2259	2219	2111	1937	1786	1972	1897	2039					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	47862	680	650	420	360	1060	550	1400	650	130	350	530	650	500	222	1750	2240	2160	490	770	220	560	160	810	300	400	2300	2000	2000	2000	2000	2000	2000	2000	2100	2100	1900	1700	1900	1900	1950					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	22062	220	374	179	92	569	162	697	453	115	126	327	291	198	135	935	1180	1078	194	443	129	393	103	439	174	237	734	873	890	856	854	890	875	830	1031	869	811	849	857	880	720					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	3528	217	75	101	186	39	170	50	39	2	59	38	84	72	16	93	32	81	107	70	11	58	16	47	19	40	425	92	140	217	73	153	61	118	105	43	35	40	66	70	168					
6	Число погашенных избирательных бюллетеней	22272	243	201	140	82	452	218	653	158	13	165	165	275	230	71	722	1028	1001	189	257	80	109	41	324	107	123	1141	1035	970	927	1073	957	1064	1052	964	1188	1054	811	977	950	1062					
7	Число избирательных бюллетеней в переносных ящиках для голосования	3528	217	75	101	186	39	170	50	39	2	59	38	84	72	16	93	32	81	107	70	11	58	16	47	19	40	425	92	140	217	73	153	61	118	105	43	35	40	66	70	168					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	22054	220	374	179	92	569	162	697	453	115	126	327	291	198	135	935	1179	1078	194	443	129	393	103	438	174	237	733	872	890	856	854	890	875	828	1031	869	811	849	857	880	718					
9	Число недействительных избирательных бюллетеней	239	0	2	3	1	0	2	9	6	1	0	9	2	1	0	16	16	5	19	9	3	10	0	8	2	2	13	5	10	6	8	6	13	3	5	8	8	6	9	6	7					
10	Число действительных избирательных бюллетеней	25343	437	447	277	277	608	330	738	486	116	185	356	373	269	151	1012	1195	1154	282	504	137	441	119	477	191	275	1145	959	1020	1067	919	1037	923	943	1131	904	838	883	914	944	879					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	807	20	20	20	20	35	5	20	20	20	20	5	20	20	20	20	30	20	20	20	20	20	20	20	20	20	32	20	20	20	20	20	20	20	20	20	20	20	20	20	20					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	389	10	1	2	1	20	2	12	4	4	2	2	0	3	0	17	29	13	5	2	2	4	3	12	0	0	28	10	16	17	13	13	17	12	20	17	19	18	15	15	9					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	252	7	4	1	4	8	10	3	10	28	4	5	5	3	1	7	3	9	6	8	1	6	3	4	3	1	6	9	6	5	8	3	3	8	19	3	4	4	16	10	4					
14	Число погашенных неиспользованных открепительных удостоверений	418	10	19	18	19	15	3	8	16	16	18	3	20	17	20	3	1	7	15	18	18	16	17	8	20	20	4	10	4	3	7	7	3	8	0	3	1	2	5	5	11					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	1	0	0	0	0	0	0	0	1					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																															
18	1.Политическая партия «Аграрная партия России»	1371	13	11	24	2	36	15	34	15	1	7	20	35	10	22	48	79	73	21	40	8	222	40	107	20	31	24	26	30	41	34	32	28	38	33	29	34	21	24	28	15					
		5.36%	2.97%	2.45%	8.57%	0.72%	5.92%	4.52%	4.55%	3.05%	0.85%	3.78%	5.48%	9.33%	3.70%	14.57%	4.67%	6.52%	6.30%	6.98%	7.80%	5.71%	49.22%	33.61%	22.06%	10.36%	11.19%	2.07%	2.70%	2.91%	3.82%	3.67%	3.07%	2.99%	4.02%	2.90%	3.18%	4.02%	2.36%	2.60%	2.95%	1.69%					
19	2.Всероссийская политическая партия «Гражданская Сила»	173	1	1	1	2	2	1	4	2	0	0	0	0	3	1	4	10	12	3	6	0	1	1	0	1	2	9	10	10	12	8	12	5	10	9	6	5	7	4	5	3					
		0.68%	0.23%	0.22%	0.36%	0.72%	0.33%	0.30%	0.54%	0.41%	0.00%	0.00%	0.00%	0.00%	1.11%	0.66%	0.39%	0.83%	1.04%	0.99%	1.17%	0.00%	0.22%	0.84%	0.00%	0.52%	0.72%	0.78%	1.04%	0.97%	1.12%	0.86%	1.15%	0.53%	1.06%	0.79%	0.66%	0.59%	0.79%	0.43%	0.53%	0.34%					
20	3.Политическая партия «Демократическая партия России»	19	0	0	0	0	0	0	0	2	0	0	0	0	1	2	2	1	1	0	0	0	0	0	0	0	0	1	1	0	1	0	0	3	0	0	0	0	1	1	2	0					
		0.07%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.41%	0.00%	0.00%	0.00%	0.00%	0.37%	1.32%	0.19%	0.08%	0.09%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.09%	0.10%	0.00%	0.09%	0.00%	0.00%	0.32%	0.00%	0.00%	0.00%	0.00%	0.11%	0.11%	0.21%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	2762	54	28	41	12	47	37	71	47	10	20	26	43	10	19	238	262	286	30	50	5	19	5	37	18	10	103	107	93	102	78	82	79	92	82	69	91	82	110	99	68					
		10.80%	12.36%	6.24%	14.64%	4.32%	7.73%	11.14%	9.50%	9.55%	8.55%	10.81%	7.12%	11.47%	3.70%	12.58%	23.15%	21.64%	24.68%	9.97%	9.75%	3.57%	4.21%	4.20%	7.63%	9.33%	3.61%	8.89%	11.10%	9.03%	9.51%	8.41%	7.86%	8.44%	9.73%	7.22%	7.57%	10.76%	9.22%	11.92%	10.42%	7.67%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	180	20	1	2	1	4	0	5	8	1	0	1	1	1	0	1	7	6	0	3	1	0	0	3	0	4	9	6	7	8	17	7	2	4	5	10	13	8	0	10	4					
		0.70%	4.58%	0.22%	0.71%	0.36%	0.66%	0.00%	0.67%	1.63%	0.85%	0.00%	0.27%	0.27%	0.37%	0.00%	0.10%	0.58%	0.52%	0.00%	0.58%	0.71%	0.00%	0.00%	0.62%	0.00%	1.44%	0.78%	0.62%	0.68%	0.75%	1.83%	0.67%	0.21%	0.42%	0.44%	1.10%	1.54%	0.90%	0.00%	1.05%	0.45%					
23	6.Политическая партия «Партия социальной справедливости»	45	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	4	3	0	3	0	0	0	1	0	1	4	1	3	3	1	2	1	0	2	5	0	1	4	1	2					
		0.18%	0.23%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.71%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.33%	0.26%	0.00%	0.58%	0.00%	0.00%	0.00%	0.21%	0.00%	0.36%	0.35%	0.10%	0.29%	0.28%	0.11%	0.19%	0.11%	0.00%	0.18%	0.55%	0.00%	0.11%	0.43%	0.11%	0.23%					
24	7.Политическая партия «Либерально-демократическая партия России»	2736	40	35	15	18	87	26	91	60	12	14	41	35	34	18	144	182	140	17	45	14	30	4	53	31	28	102	103	89	85	91	100	90	98	133	104	100	97	118	108	104					
		10.70%	9.15%	7.80%	5.36%	6.47%	14.31%	7.83%	12.18%	12.20%	10.26%	7.57%	11.23%	9.33%	12.59%	11.92%	14.01%	15.03%	12.08%	5.65%	8.77%	10.00%	6.65%	3.36%	10.93%	16.06%	10.11%	8.81%	10.68%	8.64%	7.92%	9.82%	9.59%	9.62%	10.36%	11.71%	11.40%	11.82%	10.91%	12.78%	11.37%	11.74%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	2595	33	42	28	10	60	38	71	38	7	16	91	28	27	15	102	111	103	27	63	19	18	8	69	32	41	89	104	99	82	105	130	99	101	100	107	101	95	87	85	114					
		10.14%	7.55%	9.35%	10.00%	3.60%	9.87%	11.45%	9.50%	7.72%	5.98%	8.65%	24.93%	7.47%	10.00%	9.93%	9.92%	9.17%	8.89%	8.97%	12.28%	13.57%	3.99%	6.72%	14.23%	16.58%	14.80%	7.69%	10.79%	9.61%	7.64%	11.33%	12.46%	10.58%	10.68%	8.80%	11.73%	11.94%	10.69%	9.43%	8.95%	12.87%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	185	4	1	1	2	2	6	6	1	1	1	2	2	2	3	4	9	9	2	4	0	1	1	2	1	4	9	3	6	1	9	8	5	9	14	7	7	7	4	14	11					
		0.72%	0.92%	0.22%	0.36%	0.72%	0.33%	1.81%	0.80%	0.20%	0.85%	0.54%	0.55%	0.53%	0.74%	1.99%	0.39%	0.74%	0.78%	0.66%	0.78%	0.00%	0.22%	0.84%	0.41%	0.52%	1.44%	0.78%	0.31%	0.58%	0.09%	0.97%	0.77%	0.53%	0.95%	1.23%	0.77%	0.83%	0.79%	0.43%	1.47%	1.24%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	15076	267	328	163	227	366	205	451	310	82	126	175	227	179	71	462	524	512	179	289	90	146	60	205	88	153	774	590	673	719	569	661	604	582	745	560	473	546	556	586	553					
		58.93%	61.10%	73.05%	58.21%	81.65%	60.20%	61.75%	60.37%	63.01%	70.09%	68.11%	47.95%	60.53%	66.30%	47.02%	44.94%	43.27%	44.18%	59.47%	56.34%	64.29%	32.37%	50.42%	42.27%	45.60%	55.23%	66.84%	61.20%	65.34%	67.01%	61.38%	63.37%	64.53%	61.52%	65.58%	61.40%	55.91%	61.42%	60.24%	61.68%	62.42%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	201	4	0	2	3	4	2	5	3	0	1	0	2	2	0	7	6	9	3	1	0	4	0	0	0	1	21	8	10	13	7	3	7	9	8	7	14	18	6	6	5					
		0.79%	0.92%	0.00%	0.71%	1.08%	0.66%	0.60%	0.67%	0.61%	0.00%	0.54%	0.00%	0.53%	0.74%	0.00%	0.68%	0.50%	0.78%	0.99%	0.19%	0.00%	0.89%	0.00%	0.00%	0.00%	0.36%	1.81%	0.83%	0.97%	1.21%	0.76%	0.29%	0.75%	0.95%	0.70%	0.77%	1.65%	2.02%	0.65%	0.63%	0.56%					
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
