Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																										
Дата голосования: 04.12.2011																																										
																																										
Наименование Избирательной комиссии:    Богучанская																																										
																																										
Сводная таблица результатов выборов																																										
																																										
		Сумма	УИК №975	УИК №976	УИК №977	УИК №978	УИК №979	УИК №980	УИК №981	УИК №982	УИК №983	УИК №984	УИК №985	УИК №986	УИК №987	УИК №988	УИК №989	УИК №990	УИК №991	УИК №992	УИК №993	УИК №994	УИК №995	УИК №996	УИК №997	УИК №998	УИК №999	УИК №1000	УИК №1001	УИК №1002	УИК №1003	УИК №1004	УИК №1005	УИК №1006	УИК №1007	УИК №1008	УИК №1009					
1	"Число избирателей, внесенных в список избирателей"	31407	35	377	1347	500	50	26	163	408	1368	1444	128	1581	1015	1015	1221	1026	1357	1119	698	1350	1105	357	2063	1944	206	548	2172	86	2239	1210	535	1334	441	920	19					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	30523	45	384	1367	512	52	20	151	382	1307	1407	121	1508	1005	1005	1106	1005	1280	1055	709	1347	1055	337	2012	2012	186	518	2111	82	2211	1166	518	1206	417	905	19					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	15579	34	267	621	361	41	13	119	216	613	746	51	751	474	436	581	481	637	522	421	694	572	153	789	836	111	366	1196	54	978	639	343	718	258	470	17					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1128	0	8	102	13	0	0	5	23	118	68	17	45	28	14	16	49	12	28	39	87	43	24	21	13	0	10	59	9	80	51	33	53	17	43	0					
6	Число погашенных избирательных бюллетеней	13816	11	109	644	138	11	7	27	143	576	593	53	712	503	555	509	475	631	505	249	566	440	160	1202	1163	75	142	856	19	1153	476	142	435	142	392	2					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1128	0	8	102	13	0	0	5	23	118	68	17	45	28	14	16	49	12	28	39	87	43	24	21	13	0	10	59	9	80	51	33	53	17	43	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	15577	34	267	621	361	41	13	119	216	613	746	51	751	473	436	581	481	637	522	421	694	572	153	789	836	111	366	1195	54	978	639	343	718	258	470	17					
9	Число недействительных избирательных бюллетеней	193	0	2	19	8	1	0	2	1	4	14	2	5	4	11	11	7	5	6	4	9	2	1	9	12	0	5	15	2	4	6	0	14	3	5	0					
10	Число действительных избирательных бюллетеней	16512	34	273	704	366	40	13	122	238	727	800	66	791	497	439	586	523	644	544	456	772	613	176	801	837	111	371	1239	61	1054	684	376	757	272	508	17					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	623	5	5	15	10	5	5	8	10	15	15	10	40	30	30	30	30	30	30	15	25	15	10	40	40	5	10	40	5	40	15	10	15	5	10	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	235	0	3	3	10	4	0	6	0	2	10	1	38	5	12	7	19	7	5	4	21	14	0	8	8	0	1	22	0	4	5	7	4	2	3	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	126	0	2	3	9	2	7	3	2	3	3	3	7	7	6	3	2	2	4	1	4	3	6	4	8	2	3	5	1	6	2	5	4	2	2	0					
14	Число погашенных неиспользованных открепительных удостоверений	388	5	2	12	0	1	5	2	10	13	5	9	2	25	18	23	11	23	25	11	4	1	10	32	32	5	9	18	5	36	10	3	11	3	7	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	4	0	0	0	0	0	0	0	0	0	0	0	1	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																										
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	2357	7	37	112	44	3	1	4	29	80	160	4	105	88	69	106	99	120	83	48	94	54	16	126	102	20	51	182	8	167	60	58	92	39	89	0					
		14.11%	20.59%	13.45%	15.49%	11.76%	7.32%	7.69%	3.23%	12.13%	10.94%	19.66%	5.88%	13.19%	17.56%	15.33%	17.76%	18.68%	18.49%	15.09%	10.43%	12.04%	8.78%	9.04%	15.56%	12.01%	18.02%	13.56%	14.51%	12.70%	15.78%	8.70%	15.43%	11.93%	14.18%	17.35%	0.00%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	2635	6	43	100	26	2	0	11	26	67	76	11	155	71	96	96	95	133	107	48	130	72	32	151	116	10	98	220	20	217	104	32	131	43	90	0					
		15.77%	17.65%	15.64%	13.83%	6.95%	4.88%	0.00%	8.87%	10.88%	9.17%	9.34%	16.18%	19.47%	14.17%	21.33%	16.08%	17.92%	20.49%	19.45%	10.43%	16.65%	11.71%	18.08%	18.64%	13.66%	9.01%	26.06%	17.54%	31.75%	20.51%	15.07%	8.51%	16.99%	15.64%	17.54%	0.00%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	182	1	2	10	7	0	0	2	5	12	0	0	10	3	4	7	5	12	5	3	9	4	0	8	9	3	6	12	1	10	6	6	11	4	5	0					
		1.09%	2.94%	0.73%	1.38%	1.87%	0.00%	0.00%	1.61%	2.09%	1.64%	0.00%	0.00%	1.26%	0.60%	0.89%	1.17%	0.94%	1.85%	0.91%	0.65%	1.15%	0.65%	0.00%	0.99%	1.06%	2.70%	1.60%	0.96%	1.59%	0.95%	0.87%	1.60%	1.43%	1.45%	0.97%	0.00%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	3500	2	21	159	57	4	1	38	27	143	144	21	266	135	103	184	117	149	159	58	131	95	55	187	238	37	78	226	4	218	129	56	150	28	80	0					
