Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																						
Дата голосования: 07.12.2003 0:00:00																																						
																																						
Наименование Избирательной комиссии:    Кигинская																																						
																																						
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																						
																																						
		Сумма	УИК №2572	УИК №2573	УИК №2574	УИК №2575	УИК №2576	УИК №2577	УИК №2578	УИК №2579	УИК №2580	УИК №2581	УИК №2582	УИК №2583	УИК №2584	УИК №2585	УИК №2586	УИК №2587	УИК №2588	УИК №2589	УИК №2590	УИК №2591	УИК №2592	УИК №2593	УИК №2594	УИК №2595	УИК №2596	УИК №2597	УИК №2598	УИК №2599	УИК №2600	УИК №2601	УИК №2602					
1	"Число избирателей, внесенных в списки"	13426	343	402	141	179	448	159	225	1862	1607	1423	115	360	189	160	585	340	229	117	307	309	459	367	254	240	595	200	201	1008	72	369	161					
2	"Число бюллетеней, полученных участковыми комиссиями"	12639	340	395	139	167	428	150	210	1681	1494	1295	110	420	171	160	499	326	219	115	293	290	403	354	256	242	590	200	202	905	74	365	146					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	10238	257	318	118	165	337	146	187	1287	1116	1047	99	334	157	152	449	272	204	104	257	254	347	293	223	187	376	155	186	728	47	302	134					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	531	14	21	7	0	10	3	12	126	55	30	6	26	13	8	14	3	0	0	7	4	22	23	10	22	26	10	4	18	6	19	12					
6	Число погашенных бюллетеней	1870	69	56	14	2	81	1	11	268	323	218	5	60	1	0	36	51	15	11	29	32	34	38	23	33	188	35	12	159	21	44	0					
7	Число бюллетеней в переносных ящиках для голосования	531	14	21	7	0	10	3	12	126	55	30	6	26	13	8	14	3	0	0	7	4	22	23	10	22	26	10	4	18	6	19	12					
8	Число бюллетеней в стационарных ящиках для голосования	10238	257	318	118	165	337	146	187	1287	1116	1047	99	334	157	152	449	272	204	104	257	254	347	293	223	187	376	155	186	728	47	302	134					
9	Число недействительных бюллетеней	444	15	7	1	0	13	10	13	25	77	25	1	22	5	10	35	16	16	8	11	19	12	12	8	17	23	0	0	24	0	13	6					
10	Число действительных бюллетеней	10325	256	332	124	165	334	139	186	1388	1094	1052	104	338	165	150	428	259	188	96	253	239	357	304	225	192	379	165	190	722	53	308	140					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	299	8	8	7	7	12	7	8	17	17	17	7	12	7	7	12	8	7	7	8	8	12	10	8	8	12	7	7	12	7	8	17					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	85	6	2	0	0	7	0	0	17	17	16	0	4	0	0	1	2	0	0	0	0	2	0	1	2	5	2	0	1	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	73	3	4	1	1	4	2	3	6	3	5	1	3	0	2	9	1	3	1	3	1	4	2	2	1	1	1	0	2	0	3	1					
14	Число погашенных открепительных удостоверений	214	2	6	7	7	5	7	8	0	0	1	7	8	7	7	11	6	7	7	8	8	10	10	7	6	7	5	7	11	7	8	17					
15	Число открепительных удостоверений выданных ТИК	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																						
18	"1. ""ЕДИНЕНИЕ"""	373	9	20	4	2	12	7	6	33	24	22	3	22	10	10	22	12	5	4	22	19	17	14	12	7	7	1	11	19	1	11	5					
		3.46%	3.32%	5.89%	3.2%	1.21%	3.45%	4.69%	3.01%	2.33%	2.04%	2.04%	2.85%	6.11%	5.88%	6.25%	4.75%	4.36%	2.45%	3.84%	8.33%	7.36%	4.60%	4.43%	5.15%	3.34%	1.74%	0.60%	5.78%	2.54%	1.88%	3.42%	3.42%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	68	3	0	0	0	0	2	0	11	6	10	1	1	0	2	4	0	0	0	1	5	0	1	0	1	2	1	4	4	0	3	6					
		0.63%	1.10%	0.0%	0.0%	0.0%	0.0%	1.34%	0.0%	0.77%	0.51%	0.92%	0.95%	0.27%	0.0%	1.25%	0.86%	0.0%	0.0%	0.0%	0.37%	1.93%	0.0%	0.31%	0.0%	0.47%	0.49%	0.60%	2.10%	0.53%	0.0%	0.93%	4.10%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	289	8	6	0	0	8	13	11	35	64	27	1	9	1	3	11	9	0	0	3	4	10	3	3	7	21	3	2	19	0	6	2					
		2.68%	2.95%	1.76%	0.0%	0.0%	2.30%	8.72%	5.52%	2.47%	5.46%	2.50%	0.95%	2.5%	0.58%	1.87%	2.37%	3.27%	0.0%	0.0%	1.13%	1.55%	2.71%	0.94%	1.28%	3.34%	5.22%	1.81%	1.05%	2.54%	0.0%	1.86%	1.36%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	63	1	3	1	0	3	2	3	7	8	6	0	1	0	0	5	2	1	0	0	0	0	1	2	3	2	0	0	7	0	5	0					
		0.58%	0.36%	0.88%	0.8%	0.0%	0.86%	1.34%	1.50%	0.49%	0.68%	0.55%	0.0%	0.27%	0.0%	0.0%	1.07%	0.72%	0.49%	0.0%	0.0%	0.0%	0.0%	0.31%	0.85%	1.43%	0.49%	0.0%	0.0%	0.93%	0.0%	1.55%	0.0%					
22	"5. ""За Русь Святую"""	30	0	2	0	0	0	0	2	3	3	1	2	1	0	0	1	1	1	1	0	0	0	1	2	1	3	1	0	2	0	2	0					
		0.27%	0.0%	0.58%	0.0%	0.0%	0.0%	0.0%	1.00%	0.21%	0.25%	0.09%	1.90%	0.27%	0.0%	0.0%	0.21%	0.36%	0.49%	0.96%	0.0%	0.0%	0.0%	0.31%	0.85%	0.47%	0.74%	0.60%	0.0%	0.26%	0.0%	0.62%	0.0%					
23	"6. ""Объединенная Российская партия ""Русь"""	51	2	3	0	0	0	1	0	2	8	7	1	1	0	0	5	2	0	1	3	1	0	1	1	2	0	1	0	8	0	0	1					
		0.47%	0.73%	0.88%	0.0%	0.0%	0.0%	0.67%	0.0%	0.14%	0.68%	0.64%	0.95%	0.27%	0.0%	0.0%	1.07%	0.72%	0.0%	0.96%	1.13%	0.38%	0.0%	0.31%	0.42%	0.95%	0.0%	0.60%	0.0%	1.07%	0.0%	0.0%	0.68%					
24	"7. ""Новый курс - Автомобильная Россия"""	65	1	5	1	2	2	1	1	14	6	9	0	0	0	1	0	1	0	0	0	7	0	0	3	2	1	2	0	5	0	1	0					
		0.60%	0.36%	1.47%	0.8%	1.21%	0.57%	0.67%	0.50%	0.99%	0.51%	0.83%	0.0%	0.0%	0.0%	0.62%	0.0%	0.36%	0.0%	0.0%	0.0%	2.71%	0.0%	0.0%	1.28%	0.95%	0.24%	1.21%	0.0%	0.67%	0.0%	0.31%	0.0%					
25	"8. ""Народно-республиканская партия России"""	52	2	0	0	1	2	0	2	20	2	1	0	0	1	0	7	1	1	0	3	0	0	0	0	0	3	0	0	2	2	2	0					
		0.48%	0.73%	0.0%	0.0%	0.60%	0.57%	0.0%	1.00%	1.41%	0.17%	0.09%	0.0%	0.0%	0.58%	0.0%	1.51%	0.36%	0.49%	0.0%	1.13%	0.0%	0.0%	0.0%	0.0%	0.0%	0.74%	0.0%	0.0%	0.26%	3.77%	0.62%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	28	0	1	0	0	1	0	0	5	2	1	3	0	1	0	1	1	0	0	2	1	1	0	1	0	0	0	1	2	0	4	0					
