Выборы Президента Российской Федерации																							
																							
Наименование Избирательной комиссии:    Крестецкая																							
																							
Итоги голосования 																							
																							
		Сумма	УИК №139	УИК №140	УИК №141	УИК №142	УИК №143	УИК №144	УИК №145	УИК №146	УИК №147	УИК №148	УИК №149	УИК №150	УИК №151	УИК №152	УИК №153	УИК №154					
1	"Число избирателей, внесенных в список"	12215	1555	1563	1695	1578	1552	155	222	122	508	256	145	611	314	555	313	1071					
2	Число полученных избирательных бюллетеней	12103	1542	1550	1697	1584	1566	147	196	123	510	246	137	594	310	539	304	1058					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	5855	708	649	776	782	750	88	135	66	240	163	105	215	253	287	170	468					
5	"Число избирательных бюллетеней, выданных вне помещения"	850	42	45	34	22	24	47	35	21	79	64	20	123	40	81	62	111					
6	Число погашенных избирательных бюллетеней	5398	792	856	887	780	792	12	26	36	191	19	12	256	17	171	72	479					
7	Число избирательных бюллетеней в переносных ящиках	850	42	45	34	22	24	47	35	21	79	64	20	123	40	81	62	111					
8	Число бюллетеней в стационарных ящиках для голосования	5851	708	649	774	781	750	88	135	66	240	163	105	214	253	287	170	468					
9	Число недействительных избирательных бюллетеней	34	4	4	4	1	0	1	0	0	0	0	0	2	1	8	1	8					
10	Число действительных избирательных бюллетеней	6667	746	690	804	802	774	134	170	87	319	227	125	335	292	360	231	571					
11	Число полученных открепительных  удостоверений	184	13	13	13	13	13	9	9	9	13	9	9	11	13	13	11	13					
12	Число выданных открепительных удостоверений	56	4	7	2	9	5	3	1	1	0	1	4	0	8	4	0	7					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	44	3	5	3	4	0	1	5	1	2	0	4	2	3	3	6	2					
14	Число неиспользованных открепительных удостоверений	128	9	6	11	4	8	6	8	8	13	8	5	11	5	9	11	6					
15	"Число открепительных удостоверений, выданных в ТИК"	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																							
18	. Глазьев Сергей Юрьевич	189	28	17	26	32	26	3	1	1	9	2	3	6	12	3	3	17					
		2.82%	3.73%	2.45%	3.22%	3.99%	3.36%	2.22%	0.59%	1.15%	2.82%	0.88%	2.40%	1.78%	4.10%	0.82%	1.29%	2.94%					
19	. Малышкин Олег Александрович	154	12	25	24	17	17	0	5	4	5	1	7	9	9	8	4	7					
		2.30%	1.60%	3.60%	2.97%	2.12%	2.20%	0.00%	2.94%	4.60%	1.57%	0.44%	5.60%	2.67%	3.07%	2.17%	1.72%	1.21%					
20	. Миронов Сергей Михайлович	51	7	6	4	12	3	0	1	0	2	2	2	3	0	4	0	5					
		0.76%	0.93%	0.86%	0.50%	1.49%	0.39%	0.00%	0.59%	0.00%	0.63%	0.88%	1.60%	0.89%	0.00%	1.09%	0.00%	0.86%					
21	. Путин Владимир Владимирович	5053	567	502	580	569	551	107	126	59	240	195	93	276	226	300	189	473					
		75.41%	75.60%	72.33%	71.78%	70.86%	71.19%	79.26%	74.12%	67.82%	75.24%	85.90%	74.40%	81.90%	77.13%	81.52%	81.47%	81.69%					
22	. Хакамада Ирина Муцуовна	131	16	17	21	22	19	2	3	1	2	0	5	8	3	2	4	6					
		1.95%	2.13%	2.45%	2.60%	2.74%	2.45%	1.48%	1.76%	1.15%	0.63%	0.00%	4.00%	2.37%	1.02%	0.54%	1.72%	1.04%					
23	. Харитонов Николай Михайлович	926	97	98	121	127	134	21	34	22	52	23	12	31	36	38	26	54					
		13.82%	12.93%	14.12%	14.98%	15.82%	17.31%	15.56%	20.00%	25.29%	16.30%	10.13%	9.60%	9.20%	12.29%	10.33%	11.21%	9.33%					
																							
24	Против всех	163	19	25	28	23	24	1	0	0	9	4	3	2	6	5	5	9					
		2.43%	2.53%	3.60%	3.47%	2.86%	3.10%	0.74%	0.00%	0.00%	2.82%	1.76%	2.40%	0.59%	2.05%	1.36%	2.16%	1.55%					
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
