Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																					
Дата голосования: 02.12.2007																																					
																																					
Наименование Избирательной комиссии:    Макарьевская																																					
																																					
Сводная таблица результатов выборов																																					
																																					
		Сумма	УИК №347	УИК №348	УИК №349	УИК №350	УИК №351	УИК №352	УИК №353	УИК №354	УИК №355	УИК №356	УИК №357	УИК №358	УИК №359	УИК №360	УИК №361	УИК №362	УИК №363	УИК №364	УИК №365	УИК №366	УИК №367	УИК №368	УИК №369	УИК №370	УИК №371	УИК №372	УИК №373	УИК №374	УИК №375	УИК №376					
1	"Число избирателей, внесенных в списки избирателей"	14977	256	146	1056	1103	1160	1102	724	219	1098	171	264	276	345	139	309	154	201	195	404	196	293	332	134	1301	996	347	829	378	428	421					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	13693	252	134	953	1010	1037	986	652	197	984	164	241	249	320	120	283	144	183	177	378	178	271	312	119	1193	917	308	767	355	415	394					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	7684	162	73	526	523	504	539	345	123	568	103	131	141	218	58	148	81	109	102	218	123	177	191	64	643	528	203	443	177	239	224					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1547	31	16	38	52	49	57	34	21	56	6	57	55	40	43	64	31	47	26	96	29	34	57	39	116	66	74	86	92	93	42					
6	Число погашенных избирательных бюллетеней	4462	59	45	389	435	484	390	273	53	360	55	53	53	62	19	71	32	27	49	64	26	60	64	16	434	323	31	238	86	83	128					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1547	31	16	38	52	49	57	34	21	56	6	57	55	40	43	64	31	47	26	96	29	34	57	39	116	66	74	86	92	93	42					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	7683	162	73	526	523	504	539	345	123	568	103	131	141	218	58	148	81	109	102	218	123	177	190	64	643	528	203	443	177	239	224					
9	Число недействительных избирательных бюллетеней	66	4	2	4	9	4	2	4	3	3	2	4	1	3	1	0	0	0	0	6	0	1	3	0	3	3	0	1	1	1	1					
10	Число действительных избирательных бюллетеней	9164	189	87	560	566	549	594	375	141	621	107	184	195	255	100	212	112	156	128	308	152	210	244	103	756	591	277	528	268	331	265					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	167	5	2	10	11	10	10	8	5	10	3	5	5	3	2	5	2	2	2	11	2	5	2	2	5	5	7	5	11	7	5					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	91	0	0	4	6	2	7	1	0	4	1	1	1	3	0	4	2	0	1	11	2	5	2	0	4	3	7	2	9	7	2					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	56	0	0	3	4	4	3	3	1	8	0	2	1	4	1	1	1	2	0	2	1	0	0	1	5	3	0	1	2	2	1					
14	Число погашенных неиспользованных открепительных удостоверений	76	5	2	6	5	8	3	7	5	6	2	4	4	0	2	1	0	2	1	0	0	0	0	2	1	2	0	3	2	0	3					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																					
18	1.Политическая партия «Аграрная партия России»	402	8	7	19	21	24	24	12	1	21	0	22	14	18	1	19	2	28	2	5	8	12	17	9	22	10	19	20	10	20	7					
		4.36%	4.15%	7.87%	3.37%	3.65%	4.34%	4.03%	3.17%	0.69%	3.37%	0.00%	11.70%	7.14%	6.98%	0.99%	8.96%	1.79%	17.95%	1.56%	1.59%	5.26%	5.69%	6.88%	8.74%	2.90%	1.68%	6.86%	3.78%	3.72%	6.02%	2.63%					
19	2.Всероссийская политическая партия «Гражданская Сила»	39	0	0	7	4	3	6	5	1	2	0	1	0	2	1	1	0	0	0	1	0	1	0	0	1	1	0	0	0	2	0					
		0.42%	0.00%	0.00%	1.24%	0.70%	0.54%	1.01%	1.32%	0.69%	0.32%	0.00%	0.53%	0.00%	0.78%	0.99%	0.47%	0.00%	0.00%	0.00%	0.32%	0.00%	0.47%	0.00%	0.00%	0.13%	0.17%	0.00%	0.00%	0.00%	0.60%	0.00%					
20	3.Политическая партия «Демократическая партия России»	6	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0					
		0.07%	0.00%	0.00%	0.00%	0.35%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.51%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.13%	0.17%	0.00%	0.19%	0.00%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	1159	38	14	70	65	64	81	51	13	120	11	28	33	19	5	19	14	12	13	27	7	5	21	10	125	140	39	42	23	19	31					
		12.56%	19.69%	15.73%	12.41%	11.30%	11.57%	13.59%	13.46%	9.03%	19.23%	10.09%	14.89%	16.84%	7.36%	4.95%	8.96%	12.50%	7.69%	10.16%	8.60%	4.61%	2.37%	8.50%	9.71%	16.47%	23.57%	14.08%	7.94%	8.55%	5.72%	11.65%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	45	0	0	1	4	0	7	7	0	3	0	3	2	0	0	0	0	0	0	2	4	1	8	0	0	1	0	1	0	1	0					
		0.49%	0.00%	0.00%	0.18%	0.70%	0.00%	1.17%	1.85%	0.00%	0.48%	0.00%	1.60%	1.02%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.64%	2.63%	0.47%	3.24%	0.00%	0.00%	0.17%	0.00%	0.19%	0.00%	0.30%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	26	2	0	1	0	1	4	3	0	2	0	0	0	1	0	3	0	0	0	0	0	0	0	0	3	1	0	0	1	2	2					
		0.28%	1.04%	0.00%	0.18%	0.00%	0.18%	0.67%	0.79%	0.00%	0.32%	0.00%	0.00%	0.00%	0.39%	0.00%	1.42%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.40%	0.17%	0.00%	0.00%	0.37%	0.60%	0.75%					
24	7.Политическая партия «Либерально-демократическая партия России»	733	10	9	40	56	44	57	27	9	52	9	8	14	19	5	16	15	10	17	28	16	10	18	4	55	42	16	49	32	21	25					
		7.94%	5.18%	10.11%	7.09%	9.74%	7.96%	9.56%	7.12%	6.25%	8.33%	8.26%	4.26%	7.14%	7.36%	4.95%	7.55%	13.39%	6.41%	13.28%	8.92%	10.53%	4.74%	7.29%	3.88%	7.25%	7.07%	5.78%	9.26%	11.90%	6.33%	9.40%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	1474	14	9	90	103	76	107	84	10	95	19	46	29	80	15	41	15	24	20	16	26	41	64	27	104	61	26	89	36	68	39					
		15.97%	7.25%	10.11%	15.96%	17.91%	13.74%	17.95%	22.16%	6.94%	15.22%	17.43%	24.47%	14.80%	31.01%	14.85%	19.34%	13.39%	15.38%	15.63%	5.10%	17.11%	19.43%	25.91%	26.21%	13.70%	10.27%	9.39%	16.82%	13.38%	20.48%	14.66%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	55	3	0	2	1	4	1	3	3	3	0	1	0	0	0	2	1	3	0	2	0	3	0	0	3	8	4	1	2	4	1					
		0.60%	1.55%	0.00%	0.35%	0.17%	0.72%	0.17%	0.79%	2.08%	0.48%	0.00%	0.53%	0.00%	0.00%	0.00%	0.94%	0.89%	1.92%	0.00%	0.64%	0.00%	1.42%	0.00%	0.00%	0.40%	1.35%	1.44%	0.19%	0.74%	1.20%	0.38%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	5173	113	48	318	307	330	303	181	100	320	67	75	102	115	73	110	64	79	73	226	90	137	115	53	438	326	173	325	160	192	160					
		56.05%	58.55%	53.93%	56.38%	53.39%	59.67%	50.84%	47.76%	69.44%	51.28%	61.47%	39.89%	52.04%	44.57%	72.28%	51.89%	57.14%	50.64%	57.03%	71.97%	59.21%	64.93%	46.56%	51.46%	57.71%	54.88%	62.45%	61.44%	59.48%	57.83%	60.15%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	52	1	0	12	3	3	4	2	4	3	1	0	0	1	0	1	1	0	3	1	1	0	1	0	4	0	0	0	4	2	0					
		0.56%	0.52%	0.00%	2.13%	0.52%	0.54%	0.67%	0.53%	2.78%	0.48%	0.92%	0.00%	0.00%	0.39%	0.00%	0.47%	0.89%	0.00%	2.34%	0.32%	0.66%	0.00%	0.40%	0.00%	0.53%	0.00%	0.00%	0.00%	1.49%	0.60%	0.00%					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
