Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																											
Дата голосования: 02.12.2007																																																											
																																																											
Наименование Избирательной комиссии:    Чародинская																																																											
																																																											
Сводная таблица результатов выборов																																																											
																																																											
		Сумма	УИК №1741	УИК №1742	УИК №1743	УИК №1744	УИК №1745	УИК №1746	УИК №1747	УИК №1748	УИК №1749	УИК №1750	УИК №1751	УИК №1752	УИК №1753	УИК №1754	УИК №1755	УИК №1756	УИК №1757	УИК №1758	УИК №1759	УИК №1760	УИК №1761	УИК №1762	УИК №1763	УИК №1764	УИК №1765	УИК №1766	УИК №1767	УИК №1768	УИК №1769	УИК №1770	УИК №1771	УИК №1772	УИК №1773	УИК №1774	УИК №1775	УИК №1776	УИК №1777	УИК №1778	УИК №1779	УИК №1780	УИК №1781	УИК №1782	УИК №1783	УИК №1784	УИК №1785	УИК №1786	УИК №1787	УИК №1788	УИК №1789	УИК №1790	УИК №1791	УИК №1792					
1	"Число избирателей, внесенных в списки избирателей"	6929	137	62	111	132	72	158	278	95	117	69	96	59	61	41	108	70	57	242	354	104	166	57	73	114	311	126	83	21	186	88	58	17	24	67	30	40	29	135	75	142	1334	39	22	36	208	108	392	181	131	94	79	40					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	6861	131	61	111	132	68	158	300	92	110	60	93	58	62	38	108	80	57	242	350	104	165	57	70	112	311	126	83	22	183	85	56	17	24	67	30	40	29	134	75	142	1293	39	22	32	208	108	392	181	131	93	79	40					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	5745	97	61	109	132	64	123	278	85	108	59	93	51	51	38	105	44	46	242	334	83	165	57	58	100	311	106	59	21	126	54	44	14	21	65	27	40	29	101	69	140	730	27	22	32	196	102	388	122	131	86	59	40					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	133	9	0	0	0	3	4	0	7	0	0	0	7	0	0	0	26	5	0	16	0	0	0	4	2	0	0	23	0	8	8	3	0	0	0	3	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0					
6	Число погашенных избирательных бюллетеней	983	25	0	2	0	1	31	22	0	2	1	0	0	11	0	3	10	6	0	0	21	0	0	8	10	0	20	1	1	49	23	9	3	3	2	0	0	0	33	6	2	563	12	0	0	7	6	4	59	0	7	20	0					
7	Число избирательных бюллетеней в переносных ящиках для голосования	133	9	0	0	0	3	4	0	7	0	0	0	7	0	0	0	26	5	0	16	0	0	0	4	2	0	0	23	0	8	8	3	0	0	0	3	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	5743	97	61	109	132	64	123	278	85	108	59	93	51	51	38	105	44	46	242	334	83	165	57	58	100	311	106	59	21	126	54	44	14	21	65	27	40	29	101	69	138	730	27	22	32	196	102	388	122	131	86	59	40					
9	Число недействительных избирательных бюллетеней	166	1	0	0	3	1	0	12	0	1	2	8	0	1	0	3	0	0	17	7	10	9	1	2	2	0	0	0	0	12	2	0	0	0	1	0	0	0	4	2	0	30	0	0	0	2	0	15	13	0	0	0	5					
10	Число действительных избирательных бюллетеней	5710	105	61	109	129	66	127	266	92	107	57	85	58	50	38	102	70	51	225	343	73	156	56	60	100	311	106	82	21	122	60	47	14	21	64	30	40	29	97	67	138	700	27	22	32	199	102	373	109	131	86	59	35					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	130	2	2	2	2	2	2	5	2	2	2	2	2	2	2	2	2	2	4	5	2	3	2	2	2	4	2	2	1	3	2	2	1	1	2	1	1	1	3	2	3	16	1	1	1	4	3	5	3	3	2	2	1					
