Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																							
Дата голосования: 18.09.2016																																																							
																																																							
Наименование Избирательной комиссии:    Новоуральская городская																																																							
																																																							
Сводная таблица итогов голосования по федеральному избирательному округу																																																							
																																																							
		Сумма	УИК №2291	УИК №2292	УИК №2293	УИК №2294	УИК №2295	УИК №2296	УИК №2297	УИК №2298	УИК №2299	УИК №2300	УИК №2301	УИК №2302	УИК №2303	УИК №2304	УИК №2305	УИК №2306	УИК №2307	УИК №2308	УИК №2309	УИК №2310	УИК №2311	УИК №2312	УИК №2313	УИК №2314	УИК №2315	УИК №2316	УИК №2317	УИК №2318	УИК №2319	УИК №2320	УИК №2321	УИК №2322	УИК №2323	УИК №2324	УИК №2325	УИК №2326	УИК №2327	УИК №2328	УИК №2329	УИК №2330	УИК №2331	УИК №2332	УИК №2333	УИК №2614									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	76863	2285	1757	1924	2477	696	2436	2521	1218	1485	2368	1654	349	1313	1489	1782	1722	1539	2089	1260	1617	991	2280	2671	2568	2444	981	1364	1648	1066	1701	1212	2522	2560	2088	2756	2647	2900	248	1308	219	989	1054	2422	2243									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	69000	2100	1600	1800	2300	600	2200	2300	1200	1300	2100	1400	600	1100	1300	1600	1500	1300	1900	1100	1400	900	2000	2400	2300	2200	900	1200	1400	900	1500	1100	2300	2300	1900	2500	2400	2600	200	1100	200	800	900	2200	2100									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	32625	940	717	785	1071	303	1037	1055	581	648	880	669	113	600	640	711	674	565	809	602	653	450	1044	1235	1159	1065	371	625	742	544	702	484	1000	1138	923	1298	1185	1279	74	511	68	305	482	1014	874									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	901	18	10	10	18	8	9	23	2	18	27	12	164	47	36	36	12	9	21	9	4	11	22	28	0	24	20	15	17	7	12	14	44	46	7	15	10	9	14	24	12	23	5	10	19									
6	Число погашенных избирательных бюллетеней	35474	1142	873	1005	1211	289	1154	1222	617	634	1193	719	323	453	624	853	814	726	1070	489	743	439	934	1137	1141	1111	509	560	641	349	786	602	1256	1116	970	1187	1205	1312	112	565	120	472	413	1176	1207									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	901	18	10	10	18	8	9	23	2	18	27	12	164	47	36	36	12	9	21	9	4	11	22	28	0	24	20	15	17	7	12	14	44	46	7	15	10	9	14	24	12	23	5	10	19									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	32617	940	717	785	1071	303	1037	1055	581	648	880	669	113	600	640	710	674	565	808	602	653	450	1043	1233	1159	1065	371	625	742	544	699	484	1000	1138	923	1298	1185	1279	74	511	68	305	482	1014	874									
9	Число недействительных избирательных бюллетеней	881	23	17	19	20	9	37	23	25	20	20	11	7	18	14	12	22	23	39	21	14	7	35	19	31	40	17	22	23	18	15	15	34	30	18	32	30	22	6	19	2	11	5	15	21									
10	Число действительных избирательных бюллетеней	32637	935	710	776	1069	302	1009	1055	558	646	887	670	270	629	662	734	664	551	790	590	643	454	1030	1242	1128	1049	374	618	736	533	696	483	1010	1154	912	1281	1165	1266	82	516	78	317	482	1009	872									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	2911	51	70	70	70	50	70	70	70	70	70	70	0	70	70	70	70	70	70	70	70	70	70	70	70	70	70	70	70	70	70	70	70	70	70	70	70	70	50	50	50	50	70	80	80									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	560	13	12	15	20	4	13	11	22	9	16	13	0	15	13	14	20	7	19	7	13	12	18	12	22	17	12	12	11	6	8	7	16	15	20	33	15	16	0	13	0	5	4	14	16									
