Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																				
Дата голосования: 04.12.2011																																				
																																				
Наименование Избирательной комиссии:    Веневская																																				
																																				
Сводная таблица результатов выборов																																				
																																				
		Сумма	УИК №157	УИК №158	УИК №159	УИК №160	УИК №161	УИК №162	УИК №163	УИК №164	УИК №165	УИК №166	УИК №167	УИК №168	УИК №169	УИК №170	УИК №171	УИК №172	УИК №173	УИК №174	УИК №175	УИК №176	УИК №177	УИК №178	УИК №179	УИК №180	УИК №181	УИК №182	УИК №183	УИК №184	УИК №185					
1	"Число избирателей, внесенных в список избирателей"	26821	2465	2497	2374	2368	2347	28	2372	2562	103	678	309	1050	384	192	280	278	173	456	279	1656	514	295	250	632	303	483	478	495	520					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	27300	2500	2550	2450	2400	2300	100	2400	2600	150	650	350	1100	400	200	300	250	200	450	300	1650	550	300	250	650	300	500	450	500	500					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	15345	1106	1230	1428	1477	1563	26	1523	1636	103	527	190	633	271	129	131	197	127	218	134	644	273	156	157	297	115	182	227	290	355					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	2366	51	71	32	90	62	0	112	106	0	106	56	144	73	29	102	23	29	87	54	186	86	41	36	214	118	150	95	125	88					
6	Число погашенных избирательных бюллетеней	9589	1343	1249	990	833	675	74	765	858	47	17	104	323	56	42	67	30	44	145	112	820	191	103	57	139	67	168	128	85	57					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2366	51	71	32	90	62	0	112	106	0	106	56	144	73	29	102	23	29	87	54	186	86	41	36	214	118	150	95	125	88					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	15343	1105	1229	1428	1477	1563	26	1523	1636	103	527	190	633	271	129	131	197	127	218	134	644	273	156	157	297	115	182	227	290	355					
9	Число недействительных избирательных бюллетеней	226	23	23	43	23	13	0	17	19	0	4	5	11	1	1	0	1	0	1	1	10	8	3	2	2	1	5	1	3	5					
10	Число действительных избирательных бюллетеней	17483	1133	1277	1417	1544	1612	26	1618	1723	103	629	241	766	343	157	233	219	156	304	187	820	351	194	191	509	232	327	321	412	438					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	770	55	55	50	50	50	0	35	65	0	30	25	40	30	20	10	5	5	10	15	25	10	20	25	25	10	25	20	30	30					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	584	52	55	47	39	47	0	31	51	0	10	25	24	30	2	10	5	5	10	6	25	10	20	1	4	3	21	20	18	13					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	334	34	14	14	23	42	15	6	8	40	5	3	19	7	6	15	8	4	4	5	17	3	4	3	5	6	4	4	4	12					
14	Число погашенных неиспользованных открепительных удостоверений	186	3	0	3	11	3	0	4	14	0	20	0	16	0	18	0	0	0	0	9	0	0	0	24	21	7	4	0	12	17					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	60	8	12	10	13	8	0	0	3	0	0	0	1	1	1	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																				
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1670	170	165	160	154	140	2	132	135	16	37	19	84	30	14	9	11	7	38	16	70	69	28	20	28	16	21	25	19	35					
		9.43%	14.71%	12.69%	10.96%	9.83%	8.62%	7.69%	8.07%	7.75%	15.53%	5.85%	7.72%	10.81%	8.72%	8.86%	3.86%	5.00%	4.49%	12.46%	8.51%	8.43%	19.22%	14.21%	10.36%	5.48%	6.87%	6.33%	7.76%	4.58%	7.90%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	1758	159	131	142	185	151	2	158	146	6	31	35	60	27	21	19	18	6	20	20	117	38	31	28	51	30	37	28	30	31					
		9.93%	13.75%	10.08%	9.73%	11.81%	9.29%	7.69%	9.66%	8.38%	5.83%	4.90%	14.23%	7.72%	7.85%	13.29%	8.15%	8.18%	3.85%	6.56%	10.64%	14.10%	10.58%	15.74%	14.51%	9.98%	12.88%	11.14%	8.70%	7.23%	6.99%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	150	18	13	19	13	3	0	9	18	3	5	0	9	3	2	1	3	2	3	0	7	3	1	2	6	0	0	0	4	3					
		0.85%	1.56%	1.00%	1.30%	0.83%	0.18%	0.00%	0.55%	1.03%	2.91%	0.79%	0.00%	1.16%	0.87%	1.27%	0.43%	1.36%	1.28%	0.98%	0.00%	0.84%	0.84%	0.51%	1.04%	1.17%	0.00%	0.00%	0.00%	0.96%	0.68%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	2930	306	225	228	284	322	9	209	304	51	69	31	120	26	17	35	24	26	43	43	152	45	39	15	96	28	52	49	48	34					
		16.55%	26.47%	17.31%	15.62%	18.12%	19.82%	34.62%	12.78%	17.45%	49.51%	10.90%	12.60%	15.44%	7.56%	10.76%	15.02%	10.91%	16.67%	14.10%	22.87%	18.31%	12.53%	19.80%	7.77%	18.79%	12.02%	15.66%	15.22%	11.57%	7.67%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	390	47	50	44	48	59	0	16	26	4	9	1	14	2	2	1	1	0	4	1	11	8	6	4	8	7	5	6	2	4					
		2.20%	4.07%	3.85%	3.01%	3.06%	3.63%	0.00%	0.98%	1.49%	3.88%	1.42%	0.41%	1.80%	0.58%	1.27%	0.43%	0.45%	0.00%	1.31%	0.53%	1.33%	2.23%	3.05%	2.07%	1.57%	3.00%	1.51%	1.86%	0.48%	0.90%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	10515	428	690	819	848	929	13	1086	1091	23	476	155	474	255	101	168	160	115	195	107	461	187	89	118	316	151	211	212	307	330					
		59.38%	37.02%	53.08%	56.10%	54.12%	57.17%	50.00%	66.42%	62.63%	22.33%	75.20%	63.01%	61.00%	74.13%	63.92%	72.10%	72.73%	73.72%	63.93%	56.91%	55.54%	52.09%	45.18%	61.14%	61.84%	64.81%	63.55%	65.84%	73.98%	74.49%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	70	5	3	5	12	8	0	8	3	0	2	0	5	0	0	0	2	0	1	0	2	1	0	4	4	0	1	1	2	1					
		0.40%	0.43%	0.23%	0.34%	0.77%	0.49%	0.00%	0.49%	0.17%	0.00%	0.32%	0.00%	0.64%	0.00%	0.00%	0.00%	0.91%	0.00%	0.33%	0.00%	0.24%	0.28%	0.00%	2.07%	0.78%	0.00%	0.30%	0.31%	0.48%	0.23%					
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
