Выборы Президента Российской Федерации																																	
																																	
"Наименование Избирательной комиссии:    Ростов-на-Дону, Ленинская"																																	
																																	
Итоги голосования 																																	
																																	
		Сумма	УИК №1640	УИК №1641	УИК №1642	УИК №1643	УИК №1644	УИК №1645	УИК №1646	УИК №1647	УИК №1648	УИК №1649	УИК №1650	УИК №1651	УИК №1652	УИК №1653	УИК №1654	УИК №1655	УИК №1656	УИК №1657	УИК №1658	УИК №1659	УИК №1660	УИК №1661	УИК №1662	УИК №1663	УИК №1664	УИК №1665					
1	"Число избирателей, внесенных в список"	53959	1577	1962	1676	1877	2154	1687	2224	1950	1938	1720	1748	2425	2233	2483	2139	2647	2436	2255	2592	2228	2114	2454	2205	2313	2674	248					
2	Число полученных избирательных бюллетеней	50115	1600	1800	1600	1500	1900	1600	2000	1900	1900	1500	1700	2400	2100	2300	1900	2500	2300	2100	2400	2100	1900	2200	2100	2200	2400	215					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	35856	1225	1426	996	1058	1138	1064	1816	1215	1351	1084	1106	1779	1785	1796	1414	1978	1561	1756	1552	1504	1334	1814	1381	1217	1394	112					
5	"Число избирательных бюллетеней, выданных вне помещения"	6027	155	233	246	233	448	148	65	337	243	296	323	108	52	176	301	383	276	195	414	258	311	223	230	106	167	100					
6	Число погашенных избирательных бюллетеней	8232	220	141	358	209	314	388	119	348	306	120	271	513	263	328	185	139	463	149	434	338	255	163	489	877	839	3					
7	Число избирательных бюллетеней в переносных ящиках	6022	155	233	246	233	448	148	65	337	243	296	323	108	52	176	301	383	276	195	409	258	311	223	230	106	167	100					
8	Число бюллетеней в стационарных ящиках для голосования	35835	1225	1414	996	1058	1138	1062	1816	1212	1351	1084	1105	1779	1785	1796	1414	1978	1561	1756	1552	1504	1334	1814	1381	1217	1391	112					
9	Число недействительных избирательных бюллетеней	220	1	5	1	7	24	5	15	12	3	6	4	9	7	7	9	7	5	40	0	16	10	3	9	9	5	1					
10	Число действительных избирательных бюллетеней	41637	1379	1642	1241	1284	1562	1205	1866	1537	1591	1374	1424	1878	1830	1965	1706	2354	1832	1911	1961	1746	1635	2034	1602	1314	1553	211					
