Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																							
Дата голосования: 04.12.2011																																																							
																																																							
Наименование Избирательной комиссии:    Саракташская																																																							
																																																							
Сводная таблица результатов выборов																																																							
																																																							
		Сумма	УИК №176	УИК №1439	УИК №1440	УИК №1441	УИК №1442	УИК №1443	УИК №1444	УИК №1445	УИК №1446	УИК №1447	УИК №1448	УИК №1449	УИК №1450	УИК №1451	УИК №1452	УИК №1453	УИК №1454	УИК №1455	УИК №1456	УИК №1457	УИК №1458	УИК №1459	УИК №1460	УИК №1461	УИК №1462	УИК №1463	УИК №1464	УИК №1465	УИК №1466	УИК №1467	УИК №1468	УИК №1469	УИК №1470	УИК №1471	УИК №1472	УИК №1473	УИК №1474	УИК №1475	УИК №1476	УИК №1477	УИК №1478	УИК №1479	УИК №1480	УИК №1481	УИК №1482	УИК №1483	УИК №1484	УИК №1830					
1	"Число избирателей, внесенных в список избирателей"	33966	610	1854	2734	2445	2500	1909	1284	457	305	201	236	575	476	440	268	525	501	499	300	735	1888	644	530	137	157	304	158	341	549	231	352	198	805	186	428	271	748	512	1033	309	212	244	116	1033	433	405	361	2527					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	34110	610	1790	2750	2460	2520	1910	1300	450	310	200	238	565	480	450	260	530	500	505	300	740	1910	655	540	137	158	300	155	340	555	235	360	203	815	182	440	270	750	520	1050	306	214	237	118	1050	425	410	367	2540					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	16393	211	824	1182	885	1087	773	659	270	198	134	142	324	301	254	146	246	234	298	195	337	920	346	288	77	73	163	91	268	288	137	195	125	401	116	198	179	382	220	462	163	102	124	59	582	248	221	183	1082					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1677	54	116	55	80	36	43	64	37	17	0	11	25	24	15	17	25	51	0	20	37	95	63	22	10	36	16	12	0	16	19	29	11	67	16	33	0	17	57	117	16	19	34	15	93	40	27	27	43					
6	Число погашенных избирательных бюллетеней	16040	345	850	1513	1495	1397	1094	577	143	95	66	85	216	155	181	97	259	215	207	85	366	895	246	230	50	49	121	52	72	251	79	136	67	347	50	209	91	351	243	471	127	93	79	44	375	137	162	157	1415					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1677	54	116	55	80	36	43	64	37	17	0	11	25	24	15	17	25	51	0	20	37	95	63	22	10	36	16	12	0	16	19	29	11	67	16	33	0	17	57	117	16	19	34	15	93	40	27	27	43					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	16385	211	824	1178	882	1086	773	659	270	198	134	142	324	301	254	146	246	234	298	195	337	920	346	288	77	73	163	91	268	288	137	195	125	401	116	198	179	382	220	462	163	102	124	59	582	248	221	183	1082					
9	Число недействительных избирательных бюллетеней	238	4	10	18	17	8	11	15	2	3	0	1	8	9	2	1	9	5	0	2	1	11	5	3	1	0	2	0	4	4	0	0	3	9	5	4	0	12	5	6	3	1	0	0	13	3	0	1	17					
10	Число действительных избирательных бюллетеней	17824	261	930	1215	945	1114	805	708	305	212	134	152	341	316	267	162	262	280	298	213	373	1004	404	307	86	109	177	103	264	300	156	224	133	459	127	227	179	387	272	573	176	120	158	74	662	285	248	209	1108					
