Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																						
Дата голосования: 02.12.2007																																																						
																																																						
Наименование Избирательной комиссии:    Саракташская																																																						
																																																						
Сводная таблица результатов выборов																																																						
																																																						
		Сумма	УИК №1439	УИК №1440	УИК №1441	УИК №1442	УИК №1443	УИК №1444	УИК №1445	УИК №1446	УИК №1447	УИК №1448	УИК №1449	УИК №1450	УИК №1451	УИК №1452	УИК №1453	УИК №1454	УИК №1455	УИК №1456	УИК №1457	УИК №1458	УИК №1459	УИК №1460	УИК №1461	УИК №1462	УИК №1463	УИК №1464	УИК №1465	УИК №1466	УИК №1467	УИК №1468	УИК №1469	УИК №1470	УИК №1471	УИК №1472	УИК №1473	УИК №1474	УИК №1475	УИК №1476	УИК №1477	УИК №1478	УИК №1479	УИК №1480	УИК №1481	УИК №1482	УИК №1483	УИК №1484	УИК №1830					
1	"Число избирателей, внесенных в списки избирателей"	33626	1811	2776	2492	2718	2418	1242	401	288	200	216	554	459	457	247	510	468	507	298	694	1741	636	543	140	142	195	142	340	555	221	348	203	834	200	442	279	732	484	996	301	210	241	118	1039	439	409	367	2573					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	32450	1700	2700	2300	2700	2300	1200	400	280	200	210	520	430	450	240	500	470	500	280	680	1700	630	530	130	140	300	140	320	550	220	330	190	800	190	430	270	700	490	970	280	200	220	100	1000	400	400	360	2400					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	17392	971	1085	914	1281	897	726	243	214	140	144	364	327	278	158	307	230	288	195	412	976	362	308	80	86	179	85	243	372	187	206	121	404	133	205	172	418	220	525	185	118	133	56	676	253	237	230	1048					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1371	139	56	40	49	49	68	43	17	0	7	14	19	4	5	14	37	21	17	48	70	52	16	13	21	16	12	0	12	2	28	16	45	13	17	0	11	59	118	22	20	11	13	53	14	13	9	48					
6	Число погашенных избирательных бюллетеней	13682	590	1559	1346	1370	1354	401	114	49	60	59	142	84	168	77	179	203	191	68	220	654	216	206	37	33	105	43	77	166	31	96	53	351	44	208	98	271	211	327	73	62	76	31	271	133	150	121	1304					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1371	139	56	40	49	49	68	43	17	0	7	14	19	4	5	14	37	21	17	48	70	52	16	13	21	16	12	0	12	2	28	16	45	13	17	0	11	59	118	22	20	11	13	53	14	13	9	48					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	17390	971	1085	914	1279	897	726	243	214	140	144	364	327	278	158	307	230	288	195	412	976	362	308	80	86	179	85	243	372	187	206	121	404	133	205	172	418	220	525	185	118	133	56	676	253	237	230	1048					
9	Число недействительных избирательных бюллетеней	167	6	11	7	7	11	16	0	3	1	0	4	3	0	3	2	3	4	0	2	8	3	5	0	0	2	3	2	1	0	0	2	5	0	5	0	8	5	6	2	3	3	1	9	2	2	0	7					
10	Число действительных избирательных бюллетеней	18594	1104	1130	947	1321	935	778	286	228	139	151	374	343	282	160	319	264	305	212	458	1038	411	319	93	107	193	94	241	383	189	234	135	444	146	217	172	421	274	637	205	135	141	68	720	265	248	239	1089					
