Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																						
Дата голосования: 04.12.2011																																																						
																																																						
"Наименование Избирательной комиссии:    Воронеж, Ленинская"																																																						
																																																						
Сводная таблица результатов выборов																																																						
																																																						
		Сумма	УИК №1201	УИК №1202	УИК №1203	УИК №1204	УИК №1205	УИК №1206	УИК №1207	УИК №1208	УИК №1209	УИК №1210	УИК №1211	УИК №1212	УИК №1213	УИК №1214	УИК №1215	УИК №1216	УИК №1217	УИК №1218	УИК №1219	УИК №1220	УИК №1221	УИК №1222	УИК №1223	УИК №1224	УИК №1225	УИК №1226	УИК №1227	УИК №1228	УИК №1229	УИК №1230	УИК №1231	УИК №1232	УИК №1233	УИК №1234	УИК №1235	УИК №1236	УИК №1237	УИК №1238	УИК №1239	УИК №1240	УИК №1241	УИК №1242	УИК №1243	УИК №1244	УИК №1245	УИК №1246	УИК №1247					
1	"Число избирателей, внесенных в список избирателей"	97176	2519	2328	2221	2534	2698	1710	3036	1878	1925	2384	2140	1820	2172	1911	2552	1931	2676	2594	2908	295	1912	2159	2353	2163	1814	2106	2139	1720	1505	1581	1580	1980	1896	1791	1469	1253	1434	2861	2665	2655	2301	1589	1325	2400	2492	1658	2143					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	94000	2200	2100	2200	2500	2600	1600	3000	2100	1900	2600	2100	1800	2100	1900	2500	1800	2500	2500	2800	300	1800	2100	2200	2100	1800	2100	2100	1600	1400	1500	1400	1900	1800	1600	1400	1200	1300	2800	2600	2600	2300	1700	1300	2200	2400	1600	2100					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	48624	1266	1239	1287	1408	1536	1026	1443	937	915	1151	799	719	1034	789	1594	987	1307	1459	1498	283	812	872	1172	911	809	1015	1061	965	652	972	859	1122	928	1041	686	601	680	1275	1304	1366	1126	747	562	1140	1265	895	1109					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1976	53	72	25	26	29	7	17	34	49	78	56	27	27	20	93	41	51	35	72	0	74	40	38	152	39	87	36	12	26	42	33	27	44	29	34	41	18	42	17	27	17	21	28	182	20	9	29					
6	Число погашенных избирательных бюллетеней	43400	881	789	888	1066	1035	567	1540	1129	936	1371	1245	1054	1039	1091	813	772	1142	1006	1230	17	914	1188	990	1037	952	998	1003	623	722	486	508	751	828	530	680	558	602	1483	1279	1207	1157	932	710	878	1115	696	962					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1976	53	72	25	26	29	7	17	34	49	78	56	27	27	20	93	41	51	35	72	0	74	40	38	152	39	87	36	12	26	42	33	27	44	29	34	41	18	42	17	27	17	21	28	182	20	9	29					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	48594	1266	1239	1283	1408	1533	1025	1443	937	915	1151	799	718	1032	789	1594	984	1307	1456	1498	283	810	866	1172	911	809	1015	1061	965	652	972	859	1121	926	1040	685	601	680	1275	1304	1366	1126	747	562	1140	1265	895	1109					
9	Число недействительных избирательных бюллетеней	640	14	6	24	17	25	14	14	19	12	8	17	13	15	11	6	19	18	17	23	4	14	9	11	9	9	14	9	25	9	19	13	15	11	17	9	10	6	17	18	14	13	10	6	13	14	15	15					
10	Число действительных избирательных бюллетеней	49930	1305	1305	1284	1417	1537	1018	1446	952	952	1221	838	732	1044	798	1681	1006	1340	1474	1547	279	870	897	1199	1054	839	1088	1088	952	669	995	879	1133	959	1052	710	632	692	1300	1303	1379	1130	758	584	1309	1271	889	1123					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	1851	45	40	35	50	105	30	62	45	35	25	65	45	59	35	40	20	35	51	50	7	30	30	40	20	40	35	35	25	25	25	25	30	35	30	35	35	35	70	50	42	45	45	25	35	50	35	45					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	1646	44	39	33	50	94	24	60	37	29	22	64	41	55	27	32	19	34	49	50	7	24	22	33	20	39	31	29	23	25	25	23	29	27	25	28	24	33	52	46	37	40	36	20	35	42	30	38					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	2154	121	66	20	26	71	59	88	38	30	50	38	23	26	39	34	81	106	90	71	38	35	44	70	24	16	9	17	42	25	75	101	59	21	144	16	23	37	31	32	21	20	26	17	37	33	49	15					
14	Число погашенных неиспользованных открепительных удостоверений	205	1	1	2	0	11	6	2	8	6	3	1	4	4	8	8	1	1	2	0	0	6	8	7	0	1	4	6	2	0	0	2	1	8	5	7	11	2	18	4	5	5	9	5	0	8	5	7					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	22	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	2	0	0	1	0	4	0	0	0	2	0	2	0	1	0	0	0	1	1	0	3	1	0	0	0	0	0	0	1	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																						
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	8489	200	191	162	223	236	124	215	206	166	176	143	132	175	149	219	195	241	248	287	42	184	153	215	183	159	169	197	142	125	179	171	186	173	191	125	107	97	225	218	262	197	138	103	238	230	170	222					
		16.79%	15.16%	14.57%	12.39%	15.55%	15.11%	12.02%	14.73%	21.22%	17.22%	14.32%	16.73%	17.72%	16.53%	18.42%	12.98%	19.02%	17.75%	16.63%	18.28%	14.84%	20.81%	16.89%	17.77%	17.22%	18.75%	15.34%	17.96%	14.53%	18.44%	17.65%	19.17%	16.20%	17.84%	17.87%	17.39%	16.67%	13.90%	17.08%	16.50%	18.81%	17.24%	17.97%	17.46%	18.00%	17.90%	18.81%	19.51%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	5971	198	223	189	179	286	167	183	110	111	154	105	80	112	118	273	101	163	138	217	17	100	116	130	101	112	163	118	175	74	79	91	109	96	91	79	66	58	122	131	130	113	70	76	122	132	88	105					
		11.81%	15.01%	17.01%	14.45%	12.48%	18.31%	16.18%	12.53%	11.33%	11.51%	12.53%	12.28%	10.74%	10.58%	14.59%	16.18%	9.85%	12.00%	9.26%	13.82%	6.01%	11.31%	12.80%	10.74%	9.50%	13.21%	14.79%	10.76%	17.91%	10.91%	7.79%	10.20%	9.49%	9.90%	8.51%	10.99%	10.28%	8.31%	9.26%	9.92%	9.33%	9.89%	9.11%	12.88%	9.23%	10.27%	9.73%	9.23%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	670	12	20	29	15	18	22	23	18	10	10	10	12	10	7	16	14	15	24	24	3	13	18	28	11	6	10	11	14	9	5	8	9	11	16	15	10	10	14	31	20	13	12	10	15	14	14	11					
		1.32%	0.91%	1.53%	2.22%	1.05%	1.15%	2.13%	1.58%	1.85%	1.04%	0.81%	1.17%	1.61%	0.94%	0.87%	0.95%	1.37%	1.10%	1.61%	1.53%	1.06%	1.47%	1.99%	2.31%	1.03%	0.71%	0.91%	1.00%	1.43%	1.33%	0.49%	0.90%	0.78%	1.13%	1.50%	2.09%	1.56%	1.43%	1.06%	2.35%	1.44%	1.14%	1.56%	1.69%	1.13%	1.09%	1.55%	0.97%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	16525	327	359	483	490	439	329	524	324	342	415	291	286	419	260	307	299	431	555	447	58	272	310	374	350	265	291	387	328	217	366	304	403	317	355	234	232	233	463	448	480	373	305	195	469	493	306	370					
		32.68%	24.79%	27.38%	36.93%	34.17%	28.10%	31.88%	35.89%	33.37%	35.48%	33.77%	34.04%	38.39%	39.57%	32.14%	18.20%	29.17%	31.74%	37.22%	28.47%	20.49%	30.77%	34.22%	30.91%	32.93%	31.25%	26.41%	35.28%	33.57%	32.01%	36.09%	34.08%	35.10%	32.68%	33.21%	32.55%	36.14%	33.38%	35.16%	33.91%	34.46%	32.63%	39.71%	33.05%	35.48%	38.37%	33.85%	32.51%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	2645	54	46	43	60	60	43	74	44	31	44	43	29	26	24	43	42	63	80	60	9	30	36	63	46	51	65	68	39	36	78	53	100	103	93	55	49	76	83	107	90	76	37	38	66	51	43	95					
		5.23%	4.09%	3.51%	3.29%	4.18%	3.84%	4.17%	5.07%	4.53%	3.22%	3.58%	5.03%	3.89%	2.46%	2.97%	2.55%	4.10%	4.64%	5.37%	3.82%	3.18%	3.39%	3.97%	5.21%	4.33%	6.01%	5.90%	6.20%	3.99%	5.31%	7.69%	5.94%	8.71%	10.62%	8.70%	7.65%	7.63%	10.89%	6.30%	8.10%	6.46%	6.65%	4.82%	6.44%	4.99%	3.97%	4.76%	8.35%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	15271	506	453	369	439	477	322	415	246	288	404	239	188	295	234	816	347	418	424	503	148	265	256	378	359	238	378	298	243	206	281	250	316	250	299	198	165	216	384	359	388	349	195	161	392	342	260	314					
		30.20%	38.36%	34.55%	28.21%	30.61%	30.54%	31.20%	28.42%	25.33%	29.88%	32.87%	27.95%	25.23%	27.86%	28.92%	48.37%	33.85%	30.78%	28.44%	32.04%	52.30%	29.98%	28.26%	31.24%	33.77%	28.07%	34.30%	27.16%	24.87%	30.38%	27.71%	28.03%	27.53%	25.77%	27.97%	27.54%	25.70%	30.95%	29.16%	27.18%	27.85%	30.53%	25.39%	27.29%	29.65%	26.61%	28.76%	27.59%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	359	8	13	9	11	21	11	12	4	4	18	7	5	7	6	7	8	9	5	9	2	6	8	11	4	8	12	9	11	2	7	2	10	9	7	4	3	2	9	9	9	9	1	1	7	9	8	6					
		0.71%	0.61%	0.99%	0.69%	0.77%	1.34%	1.07%	0.82%	0.41%	0.41%	1.46%	0.82%	0.67%	0.66%	0.74%	0.41%	0.78%	0.66%	0.34%	0.57%	0.71%	0.68%	0.88%	0.91%	0.38%	0.94%	1.09%	0.82%	1.13%	0.29%	0.69%	0.22%	0.87%	0.93%	0.65%	0.56%	0.47%	0.29%	0.68%	0.68%	0.65%	0.79%	0.13%	0.17%	0.53%	0.70%	0.88%	0.53%					
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
