Выборы Президента Российской Федерации																				
																				
Наименование Избирательной комиссии:    Буинская городская																				
																				
Итоги голосования 																				
																				
		Сумма	УИК №1171	УИК №1172	УИК №1173	УИК №1174	УИК №1175	УИК №1176	УИК №1177	УИК №1178	УИК №1179	УИК №1180	УИК №1181	УИК №1182	УИК №1183					
1	"Число избирателей, внесенных в список"	13948	1032	828	685	1093	824	696	1593	1396	1525	1266	1359	900	751					
2	Число полученных избирательных бюллетеней	13551	1000	783	634	1050	806	685	1575	1336	1472	1224	1376	875	735					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	12360	876	711	605	955	662	642	1472	1305	1328	1113	1326	707	658					
5	"Число избирательных бюллетеней, выданных вне помещения"	612	57	62	22	63	48	41	66	17	21	88	33	74	20					
6	Число погашенных избирательных бюллетеней	579	67	10	7	32	96	2	37	14	123	23	17	94	57					
7	Число избирательных бюллетеней в переносных ящиках	612	57	62	22	63	48	41	66	17	21	88	33	74	20					
8	Число бюллетеней в стационарных ящиках для голосования	12359	875	711	605	955	662	642	1472	1305	1328	1113	1326	707	658					
9	Число недействительных избирательных бюллетеней	155	8	13	2	11	9	3	2	2	51	34	0	14	6					
10	Число действительных избирательных бюллетеней	12816	924	760	625	1007	701	680	1536	1320	1298	1167	1359	767	672					
11	Число полученных открепительных  удостоверений	317	20	10	15	25	20	20	40	30	30	30	32	20	25					
12	Число выданных открепительных удостоверений	247	16	7	5	23	19	9	40	29	30	13	32	11	13					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	169	5	10	3	9	11	8	8	8	15	79	9	2	2					
14	Число неиспользованных открепительных удостоверений	70	4	3	10	2	1	11	0	1	0	17	0	9	12					
15	"Число открепительных удостоверений, выданных в ТИК"	1	0	0	0	0	0	0	1	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																				
18	. Глазьев Сергей Юрьевич	118	10	6	6	0	13	4	16	1	18	4	9	9	22					
		0.91%	1.07%	0.78%	0.96%	0.00%	1.83%	0.59%	1.04%	0.08%	1.33%	0.33%	0.66%	1.15%	3.24%					
19	. Малышкин Олег Александрович	65	3	11	3	0	11	3	0	2	13	8	0	8	3					
		0.50%	0.32%	1.42%	0.48%	0.00%	1.55%	0.44%	0.00%	0.15%	0.96%	0.67%	0.00%	1.02%	0.44%					
20	. Миронов Сергей Михайлович	52	1	6	2	0	5	1	2	3	6	13	0	7	6					
		0.40%	0.11%	0.78%	0.32%	0.00%	0.70%	0.15%	0.13%	0.23%	0.44%	1.08%	0.00%	0.90%	0.88%					
21	. Путин Владимир Владимирович	11915	848	674	591	946	556	660	1507	1298	1192	1104	1336	631	572					
		91.86%	90.99%	87.19%	94.26%	92.93%	78.31%	96.63%	97.98%	98.18%	88.36%	91.92%	98.31%	80.79%	84.37%					
22	. Хакамада Ирина Муцуовна	111	9	13	5	12	16	2	0	1	23	1	8	7	14					
		0.86%	0.97%	1.68%	0.80%	1.18%	2.25%	0.29%	0.00%	0.08%	1.70%	0.08%	0.59%	0.90%	2.06%					
23	. Харитонов Николай Михайлович	482	49	40	14	49	84	8	10	13	33	34	6	92	50					
		3.72%	5.26%	5.17%	2.23%	4.81%	11.83%	1.17%	0.65%	0.98%	2.45%	2.83%	0.44%	11.78%	7.37%					
																				
24	Против всех	73	4	10	4	0	16	2	1	2	13	3	0	13	5					
		0.56%	0.43%	1.29%	0.64%	0.00%	2.25%	0.29%	0.07%	0.15%	0.96%	0.25%	0.00%	1.66%	0.74%					
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
