Выборы Президента Российской Федерации																																									
																																									
Наименование Избирательной комиссии:    Архаринская																																									
																																									
Итоги голосования 																																									
																																									
		Сумма	УИК №1	УИК №2	УИК №3	УИК №4	УИК №5	УИК №6	УИК №7	УИК №8	УИК №9	УИК №10	УИК №11	УИК №12	УИК №13	УИК №14	УИК №15	УИК №16	УИК №17	УИК №18	УИК №19	УИК №20	УИК №21	УИК №22	УИК №23	УИК №24	УИК №25	УИК №26	УИК №27	УИК №28	УИК №29	УИК №30	УИК №31	УИК №32	УИК №33	УИК №34					
1	"Число избирателей, внесенных в список"	15511	2208	1627	1835	1769	871	365	589	65	241	157	225	451	56	179	371	144	751	68	318	74	88	164	319	100	98	644	232	343	196	233	58	88	72	512					
2	Число полученных избирательных бюллетеней	15105	2100	1400	1700	1600	850	350	600	70	235	150	230	485	65	205	395	145	780	70	360	90	90	180	340	150	100	630	240	325	180	230	60	95	75	530					
3	"Число избирательных бюллетеней, выданных  досрочно"	73	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	9136	1088	743	978	909	382	155	380	61	153	126	185	363	56	179	309	126	492	55	201	64	67	96	212	71	78	415	157	252	144	156	43	67	32	341					
5	"Число избирательных бюллетеней, выданных вне помещения"	710	40	132	28	71	8	45	12	0	18	18	17	54	0	0	0	0	29	3	13	2	3	14	5	4	5	82	2	37	1	14	12	6	19	16					
6	Число погашенных избирательных бюллетеней	5186	972	525	661	620	460	150	208	9	64	6	28	68	9	26	86	19	259	12	146	24	20	70	83	75	17	133	81	36	35	60	5	22	24	173					
7	Число избирательных бюллетеней в переносных ящиках	783	40	132	61	71	8	45	12	0	18	18	17	54	0	0	0	0	29	3	13	2	3	14	45	4	5	82	2	37	1	14	12	6	19	16					
8	Число бюллетеней в стационарных ящиках для голосования	9135	1087	743	978	909	382	155	380	61	153	126	185	363	56	179	309	126	492	55	201	64	67	96	212	71	78	415	157	252	144	156	43	67	32	341					
9	Число недействительных избирательных бюллетеней	118	10	9	17	12	5	2	12	0	3	3	1	2	0	1	1	0	9	1	2	0	1	0	5	1	1	5	0	3	1	1	0	0	1	9					
10	Число действительных избирательных бюллетеней	9800	1117	866	1022	968	385	198	380	61	168	141	201	415	56	178	308	126	512	57	212	66	69	110	252	74	82	492	159	286	144	169	55	73	50	348					
