Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																							
Дата голосования: 04.12.2011																																							
																																							
Наименование Избирательной комиссии:    Карсунская																																							
																																							
Сводная таблица результатов выборов																																							
																																							
		Сумма	УИК №157	УИК №158	УИК №159	УИК №160	УИК №161	УИК №162	УИК №163	УИК №164	УИК №165	УИК №166	УИК №167	УИК №168	УИК №169	УИК №170	УИК №171	УИК №172	УИК №173	УИК №174	УИК №175	УИК №176	УИК №177	УИК №178	УИК №179	УИК №180	УИК №181	УИК №182	УИК №183	УИК №184	УИК №185	УИК №186	УИК №187	УИК №188					
1	"Число избирателей, внесенных в список избирателей"	19312	2040	1803	2069	325	203	635	491	329	1947	704	870	329	431	79	466	186	599	545	229	88	202	222	191	497	466	428	773	273	685	698	120	389					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	19078	2020	1860	1970	320	200	630	480	320	1930	670	870	325	440	80	455	180	580	525	225	88	205	220	190	490	465	435	740	265	680	700	120	400					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	15468	1574	1282	1820	223	176	484	419	237	1715	530	760	258	332	62	369	146	472	442	188	56	127	199	168	371	351	348	638	231	547	521	92	330					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	2834	234	521	140	45	13	110	43	78	100	134	70	58	84	17	62	31	106	80	35	30	75	21	16	103	71	55	101	34	115	165	28	59					
6	Число погашенных избирательных бюллетеней	776	212	57	10	52	11	36	18	5	115	6	40	9	24	1	24	3	2	3	2	2	3	0	6	16	43	32	1	0	18	14	0	11					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2834	234	521	140	45	13	110	43	78	100	134	70	58	84	17	62	31	106	80	35	30	75	21	16	103	71	55	101	34	115	165	28	59					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	15468	1574	1282	1820	223	176	484	419	237	1715	530	760	258	332	62	369	146	472	442	188	56	127	199	168	371	351	348	638	231	547	521	92	330					
9	Число недействительных избирательных бюллетеней	113	19	23	0	1	2	3	31	3	13	0	0	0	1	0	0	1	1	1	0	0	2	0	0	3	0	3	0	0	1	3	0	2					
10	Число действительных избирательных бюллетеней	18189	1789	1780	1960	267	187	591	431	312	1802	664	830	316	415	79	431	176	577	521	223	86	200	220	184	471	422	400	739	265	661	683	120	387					
