Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																								
Дата голосования: 07.12.2003 0:00:00																																								
																																								
Наименование Избирательной комиссии:    Сернурская 																																								
																																								
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																								
																																								
		Сумма	УИК №447	УИК №448	УИК №449	УИК №450	УИК №451	УИК №452	УИК №453	УИК №454	УИК №455	УИК №456	УИК №457	УИК №458	УИК №459	УИК №460	УИК №461	УИК №462	УИК №463	УИК №464	УИК №465	УИК №466	УИК №467	УИК №468	УИК №469	УИК №470	УИК №471	УИК №472	УИК №473	УИК №474	УИК №475	УИК №476	УИК №477	УИК №478	УИК №479					
1	"Число избирателей, внесенных в списки"	18491	1214	1520	171	1054	1674	1868	466	258	181	520	201	534	197	490	272	530	232	543	236	453	623	379	238	809	211	243	321	1083	339	154	773	452	252					
2	"Число бюллетеней, полученных участковыми комиссиями"	17750	1100	1400	170	950	1600	1700	500	250	190	500	200	500	190	490	270	520	220	550	230	450	600	370	230	800	200	240	310	1050	350	150	770	450	250					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	9820	710	756	117	512	1033	1097	199	135	119	238	123	157	129	268	168	247	128	217	127	202	280	183	106	424	112	150	181	625	217	88	411	215	146					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1745	25	19	1	106	32	25	105	50	22	96	31	162	9	57	9	88	14	128	27	78	123	24	49	60	31	39	36	50	39	21	85	68	36					
6	Число погашенных бюллетеней	6185	365	625	52	332	535	578	196	65	49	166	46	181	52	165	93	185	78	205	76	170	197	163	75	316	57	51	93	375	94	41	274	167	68					
7	Число бюллетеней в переносных ящиках для голосования	1745	25	19	1	106	32	25	105	50	22	96	31	162	9	57	9	88	14	128	27	78	123	24	49	60	31	39	36	50	39	21	85	68	36					
8	Число бюллетеней в стационарных ящиках для голосования	9819	710	756	117	512	1033	1097	199	135	119	238	123	157	129	268	168	247	128	217	127	202	280	183	106	424	112	150	181	625	217	87	411	215	146					
9	Число недействительных бюллетеней	224	17	12	4	10	19	13	5	0	3	11	0	7	4	2	10	5	1	2	2	0	5	12	2	14	3	0	7	19	7	2	13	8	5					
10	Число действительных бюллетеней	11340	718	763	114	608	1046	1109	299	185	138	323	154	312	134	323	167	330	141	343	152	280	398	195	153	470	140	189	210	656	249	106	483	275	177					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	470	20	20	20	20	40	30	35	10	15	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	20	25	5	10	10	10					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	243	14	11	13	5	32	21	35	8	15	5	2	1	1	3	1	2	0	10	2	6	3	2	0	8	1	1	0	8	19	5	3	4	2					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	112	8	14	1	20	11	17	1	3	4	3	2	0	2	3	1	1	0	0	3	1	1	0	2	3	1	2	0	3	0	1	3	1	0					
14	Число погашенных открепительных удостоверений	227	6	9	7	15	8	9	0	2	0	5	8	9	9	7	9	8	10	0	8	4	7	8	10	2	9	9	10	12	6	0	7	6	8					
15	Число открепительных удостоверений выданных ТИК	17	1	3	0	2	1	3	1	1	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																								
18	"1. ""ЕДИНЕНИЕ"""	208	12	10	1	7	16	12	7	0	3	11	7	5	2	5	7	6	1	7	6	5	5	9	5	13	5	1	4	17	2	0	12	3	2					
		1.79%	1.63%	1.29%	0.84%	1.13%	1.50%	1.06%	2.30%	0.0%	2.12%	3.29%	4.54%	1.56%	1.44%	1.53%	3.95%	1.79%	0.70%	2.02%	3.89%	1.78%	1.24%	4.34%	3.22%	2.68%	3.49%	0.52%	1.84%	2.51%	0.78%	0.0%	2.41%	1.06%	1.09%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	153	29	10	2	12	21	31	1	0	0	2	1	0	3	1	2	2	1	4	3	0	1	3	1	6	0	1	2	6	0	0	2	2	4					
		1.32%	3.94%	1.29%	1.69%	1.94%	1.97%	2.76%	0.32%	0.0%	0.0%	0.59%	0.64%	0.0%	2.17%	0.30%	1.12%	0.59%	0.70%	1.15%	1.94%	0.0%	0.24%	1.44%	0.64%	1.23%	0.0%	0.52%	0.92%	0.88%	0.0%	0.0%	0.40%	0.70%	2.19%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	203	12	14	0	13	16	18	4	4	7	4	4	5	3	6	6	1	1	7	2	10	9	4	0	14	1	0	3	16	2	4	4	7	2					
		1.75%	1.63%	1.80%	0.0%	2.10%	1.50%	1.60%	1.31%	2.16%	4.96%	1.19%	2.59%	1.56%	2.17%	1.84%	3.38%	0.29%	0.70%	2.02%	1.29%	3.57%	2.23%	1.93%	0.0%	2.89%	0.69%	0.0%	1.38%	2.37%	0.78%	3.70%	0.80%	2.47%	1.09%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	100	12	6	1	8	19	5	2	0	2	0	0	2	1	4	8	2	0	2	2	1	3	5	0	3	2	0	1	4	1	1	1	1	1					
		0.86%	1.63%	0.77%	0.84%	1.29%	1.78%	0.44%	0.65%	0.0%	1.41%	0.0%	0.0%	0.62%	0.72%	1.23%	4.51%	0.59%	0.0%	0.57%	1.29%	0.35%	0.74%	2.41%	0.0%	0.61%	1.39%	0.0%	0.46%	0.59%	0.39%	0.92%	0.20%	0.35%	0.54%					
22	"5. ""За Русь Святую"""	53	6	4	0	6	2	2	3	0	0	1	4	2	1	1	0	2	2	1	0	1	1	0	0	5	0	0	1	2	1	0	4	1	0					
		0.45%	0.81%	0.51%	0.0%	0.97%	0.18%	0.17%	0.98%	0.0%	0.0%	0.29%	2.59%	0.62%	0.72%	0.30%	0.0%	0.59%	1.40%	0.28%	0.0%	0.35%	0.24%	0.0%	0.0%	1.03%	0.0%	0.0%	0.46%	0.29%	0.39%	0.0%	0.80%	0.35%	0.0%					
23	"6. ""Объединенная Российская партия ""Русь"""	29	1	0	2	0	1	2	0	0	1	2	3	0	1	0	0	1	0	0	1	0	3	1	0	3	1	0	1	4	0	0	1	0	0					
		0.25%	0.13%	0.0%	1.69%	0.0%	0.09%	0.17%	0.0%	0.0%	0.70%	0.59%	1.94%	0.0%	0.72%	0.0%	0.0%	0.29%	0.0%	0.0%	0.64%	0.0%	0.74%	0.48%	0.0%	0.61%	0.69%	0.0%	0.46%	0.59%	0.0%	0.0%	0.20%	0.0%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	35	3	3	0	8	8	1	0	0	1	0	3	2	1	0	0	0	0	0	0	0	1	2	1	0	0	0	0	1	0	0	0	0	0					
		0.30%	0.40%	0.38%	0.0%	1.29%	0.75%	0.08%	0.0%	0.0%	0.70%	0.0%	1.94%	0.62%	0.72%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.24%	0.96%	0.64%	0.0%	0.0%	0.0%	0.0%	0.14%	0.0%	0.0%	0.0%	0.0%	0.0%					
25	"8. ""Народно-республиканская партия России"""	22	1	2	0	0	1	0	0	1	0	1	1	0	0	0	0	1	0	0	0	2	2	2	0	1	0	0	1	3	0	0	2	0	1					
		0.19%	0.13%	0.25%	0.0%	0.0%	0.09%	0.0%	0.0%	0.54%	0.0%	0.29%	0.64%	0.0%	0.0%	0.0%	0.0%	0.29%	0.0%	0.0%	0.0%	0.71%	0.49%	0.96%	0.0%	0.20%	0.0%	0.0%	0.46%	0.44%	0.0%	0.0%	0.40%	0.0%	0.54%					
26	"9. ""Российская экологическая партия ""Зеленые"""	24	1	2	2	0	4	3	0	0	0	0	0	0	1	2	1	1	0	0	0	1	2	0	0	2	0	0	0	2	0	0	0	0	0					
		0.20%	0.13%	0.25%	1.69%	0.0%	0.37%	0.26%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.72%	0.61%	0.56%	0.29%	0.0%	0.0%	0.0%	0.35%	0.49%	0.0%	0.0%	0.41%	0.0%	0.0%	0.0%	0.29%	0.0%	0.0%	0.0%	0.0%	0.0%					
27	"10. ""Аграрная партия России"""	1901	94	62	18	60	129	110	60	50	28	89	16	65	49	89	22	86	40	73	15	52	72	19	35	72	18	24	43	73	51	29	177	33	48					
		16.43%	12.78%	8.0%	15.25%	9.70%	12.11%	9.80%	19.73%	27.02%	19.85%	26.64%	10.38%	20.37%	35.50%	27.38%	12.42%	25.67%	28.16%	21.15%	9.74%	18.57%	17.86%	9.17%	22.58%	14.87%	12.58%	12.69%	19.81%	10.81%	19.92%	26.85%	35.68%	11.66%	26.37%					
28	"11. ""Истинные патриоты России"""	9	0	0	0	1	1	0	0	0	0	1	0	1	0	0	1	0	0	0	1	0	2	0	0	0	0	0	0	0	1	0	0	0	0					
		0.07%	0.0%	0.0%	0.0%	0.16%	0.09%	0.0%	0.0%	0.0%	0.0%	0.29%	0.0%	0.31%	0.0%	0.0%	0.56%	0.0%	0.0%	0.0%	0.64%	0.0%	0.49%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.39%	0.0%	0.0%	0.0%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	124	7	6	0	4	16	10	1	3	0	4	0	2	5	6	1	2	1	8	3	8	1	1	2	10	1	2	0	3	2	0	6	8	1					
		1.07%	0.95%	0.77%	0.0%	0.64%	1.50%	0.89%	0.32%	1.62%	0.0%	1.19%	0.0%	0.62%	3.62%	1.84%	0.56%	0.59%	0.70%	2.31%	1.94%	2.85%	0.24%	0.48%	1.29%	2.06%	0.69%	1.05%	0.0%	0.44%	0.78%	0.0%	1.20%	2.82%	0.54%					
30	"13. ""Демократическая партия России"""	47	2	4	1	2	4	6	1	0	0	2	0	2	2	2	2	1	1	0	0	1	0	0	0	2	0	1	2	0	1	0	2	4	2					
		0.40%	0.27%	0.51%	0.84%	0.32%	0.37%	0.53%	0.32%	0.0%	0.0%	0.59%	0.0%	0.62%	1.44%	0.61%	1.12%	0.29%	0.70%	0.0%	0.0%	0.35%	0.0%	0.0%	0.0%	0.41%	0.0%	0.52%	0.92%	0.0%	0.39%	0.0%	0.40%	1.41%	1.09%					
31	"14. ""Великая Россия - Евразийский Союз"""	32	0	4	0	0	1	2	2	1	0	0	1	1	0	0	0	2	0	3	1	1	1	1	1	3	0	0	0	4	1	0	0	0	2					
		0.27%	0.0%	0.51%	0.0%	0.0%	0.09%	0.17%	0.65%	0.54%	0.0%	0.0%	0.64%	0.31%	0.0%	0.0%	0.0%	0.59%	0.0%	0.86%	0.64%	0.35%	0.24%	0.48%	0.64%	0.61%	0.0%	0.0%	0.0%	0.59%	0.39%	0.0%	0.0%	0.0%	1.09%					
32	"15. ""Партия СЛОН"""	27	1	0	0	1	4	1	0	0	0	0	1	0	1	1	1	0	0	1	1	1	3	0	0	2	0	0	0	1	0	1	3	3	0					
		0.23%	0.13%	0.0%	0.0%	0.16%	0.37%	0.08%	0.0%	0.0%	0.0%	0.0%	0.64%	0.0%	0.72%	0.30%	0.56%	0.0%	0.0%	0.28%	0.64%	0.35%	0.74%	0.0%	0.0%	0.41%	0.0%	0.0%	0.0%	0.14%	0.0%	0.92%	0.60%	1.06%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	421	32	42	6	34	58	44	12	10	4	6	3	7	5	13	1	10	2	2	1	12	11	6	7	39	2	0	1	14	6	0	12	11	8					
		3.64%	4.35%	5.41%	5.08%	5.50%	5.44%	3.92%	3.94%	5.40%	2.83%	1.79%	1.94%	2.19%	3.62%	4.0%	0.56%	2.98%	1.40%	0.57%	0.64%	4.28%	2.72%	2.89%	4.51%	8.05%	1.39%	0.0%	0.46%	2.07%	2.34%	0.0%	2.41%	3.88%	4.39%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	54	3	5	0	1	5	6	0	2	0	2	0	1	0	0	1	4	0	1	1	0	1	1	1	6	1	0	2	5	3	0	2	0	0					
		0.46%	0.40%	0.64%	0.0%	0.16%	0.46%	0.53%	0.0%	1.08%	0.0%	0.59%	0.0%	0.31%	0.0%	0.0%	0.56%	1.19%	0.0%	0.28%	0.64%	0.0%	0.24%	0.48%	0.64%	1.23%	0.69%	0.0%	0.92%	0.74%	1.17%	0.0%	0.40%	0.0%	0.0%					
35	"18. ""ЛДПР"""	1440	133	130	22	100	151	175	31	31	19	44	13	29	13	28	29	29	17	29	24	16	27	32	24	53	6	17	21	82	19	12	46	25	13					
		12.45%	18.09%	16.77%	18.64%	16.18%	14.17%	15.59%	10.19%	16.75%	13.47%	13.17%	8.44%	9.09%	9.42%	8.61%	16.38%	8.65%	11.97%	8.40%	15.58%	5.71%	6.69%	15.45%	15.48%	10.95%	4.19%	8.99%	9.67%	12.14%	7.42%	11.11%	9.27%	8.83%	7.14%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	237	16	14	2	17	22	41	2	3	3	6	4	12	2	7	1	4	0	2	2	12	7	6	0	11	3	7	4	5	4	2	13	1	2					
		2.04%	2.17%	1.80%	1.69%	2.75%	2.06%	3.65%	0.65%	1.62%	2.12%	1.79%	2.59%	3.76%	1.44%	2.15%	0.56%	1.19%	0.0%	0.57%	1.29%	4.28%	1.73%	2.89%	0.0%	2.27%	2.09%	3.70%	1.84%	0.74%	1.56%	1.85%	2.62%	0.35%	1.09%					
37	"20. ""Политическая партия ""Единая Россия"""	3922	226	308	44	216	358	422	76	36	37	110	74	103	27	65	38	116	53	145	67	89	123	65	55	143	46	118	94	320	75	31	110	80	52					
		33.91%	30.74%	39.74%	37.28%	34.95%	33.61%	37.61%	25.0%	19.45%	26.24%	32.93%	48.05%	32.28%	19.56%	20.0%	21.46%	34.62%	37.32%	42.02%	43.50%	31.78%	30.52%	31.40%	35.48%	29.54%	32.16%	62.43%	43.31%	47.40%	29.29%	28.70%	22.17%	28.26%	28.57%					
38	"21. ""Российская Конституционно-демократическая партия"""	26	1	3	0	0	2	2	1	0	0	1	0	0	0	0	1	0	1	0	0	1	0	1	0	2	3	0	3	2	0	0	1	0	1					
		0.22%	0.13%	0.38%	0.0%	0.0%	0.18%	0.17%	0.32%	0.0%	0.0%	0.29%	0.0%	0.0%	0.0%	0.0%	0.56%	0.0%	0.70%	0.0%	0.0%	0.35%	0.0%	0.48%	0.0%	0.41%	2.09%	0.0%	1.38%	0.29%	0.0%	0.0%	0.20%	0.0%	0.54%					
39	"22. ""Развитие предпринимательства"""	26	5	3	0	4	1	4	0	0	0	0	0	0	2	1	0	0	0	0	0	0	1	0	0	3	1	0	0	0	0	0	0	1	0					
		0.22%	0.68%	0.38%	0.0%	0.64%	0.09%	0.35%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.44%	0.30%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.24%	0.0%	0.0%	0.61%	0.69%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.35%	0.0%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	1771	82	90	8	89	167	151	85	38	28	31	11	61	11	83	37	54	16	36	17	56	108	27	14	58	45	9	21	78	64	21	61	81	33					
		15.31%	11.15%	11.61%	6.77%	14.40%	15.68%	13.45%	27.96%	20.54%	19.85%	9.28%	7.14%	19.12%	7.97%	25.53%	20.90%	16.11%	11.26%	10.43%	11.03%	19.99%	26.79%	13.04%	9.03%	11.98%	31.46%	4.76%	9.67%	11.55%	25.0%	19.44%	12.29%	28.62%	18.13%					
																																								
41	Против всех	476	39	41	5	25	39	61	11	6	5	6	8	12	4	9	8	6	5	22	5	11	14	10	7	19	5	9	6	14	16	5	24	14	5					
		4.11%	5.30%	5.29%	4.23%	4.04%	3.66%	5.43%	3.61%	3.24%	3.54%	1.79%	5.19%	3.76%	2.89%	2.76%	4.51%	1.79%	3.52%	6.37%	3.24%	3.92%	3.47%	4.83%	4.51%	3.92%	3.49%	4.76%	2.76%	2.07%	6.25%	4.62%	4.83%	4.94%	2.74%					
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
