Выборы Президента Российской Федерации																																														
Дата голосования: 04.03.2012																																														
																																														
Наименование Избирательной комиссии:    Федоровская																																														
																																														
Сводная таблица итогов голосования																																														
																																														
	Число участковых избирательных комиссий	35																																												
	Число участковых избирательных комиссий, приступивших к передаче сведений	35																																												
																																														
		Сумма	УИК №3205	УИК №3206	УИК №3207	УИК №3208	УИК №3209	УИК №3210	УИК №3211	УИК №3212	УИК №3213	УИК №3214	УИК №3215	УИК №3216	УИК №3217	УИК №3218	УИК №3219	УИК №3220	УИК №3221	УИК №3222	УИК №3223	УИК №3224	УИК №3225	УИК №3226	УИК №3227	УИК №3228	УИК №3229	УИК №3230	УИК №3231	УИК №3232	УИК №3233	УИК №3234	УИК №3235	УИК №3236	УИК №3237	УИК №3238	УИК №3239									
1	Число избирателей, включенных в список избирателей	13635	210	557	430	118	1048	196	250	152	286	146	316	199	238	469	210	209	432	249	527	137	466	311	722	164	275	187	130	306	341	347	404	235	918	1184	1266									
2	Число избирательных бюллетеней, полученных участковой избирательной комиссией	14175	223	596	448	131	1097	207	263	167	291	165	319	206	254	493	215	228	454	265	550	149	440	332	789	182	276	188	146	329	357	364	416	240	941	1193	1261									
3	Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	Число избирательных бюллетеней, выданных в помещении для голосования в день голосования	10759	147	365	323	85	880	165	220	134	249	110	283	174	204	386	180	176	378	189	442	124	289	218	542	110	147	120	96	243	217	274	349	192	618	1046	1084									
5	Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования	2035	57	111	96	29	137	26	26	10	23	31	31	23	28	69	26	28	39	33	70	11	135	83	89	36	66	64	30	50	92	70	36	36	160	79	105									
6	Число погашенных избирательных бюллетеней	1381	19	120	29	17	80	16	17	23	19	24	5	9	22	38	9	24	37	43	38	14	16	31	158	36	63	4	20	36	48	20	31	12	163	68	72									
7	Число избирательных бюллетеней в переносных ящиках для голосования	2034	57	110	96	29	137	26	26	10	23	31	31	23	28	69	26	28	39	33	70	11	135	83	89	36	66	64	30	50	92	70	36	36	160	79	105									
8	Число бюллетеней в стационарных ящиках для голосования	10759	147	365	323	85	880	165	220	134	249	110	283	174	204	386	180	176	378	189	442	124	289	218	542	110	147	120	96	243	217	274	349	192	618	1046	1084									
9	Число недействительных избирательных бюллетеней	42	0	7	0	0	2	1	2	0	0	0	0	0	0	0	0	1	1	1	3	0	0	0	5	0	4	0	0	0	0	0	0	0	8	7	0									
10	Число действительных избирательных бюллетеней	12751	204	468	419	114	1015	190	244	144	272	141	314	197	232	455	206	203	416	221	509	135	424	301	626	146	209	184	126	293	309	344	385	228	770	1118	1189									
11	Число полученных открепительных  удостоверений	546	18	35	15	15	40	10	10	14	2	18	6	2	8	15	9	9	26	15	18	11	30	19	39	17	3	3	14	20	10	19	7	5	13	14	37									
12	Число открепительных удостоверений, выданных избирателям на избирательном участке	546	18	35	15	15	40	10	10	14	2	18	6	2	8	15	9	9	26	15	18	11	30	19	39	17	3	3	14	20	10	19	7	5	13	14	37									
13	Число избирателей, проголосовавших по открепительным удостоверениям	155	5	12	4	5	5	2	4	2	6	7	7	3	3	4	4	0	8	4	4	2	10	6	0	5	3	2	2	4	7	2	2	4	4	7	6									
14	Число неиспользованных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
15	Число открепительных удостоверений, выданных избирателям ТИК	23	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	2	0	0	0	1	5	1	0	0	0	2	1	1	0	1	2	1	2									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	Число избирательных бюллетеней, не учтенных при получении	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																														
19	Жириновский Владимир Вольфович	202	1	7	4	1	5	1	1	1	0	1	1	1	1	3	1	1	1	10	8	1	7	3	5	7	21	0	1	10	4	1	5	1	44	15	28									
		1.58%	0.49%	1.47%	0.95%	0.88%	0.49%	0.52%	0.41%	0.69%	0.00%	0.71%	0.32%	0.51%	0.43%	0.66%	0.49%	0.49%	0.24%	4.50%	1.56%	0.74%	1.65%	0.99%	0.79%	4.79%	9.86%	0.00%	0.79%	3.41%	1.29%	0.29%	1.30%	0.44%	5.66%	1.33%	2.35%									
20	Зюганов Геннадий Андреевич	777	7	79	5	3	154	2	12	6	14	1	7	8	3	18	1	7	12	41	30	3	3	10	35	21	35	2	1	9	19	6	3	4	108	53	55									
		6.07%	3.43%	16.63%	1.19%	2.63%	15.14%	1.05%	4.88%	4.17%	5.15%	0.71%	2.23%	4.06%	1.29%	3.96%	0.49%	3.43%	2.88%	18.47%	5.86%	2.22%	0.71%	3.32%	5.55%	14.38%	16.43%	1.09%	0.79%	3.07%	6.15%	1.74%	0.78%	1.75%	13.88%	4.71%	4.63%									
21	Миронов Сергей Михайлович	128	2	7	4	1	4	1	1	0	2	0	4	0	4	2	0	2	1	4	9	2	6	2	7	0	4	0	1	4	0	2	3	4	20	16	9									
		1.00%	0.98%	1.47%	0.95%	0.88%	0.39%	0.52%	0.41%	0.00%	0.74%	0.00%	1.27%	0.00%	1.72%	0.44%	0.00%	0.98%	0.24%	1.80%	1.76%	1.48%	1.42%	0.66%	1.11%	0.00%	1.88%	0.00%	0.79%	1.37%	0.00%	0.58%	0.78%	1.75%	2.57%	1.42%	0.76%									
22	Прохоров Михаил Дмитриевич	153	1	6	1	0	4	1	2	1	3	5	1	2	1	0	1	2	1	5	1	1	4	2	11	5	1	1	0	2	9	1	3	0	36	26	13									
		1.20%	0.49%	1.26%	0.24%	0.00%	0.39%	0.52%	0.81%	0.69%	1.10%	3.55%	0.32%	1.02%	0.43%	0.00%	0.49%	0.98%	0.24%	2.25%	0.20%	0.74%	0.94%	0.66%	1.74%	3.42%	0.47%	0.54%	0.00%	0.68%	2.91%	0.29%	0.78%	0.00%	4.63%	2.31%	1.09%									
23	Путин Владимир Владимирович	11491	193	369	405	109	848	185	228	136	253	134	301	186	223	432	203	191	401	161	461	128	404	284	568	113	148	181	123	268	277	334	371	219	562	1008	1084									
		89.82%	94.61%	77.68%	96.66%	95.61%	83.38%	96.86%	92.68%	94.44%	93.01%	95.04%	95.86%	94.42%	96.12%	94.95%	98.54%	93.63%	96.16%	72.52%	90.04%	94.81%	95.28%	94.35%	90.02%	77.40%	69.48%	98.37%	97.62%	91.47%	89.64%	97.09%	96.36%	96.05%	72.24%	89.60%	91.17%									
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
