Выборы Президента Российской Федерации																																
																																
Наименование Избирательной комиссии:    район Филевский парк																																
																																
Итоги голосования 																																
																																
		Сумма	УИК №2635	УИК №2636	УИК №2637	УИК №2638	УИК №2639	УИК №2640	УИК №2641	УИК №2642	УИК №2643	УИК №2644	УИК №2645	УИК №2646	УИК №2647	УИК №2648	УИК №2649	УИК №2650	УИК №2651	УИК №2652	УИК №2653	УИК №2654	УИК №2655	УИК №2656	УИК №2657	УИК №3190	УИК №3191					
1	"Число избирателей, внесенных в список"	47899	2271	2632	1968	1675	1311	2299	2313	1301	2308	2339	2662	1718	2466	1152	2060	1683	2246	2347	2511	2612	2145	2370	1153	285	72					
2	Число полученных избирательных бюллетеней	43290	2050	2370	1770	1510	1150	2080	2090	1150	2080	2110	2410	1530	2230	1000	1850	1510	2000	2130	2280	2340	1780	2130	1040	600	100					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	30774	1106	1376	1085	925	1018	1431	1696	941	1550	1500	1784	1147	1567	647	1319	1255	1514	1610	1613	1771	1292	1528	742	285	72					
5	"Число избирательных бюллетеней, выданных вне помещения"	816	41	32	32	35	17	30	16	18	66	36	16	32	48	10	41	16	9	25	30	30	193	32	11	0	0					
6	Число погашенных избирательных бюллетеней	11700	903	962	653	550	115	619	378	191	464	574	610	351	615	343	490	239	477	495	637	539	295	570	287	315	28					
7	Число избирательных бюллетеней в переносных ящиках	816	41	32	32	35	17	30	16	18	66	36	16	32	48	10	41	16	9	25	30	30	193	32	11	0	0					
8	Число бюллетеней в стационарных ящиках для голосования	25499	1100	1330	1049	880	744	1294	1282	709	1136	1221	1433	918	1250	581	1035	803	1137	1272	1390	1433	1171	1367	609	283	72					
9	Число недействительных избирательных бюллетеней	238	14	12	5	9	11	7	12	6	6	14	10	4	10	3	16	6	4	19	13	13	21	12	6	5	0					
10	Число действительных избирательных бюллетеней	26077	1127	1350	1076	906	750	1317	1286	721	1196	1243	1439	946	1288	588	1060	813	1142	1278	1407	1450	1343	1387	614	278	72					
11	Число полученных открепительных  удостоверений	835	55	30	30	30	30	50	50	15	30	30	40	30	45	30	30	30	30	45	50	50	30	45	30	0	0					
12	Число выданных открепительных удостоверений	565	31	22	26	21	19	30	40	14	20	13	35	11	31	12	21	18	24	33	34	38	21	30	21	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	584	24	15	23	21	35	15	32	18	15	19	19	30	16	43	69	12	31	12	15	41	16	18	17	15	13					
14	Число неиспользованных открепительных удостоверений	270	24	8	4	9	11	20	10	1	10	17	5	19	14	18	9	12	6	12	16	12	9	15	9	0	0					
15	"Число открепительных удостоверений, выданных в ТИК"	5	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	1	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																
18	. Глазьев Сергей Юрьевич	1805	83	93	66	59	48	107	90	62	75	80	103	58	102	38	46	58	70	86	100	111	76	128	46	18	2					
		6.86%	7.27%	6.83%	6.11%	6.45%	6.31%	8.08%	6.93%	8.53%	6.24%	6.36%	7.11%	6.11%	7.86%	6.43%	4.28%	7.08%	6.11%	6.63%	7.04%	7.59%	5.57%	9.15%	7.42%	6.36%	2.78%					
19	. Малышкин Олег Александрович	312	13	19	21	10	10	16	23	9	14	14	14	10	9	13	6	10	16	12	16	11	15	15	8	7	1					
		1.19%	1.14%	1.40%	1.94%	1.09%	1.31%	1.21%	1.77%	1.24%	1.16%	1.11%	0.97%	1.05%	0.69%	2.20%	0.56%	1.22%	1.40%	0.93%	1.13%	0.75%	1.10%	1.07%	1.29%	2.47%	1.39%					
20	. Миронов Сергей Михайлович	148	1	8	9	1	5	12	7	9	3	7	7	5	9	5	9	4	4	3	13	8	6	8	1	4	0					
		0.56%	0.09%	0.59%	0.83%	0.11%	0.66%	0.91%	0.54%	1.24%	0.25%	0.56%	0.48%	0.53%	0.69%	0.85%	0.84%	0.49%	0.35%	0.23%	0.92%	0.55%	0.44%	0.57%	0.16%	1.41%	0.00%					
21	. Путин Владимир Владимирович	19204	821	986	788	614	537	987	942	524	891	916	1067	709	947	418	847	609	847	950	1043	1041	996	998	459	208	59					
