Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																	
Дата голосования: 04.12.2011																																																	
																																																	
Наименование Избирательной комиссии:    Ирбейская																																																	
																																																	
Сводная таблица результатов выборов																																																	
																																																	
		Сумма	УИК №1288	УИК №1289	УИК №1290	УИК №1291	УИК №1292	УИК №1293	УИК №1294	УИК №1295	УИК №1296	УИК №1297	УИК №1298	УИК №1299	УИК №1300	УИК №1301	УИК №1302	УИК №1303	УИК №1304	УИК №1305	УИК №1306	УИК №1307	УИК №1308	УИК №1309	УИК №1310	УИК №1311	УИК №1312	УИК №1313	УИК №1314	УИК №1315	УИК №1316	УИК №1317	УИК №1318	УИК №1319	УИК №1320	УИК №1321	УИК №1322	УИК №1323	УИК №1324	УИК №1325	УИК №1326	УИК №1327	УИК №1328	УИК №1329					
1	"Число избирателей, внесенных в список избирателей"	12793	466	300	30	294	31	461	110	272	441	224	557	121	2571	1064	270	169	174	304	157	23	148	51	116	621	411	47	43	86	514	122	141	555	158	208	61	30	302	87	611	194	131	117					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	12608	464	295	32	279	35	454	104	259	433	219	545	117	2528	1038	269	167	171	308	150	25	143	50	113	626	386	47	42	86	519	123	147	542	154	211	62	32	302	87	603	188	129	124					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	5934	169	145	18	105	14	235	52	112	204	108	290	67	1134	433	145	99	92	154	83	17	91	34	46	238	171	33	26	41	227	65	70	277	81	92	38	22	137	55	292	96	54	72					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	429	24	7	0	56	0	16	5	4	3	13	5	0	30	48	4	0	5	18	3	0	13	0	9	42	47	0	5	6	18	0	7	9	9	9	0	3	0	1	10	0	0	0					
6	Число погашенных избирательных бюллетеней	6245	271	143	14	118	21	203	47	143	226	98	250	50	1364	557	120	68	74	136	64	8	39	16	58	346	168	14	11	39	274	58	70	256	64	110	24	7	165	31	301	92	75	52					
7	Число избирательных бюллетеней в переносных ящиках для голосования	429	24	7	0	56	0	16	5	4	3	13	5	0	30	48	4	0	5	18	3	0	13	0	9	42	47	0	5	6	18	0	7	9	9	9	0	3	0	1	10	0	0	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	5932	169	145	18	105	14	235	52	112	204	108	290	67	1132	433	145	99	92	154	83	17	91	34	46	238	171	33	26	41	227	65	70	277	81	92	38	22	137	55	292	96	54	72					
9	Число недействительных избирательных бюллетеней	84	5	3	0	3	0	2	2	5	0	0	2	1	14	8	2	0	2	3	2	0	0	1	1	0	0	0	0	1	1	2	0	7	1	1	0	1	8	0	3	1	2	0					
10	Число действительных избирательных бюллетеней	6277	188	149	18	158	14	249	55	111	207	121	293	66	1148	473	147	99	95	169	84	17	104	33	54	280	218	33	31	46	244	63	77	279	89	100	38	24	129	56	299	95	52	72					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	182	2	7	2	2	4	7	2	2	7	2	7	2	28	15	2	5	2	3	15	2	2	2	2	7	5	2	2	2	5	2	2	5	2	3	2	2	3	2	5	2	3	2					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	88	1	2	0	0	4	3	0	1	2	1	7	0	28	6	2	1	1	0	0	0	0	0	0	5	2	0	0	0	5	1	2	5	1	3	0	0	1	0	4	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	55	0	5	0	2	2	1	1	0	1	0	3	0	13	3	1	0	0	1	1	0	1	1	1	2	3	0	0	0	2	2	1	2	0	1	1	0	1	0	2	0	1	0					
14	Число погашенных неиспользованных открепительных удостоверений	94	1	5	2	2	0	4	2	1	5	1	0	2	0	9	0	4	1	3	15	2	2	2	2	2	3	2	2	2	0	1	0	0	1	0	2	2	2	2	1	2	3	2					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	9	0	0	0	0	0	0	0	0	2	0	0	0	5	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
