Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																						
Дата голосования: 04.12.2011																						
																						
Наименование Избирательной комиссии:    Комсомольская																						
																						
Сводная таблица результатов выборов																						
																						
		Сумма	УИК №545	УИК №546	УИК №547	УИК №548	УИК №549	УИК №550	УИК №551	УИК №552	УИК №553	УИК №554	УИК №555	УИК №556	УИК №557	УИК №558	УИК №559					
1	"Число избирателей, внесенных в список избирателей"	16070	2506	2294	2207	1163	321	288	545	516	953	1440	1177	656	537	158	1309					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	16291	2592	2368	2207	1206	333	300	576	516	977	1336	1194	677	523	170	1316					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	8090	1437	1248	1199	430	206	134	233	157	456	620	413	375	260	79	843					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	2433	168	244	175	253	30	75	149	199	160	222	258	103	153	51	193					
6	Число погашенных избирательных бюллетеней	5768	987	876	833	523	97	91	194	160	361	494	523	199	110	40	280					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2433	168	244	175	253	30	75	149	199	160	222	258	103	153	51	193					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	8067	1414	1248	1199	430	206	134	233	157	456	620	413	375	260	79	843					
9	Число недействительных избирательных бюллетеней	178	23	29	46	13	2	2	3	3	5	15	14	12	0	2	9					
10	Число действительных избирательных бюллетеней	10322	1559	1463	1328	670	234	207	379	353	611	827	657	466	413	128	1027					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	386	52	50	26	46	13	20	20	11	20	32	35	20	11	10	20					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	386	52	50	26	46	13	20	20	11	20	32	35	20	11	10	20					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	130	16	19	17	17	7	6	3	6	6	2	7	3	6	2	13					
14	Число погашенных неиспользованных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	19	3	1	5	9	0	0	0	0	0	0	0	0	1	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																						
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1387	163	244	201	75	37	30	51	44	61	153	91	74	37	16	110					
		13.21%	10.30%	16.35%	14.63%	10.98%	15.68%	14.35%	13.35%	12.36%	9.90%	18.17%	13.56%	15.48%	8.96%	12.31%	10.62%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	991	142	152	129	85	20	19	43	25	82	100	65	57	37	13	22					
		9.44%	8.98%	10.19%	9.39%	12.45%	8.47%	9.09%	11.26%	7.02%	13.31%	11.88%	9.69%	11.92%	8.96%	10.00%	2.12%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	86	1	21	14	4	5	2	2	3	5	8	7	4	2	0	8					
		0.82%	0.06%	1.41%	1.02%	0.59%	2.12%	0.96%	0.52%	0.84%	0.81%	0.95%	1.04%	0.84%	0.48%	0.00%	0.77%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	1801	277	278	243	120	56	32	62	27	124	150	111	76	40	18	187					
		17.15%	17.51%	18.63%	17.69%	17.57%	23.73%	15.31%	16.23%	7.58%	20.13%	17.81%	16.54%	15.90%	9.69%	13.85%	18.05%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	140	1	28	31	9	6	2	4	3	8	9	15	13	3	0	8					
		1.33%	0.06%	1.88%	2.26%	1.32%	2.54%	0.96%	1.05%	0.84%	1.30%	1.07%	2.24%	2.72%	0.73%	0.00%	0.77%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	5888	974	735	706	375	110	122	214	250	329	405	365	239	293	81	690					
		56.08%	61.57%	49.26%	51.38%	54.90%	46.61%	58.37%	56.02%	70.22%	53.41%	48.10%	54.40%	50.00%	70.94%	62.31%	66.60%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	29	1	5	4	2	0	0	3	1	2	2	3	3	1	0	2					
		0.28%	0.06%	0.34%	0.29%	0.29%	0.00%	0.00%	0.79%	0.28%	0.32%	0.24%	0.45%	0.63%	0.24%	0.00%	0.19%					
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
