Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																											
Дата голосования: 02.12.2007																											
																											
Наименование Избирательной комиссии:    Комсомольская																											
																											
Сводная таблица результатов выборов																											
																											
		Сумма	УИК №550	УИК №551	УИК №552	УИК №553	УИК №554	УИК №555	УИК №556	УИК №557	УИК №558	УИК №559	УИК №560	УИК №561	УИК №562	УИК №563	УИК №564	УИК №565	УИК №566	УИК №567	УИК №568	УИК №569					
1	"Число избирателей, внесенных в списки избирателей"	17183	801	2571	2427	1676	1059	217	429	316	396	173	333	168	1078	1401	1201	736	178	345	201	1477					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	17238	811	2526	2402	1657	1085	216	418	336	410	172	330	169	1118	1421	1197	746	179	348	208	1489					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	8720	424	1457	1318	920	461	109	222	147	173	73	162	71	550	549	462	400	71	181	114	856					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1562	61	163	84	56	117	28	46	72	73	31	56	18	160	194	145	19	47	42	13	137					
6	Число погашенных избирательных бюллетеней	6956	326	906	1000	681	507	79	150	117	164	68	112	80	408	678	590	327	61	125	81	496					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1562	61	163	84	56	117	28	46	72	73	31	56	18	160	194	145	19	47	42	13	137					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	8719	424	1457	1317	920	461	109	222	147	173	73	162	71	550	549	462	400	71	181	114	856					
9	Число недействительных избирательных бюллетеней	121	2	20	19	9	8	1	5	2	1	0	0	0	6	13	11	3	1	0	1	19					
10	Число действительных избирательных бюллетеней	10160	483	1600	1382	967	570	136	263	217	245	104	218	89	704	730	596	416	117	223	126	974					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	291	18	27	20	15	41	20	10	20	10	10	5	3	30	15	10	10	5	5	5	12					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	246	18	27	17	13	39	20	10	20	10	1	1	0	30	14	4	5	3	4	2	8					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	119	8	16	11	12	8	7	13	2	5	0	4	2	6	1	4	3	4	4	0	9					
14	Число погашенных неиспользованных открепительных удостоверений	45	0	0	3	2	2	0	0	0	0	9	4	3	0	1	6	5	2	1	3	4					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	9	4	2	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																											
18	1.Политическая партия «Аграрная партия России»	430	13	51	51	23	13	11	9	12	16	3	13	7	25	30	35	29	7	18	10	54					
		4.18%	2.68%	3.15%	3.64%	2.36%	2.25%	8.03%	3.36%	5.48%	6.50%	2.88%	5.96%	7.87%	3.52%	4.04%	5.77%	6.92%	5.93%	8.07%	7.87%	5.44%					
19	2.Всероссийская политическая партия «Гражданская Сила»	67	2	17	15	8	4	1	1	0	0	0	0	0	3	3	5	3	0	3	1	1					
