Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																					
Дата голосования: 04.12.2011																																					
																																					
Наименование Избирательной комиссии:    Верхнеуфалейская городская																																					
																																					
Сводная таблица результатов выборов																																					
																																					
		Сумма	УИК №884	УИК №885	УИК №886	УИК №887	УИК №888	УИК №889	УИК №890	УИК №891	УИК №892	УИК №893	УИК №894	УИК №895	УИК №896	УИК №897	УИК №898	УИК №899	УИК №900	УИК №901	УИК №902	УИК №903	УИК №904	УИК №905	УИК №906	УИК №907	УИК №908	УИК №909	УИК №910	УИК №911	УИК №912	УИК №913					
1	"Число избирателей, внесенных в список избирателей"	30720	1845	1937	1021	561	1383	1598	1322	1966	1550	1321	1557	1548	799	1017	913	1075	1141	1921	1218	270	630	196	1037	909	232	186	986	159	189	233					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	30030	1850	1900	1000	550	1350	1550	1300	2000	1550	1300	1500	1550	800	1000	900	1000	1100	1900	1200	250	600	150	1000	850	200	180	1000	150	150	200					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	16201	897	962	435	315	741	915	773	1011	903	786	910	736	385	475	318	440	653	1230	736	155	350	93	530	408	133	128	511	80	85	107					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1479	85	81	49	22	37	61	68	61	58	51	39	52	30	77	47	82	50	30	94	11	15	20	111	92	14	0	78	8	40	16					
6	Число погашенных избирательных бюллетеней	12350	868	857	516	213	572	574	459	928	589	463	551	762	385	448	535	478	397	640	370	84	235	37	359	350	53	52	411	62	25	77					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1479	85	81	49	22	37	61	68	61	58	51	39	52	30	77	47	82	50	30	94	11	15	20	111	92	14	0	78	8	40	16					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	16201	897	962	435	315	741	915	773	1011	903	786	910	736	385	475	318	440	653	1230	736	155	350	93	530	408	133	128	511	80	85	107					
9	Число недействительных избирательных бюллетеней	334	20	20	14	11	10	16	9	19	20	20	12	13	10	9	3	7	12	30	16	0	18	5	8	10	1	0	17	0	1	3					
10	Число действительных избирательных бюллетеней	17346	962	1023	470	326	768	960	832	1053	941	817	937	775	405	543	362	515	691	1230	814	166	347	108	633	490	146	128	572	88	124	120					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	268	11	11	9	10	10	11	15	15	13	15	14	10	8	9	4	10	10	21	10	0	7	2	11	8	3	0	14	2	2	3					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	238	9	11	9	10	10	7	15	15	13	15	13	10	8	5	2	8	10	21	6	0	5	1	11	6	1	0	14	0	0	3					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	110	0	5	2	2	4	9	9	6	5	4	8	4	1	2	7	2	4	8	3	1	1	2	2	3	0	0	5	3	5	3					
14	Число погашенных неиспользованных открепительных удостоверений	30	2	0	0	0	0	4	0	0	0	0	1	0	0	4	2	2	0	0	4	0	2	1	0	2	2	0	0	2	2	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	32	4	2	0	0	0	1	2	3	0	1	3	5	0	2	2	1	0	2	0	0	0	0	0	1	0	0	0	0	0	3					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																					
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	2956	160	164	77	66	141	196	151	209	216	147	172	107	57	88	47	67	97	178	139	19	56	16	130	91	39	24	64	9	10	19					
		16.72%	16.29%	15.72%	15.91%	19.58%	18.12%	20.08%	17.95%	19.50%	22.48%	17.56%	18.12%	13.58%	13.73%	15.94%	12.88%	12.84%	13.80%	14.13%	16.75%	11.45%	15.34%	14.16%	20.28%	18.20%	26.53%	18.75%	10.87%	10.23%	8.00%	15.45%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	3288	206	201	91	59	149	188	141	205	125	143	188	157	85	122	114	119	135	213	171	27	65	26	105	68	17	17	111	14	16	10					
		18.60%	20.98%	19.27%	18.80%	17.51%	19.15%	19.26%	16.77%	19.12%	13.01%	17.08%	19.81%	19.92%	20.48%	22.10%	31.23%	22.80%	19.20%	16.90%	20.60%	16.27%	17.81%	23.01%	16.38%	13.60%	11.56%	13.28%	18.85%	15.91%	12.80%	8.13%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	175	8	13	7	8	8	6	13	8	8	7	5	16	6	7	3	2	11	18	4	1	5	2	2	1	0	1	3	0	0	2					
		0.99%	0.81%	1.25%	1.45%	2.37%	1.03%	0.61%	1.55%	0.75%	0.83%	0.84%	0.53%	2.03%	1.45%	1.27%	0.82%	0.38%	1.56%	1.43%	0.48%	0.60%	1.37%	1.77%	0.31%	0.20%	0.00%	0.78%	0.51%	0.00%	0.00%	1.63%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	2709	174	154	64	42	137	135	141	171	192	153	122	115	69	69	48	77	127	225	114	23	59	16	56	37	30	10	108	9	8	24					
		15.32%	17.72%	14.77%	13.22%	12.46%	17.61%	13.83%	16.77%	15.95%	19.98%	18.28%	12.86%	14.59%	16.63%	12.50%	13.15%	14.75%	18.07%	17.86%	13.73%	13.86%	16.16%	14.16%	8.74%	7.40%	20.41%	7.81%	18.34%	10.23%	6.40%	19.51%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	380	18	23	13	3	16	31	29	24	20	22	19	28	16	7	0	5	22	29	17	3	3	0	13	3	0	1	14	0	0	1					
		2.15%	1.83%	2.21%	2.69%	0.89%	2.06%	3.18%	3.45%	2.24%	2.08%	2.63%	2.00%	3.55%	3.86%	1.27%	0.00%	0.96%	3.13%	2.30%	2.05%	1.81%	0.82%	0.00%	2.03%	0.60%	0.00%	0.78%	2.38%	0.00%	0.00%	0.81%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	7744	390	462	215	147	315	398	349	433	374	336	428	347	168	246	150	245	295	559	364	92	157	47	325	289	60	75	269	56	90	63					
		43.80%	39.71%	44.30%	44.42%	43.62%	40.49%	40.78%	41.50%	40.39%	38.92%	40.14%	45.10%	44.04%	40.48%	44.57%	41.10%	46.93%	41.96%	44.37%	43.86%	55.42%	43.01%	41.59%	50.70%	57.80%	40.82%	58.59%	45.67%	63.64%	72.00%	51.22%					
