Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																					
Дата голосования: 02.12.2007																																					
																																					
Наименование Избирательной комиссии:    Верхнеуфалейская городская																																					
																																					
Сводная таблица результатов выборов																																					
																																					
		Сумма	УИК №884	УИК №885	УИК №886	УИК №887	УИК №888	УИК №889	УИК №890	УИК №891	УИК №892	УИК №893	УИК №894	УИК №895	УИК №896	УИК №898	УИК №899	УИК №900	УИК №901	УИК №902	УИК №903	УИК №904	УИК №905	УИК №906	УИК №907	УИК №908	УИК №909	УИК №910	УИК №911	УИК №912	УИК №913	УИК №2218					
1	"Число избирателей, внесенных в списки избирателей"	31115	1842	1984	953	599	1389	1653	1450	2077	1678	1437	1638	1432	714	826	1031	1131	2027	1201	259	642	202	993	927	215	187	1009	147	195	242	1035					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	26920	1610	1700	840	510	1200	1430	1240	1800	1440	1270	1440	1230	640	710	800	970	1830	1040	210	560	160	850	820	180	160	900	130	160	200	890					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	16625	958	1037	368	372	771	961	816	1049	1024	880	985	666	344	301	430	596	1186	668	121	360	116	490	424	112	136	602	93	114	172	473					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1352	76	54	60	15	48	103	66	66	88	41	46	30	28	40	91	66	58	62	11	16	10	36	46	12	0	90	12	27	14	40					
6	Число погашенных избирательных бюллетеней	8943	576	609	412	123	381	366	358	685	328	349	409	534	268	369	279	308	586	310	78	184	34	324	350	56	24	208	25	19	14	377					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1352	76	54	60	15	48	103	66	66	88	41	46	30	28	40	91	66	58	62	11	16	10	36	46	12	0	90	12	27	14	40					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	16625	958	1037	368	372	771	961	816	1049	1024	880	985	666	344	301	430	596	1186	668	121	360	116	490	424	112	136	602	93	114	172	473					
9	Число недействительных избирательных бюллетеней	162	5	9	5	7	15	19	10	7	6	12	9	2	11	6	3	6	2	4	1	6	1	2	3	2	0	6	0	0	0	3					
10	Число действительных избирательных бюллетеней	17815	1029	1082	423	380	804	1045	872	1108	1106	909	1022	694	361	335	518	656	1242	726	131	370	125	524	467	122	136	686	105	141	186	510					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	484	20	23	15	10	20	20	20	23	20	20	20	20	15	15	16	20	25	20	8	10	8	20	15	8	8	21	8	7	9	20					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	245	9	19	4	4	12	5	11	18	15	17	16	13	8	4	8	10	16	12	0	3	1	4	2	2	1	12	3	0	7	9					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	125	12	9	1	2	7	2	3	6	15	8	3	4	1	1	9	4	8	7	1	3	0	3	4	0	0	5	0	5	1	1					
14	Число погашенных неиспользованных открепительных удостоверений	239	11	4	11	6	8	15	9	5	5	3	4	7	7	11	8	10	9	8	8	7	7	16	13	6	7	9	5	7	2	11					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																					
18	1.Политическая партия «Аграрная партия России»	246	22	17	4	9	14	6	14	13	24	14	14	7	3	1	5	9	20	9	0	7	2	8	5	0	0	15	0	0	1	3					
		1.37%	2.13%	1.56%	0.93%	2.33%	1.71%	0.56%	1.59%	1.17%	2.16%	1.52%	1.36%	1.01%	0.81%	0.29%	0.96%	1.36%	1.61%	1.23%	0.00%	1.86%	1.59%	1.52%	1.06%	0.00%	0.00%	2.17%	0.00%	0.00%	0.54%	0.58%					
19	2.Всероссийская политическая партия «Гражданская Сила»	108	5	4	3	3	4	3	4	10	7	5	12	5	2	1	3	7	7	3	0	3	1	4	4	0	1	2	1	0	0	4					
		0.60%	0.48%	0.37%	0.70%	0.78%	0.49%	0.28%	0.45%	0.90%	0.63%	0.54%	1.16%	0.72%	0.54%	0.29%	0.58%	1.06%	0.56%	0.41%	0.00%	0.80%	0.79%	0.76%	0.85%	0.00%	0.74%	0.29%	0.95%	0.00%	0.00%	0.78%					
20	3.Политическая партия «Демократическая партия России»	23	2	0	1	0	0	3	1	2	1	1	0	0	1	0	1	1	3	0	0	2	0	0	1	0	0	3	0	0	0	0					
