Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																						
Дата голосования: 04.12.2011																																						
																																						
Наименование Избирательной комиссии:    Кинельская городская																																						
																																						
Сводная таблица результатов выборов																																						
																																						
		Сумма	УИК №1	УИК №2	УИК №3	УИК №4	УИК №5	УИК №6	УИК №7	УИК №8	УИК №9	УИК №10	УИК №11	УИК №12	УИК №13	УИК №14	УИК №15	УИК №16	УИК №17	УИК №18	УИК №19	УИК №20	УИК №21	УИК №22	УИК №23	УИК №24	УИК №25	УИК №26	УИК №27	УИК №28	УИК №29	УИК №30	УИК №31					
1	"Число избирателей, внесенных в список избирателей"	39196	1303	897	1276	907	1141	750	823	1221	1656	1961	2325	1130	1417	1047	908	836	1262	837	842	1450	411	437	301	1971	2608	1566	803	1813	1412	2050	1835					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	36847	1300	850	1200	800	1100	700	800	1200	1600	1900	2200	1100	1247	1000	900	700	1200	800	800	1400	400	400	250	1900	2000	1500	800	1700	1300	2000	1800					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	18915	610	378	569	416	383	315	317	633	814	1056	1175	578	747	485	384	383	575	404	448	712	204	213	175	987	1527	741	390	818	653	934	891					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1086	56	31	56	30	16	17	40	20	21	22	37	31	44	46	42	34	55	27	5	7	12	12	20	58	26	83	36	84	36	66	16					
6	Число погашенных избирательных бюллетеней	16846	634	441	575	354	701	368	443	547	765	822	988	491	456	469	474	283	570	369	347	681	184	175	55	855	447	676	374	798	611	1000	893					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1086	56	31	56	30	16	17	40	20	21	22	37	31	44	46	42	34	55	27	5	7	12	12	20	58	26	83	36	84	36	66	16					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	18912	610	378	569	416	383	315	317	633	814	1056	1175	576	747	485	384	383	575	404	448	711	204	213	175	987	1527	741	390	818	653	934	891					
9	Число недействительных избирательных бюллетеней	424	17	12	13	10	9	10	11	19	12	11	18	22	11	14	16	9	15	8	8	20	9	7	4	14	30	16	13	23	18	17	8					
10	Число действительных избирательных бюллетеней	19574	649	397	612	436	390	322	346	634	823	1067	1194	585	780	517	410	408	615	423	445	698	207	218	191	1031	1523	808	413	879	671	983	899					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	685	27	15	23	17	23	7	15	16	30	58	39	23	32	20	15	13	15	20	15	36	10	1	5	20	85	30	15	15	15	15	15					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	668	27	14	23	16	23	7	6	16	30	58	39	23	31	20	15	13	15	20	15	36	8	1	4	20	85	29	15	15	14	15	15					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	539	12	14	20	19	7	4	12	21	22	18	53	39	55	18	8	21	15	9	10	6	12	13	13	9	46	8	15	15	8	10	7					
14	Число погашенных неиспользованных открепительных удостоверений	17	0	1	0	1	0	0	9	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	1	0	0	1	0	0	1	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	112	6	1	1	4	1	1	4	4	6	6	4	1	7	2	2	7	9	7	7	10	3	3	4	1	0	2	3	2	1	1	2					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																						
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	2674	103	49	83	57	43	46	41	87	147	160	184	84	102	70	31	52	88	55	65	95	29	39	25	141	183	109	44	122	91	130	119					
