Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																			
Дата голосования: 04.12.2011																																																			
																																																			
Наименование Избирательной комиссии:    Заинская																																																			
																																																			
Сводная таблица результатов выборов																																																			
																																																			
		Сумма	УИК №1467	УИК №1468	УИК №1469	УИК №1470	УИК №1471	УИК №1472	УИК №1473	УИК №1474	УИК №1475	УИК №1476	УИК №1477	УИК №1478	УИК №1479	УИК №1480	УИК №1481	УИК №1482	УИК №1483	УИК №1484	УИК №1485	УИК №1486	УИК №1487	УИК №1488	УИК №1489	УИК №1490	УИК №1491	УИК №1492	УИК №1493	УИК №1494	УИК №1495	УИК №1496	УИК №1497	УИК №1498	УИК №1499	УИК №1500	УИК №1501	УИК №1502	УИК №1503	УИК №1504	УИК №1505	УИК №1506	УИК №1507	УИК №1508	УИК №1509	УИК №1510					
1	"Число избирателей, внесенных в список избирателей"	11555	805	198	132	411	160	125	302	299	109	150	113	126	557	344	245	299	610	286	236	103	341	109	267	161	68	259	169	110	134	336	193	295	260	356	336	264	755	216	66	244	100	298	448	160					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	11551	807	199	133	410	162	127	302	301	111	152	115	128	508	348	247	303	607	287	234	98	343	111	269	163	70	263	171	112	135	338	195	293	260	357	337	265	752	213	67	246	102	295	454	161					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	11380	801	196	129	406	160	125	302	298	109	150	113	126	506	343	234	287	596	284	233	98	339	109	267	157	64	259	169	110	134	333	193	293	260	350	329	256	748	213	66	244	100	293	443	155					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	58	0	2	0	0	0	0	0	0	0	0	0	0	0	0	8	11	6	2	0	0	0	0	0	4	4	0	0	0	0	0	0	0	0	4	5	5	4	0	0	0	0	0	3	0					
6	Число погашенных избирательных бюллетеней	113	6	1	4	4	2	2	0	3	2	2	2	2	2	5	5	5	5	1	1	0	4	2	2	2	2	4	2	2	1	5	2	0	0	3	3	4	0	0	1	2	2	2	8	6					
7	Число избирательных бюллетеней в переносных ящиках для голосования	58	0	2	0	0	0	0	0	0	0	0	0	0	0	0	8	11	6	2	0	0	0	0	0	4	4	0	0	0	0	0	0	0	0	4	5	5	4	0	0	0	0	0	3	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	11380	801	196	129	406	160	125	302	298	109	150	113	126	506	343	234	287	596	284	233	98	339	109	267	157	64	259	169	110	134	333	193	293	260	350	329	256	748	213	66	244	100	293	443	155					
9	Число недействительных избирательных бюллетеней	10	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0					
10	Число действительных избирательных бюллетеней	11428	801	196	129	406	160	125	302	298	109	150	113	126	506	343	242	298	602	286	233	98	337	109	267	161	68	258	168	110	131	333	193	293	260	354	334	261	752	213	66	244	100	292	446	155					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	340	20	6	3	11	4	3	9	9	3	5	3	4	15	12	7	9	17	9	8	3	10	3	8	4	2	8	5	3	3	13	6	9	8	15	10	8	20	6	2	8	3	9	12	5					
