Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																		
Дата голосования: 02.12.2007																																		
																																		
Наименование Избирательной комиссии:    Ольховатская																																		
																																		
Сводная таблица результатов выборов																																		
																																		
		Сумма	УИК №2501	УИК №2502	УИК №2503	УИК №2504	УИК №2505	УИК №2506	УИК №2507	УИК №2508	УИК №2509	УИК №2510	УИК №2511	УИК №2512	УИК №2513	УИК №2514	УИК №2515	УИК №2516	УИК №2517	УИК №2518	УИК №2519	УИК №2520	УИК №2521	УИК №2522	УИК №2523	УИК №2524	УИК №2525	УИК №2526	УИК №2527					
1	"Число избирателей, внесенных в списки избирателей"	19796	1004	1218	1476	1326	1453	888	1289	1414	588	320	490	493	578	326	576	737	695	262	716	147	454	454	188	600	594	1054	456					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	19850	900	1200	1500	1350	1500	900	1300	1450	600	300	500	500	550	350	550	750	700	300	700	150	450	450	200	600	600	1050	450					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	12347	637	817	970	773	841	574	743	930	406	129	360	381	363	185	346	427	384	126	411	103	267	250	148	423	360	720	273					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	3698	166	104	116	242	240	96	162	222	107	121	82	71	104	141	198	293	245	102	234	42	76	161	21	70	94	119	69					
6	Число погашенных избирательных бюллетеней	3805	97	279	414	335	419	230	395	298	87	50	58	48	83	24	6	30	71	72	55	5	107	39	31	107	146	211	108					
7	Число избирательных бюллетеней в переносных ящиках для голосования	3698	166	104	116	242	240	96	162	222	107	121	82	71	104	141	198	293	245	102	234	42	76	161	21	70	94	119	69					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	12346	637	817	970	773	840	574	743	930	406	129	360	381	363	185	346	427	384	126	411	103	267	250	148	423	360	720	273					
9	Число недействительных избирательных бюллетеней	229	10	11	11	11	16	8	20	18	5	3	8	65	3	0	1	2	3	1	11	0	1	2	1	4	3	8	3					
10	Число действительных избирательных бюллетеней	15815	793	910	1075	1004	1064	662	885	1134	508	247	434	387	464	326	543	718	626	227	634	145	342	409	168	489	451	831	339					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	500	20	27	43	21	33	20	21	42	37	6	12	24	10	12	9	15	12	10	22	4	13	18	7	10	13	36	3					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	488	20	27	43	21	33	19	21	42	37	4	12	24	10	12	9	15	12	10	18	1	13	18	5	10	13	36	3					
