Выборы Президента Российской Федерации																																																												
Дата голосования: 02.03.2008																																																												
																																																												
"Наименование Избирательной комиссии:    Ставрополь, Ленинская"																																																												
																																																												
Сводная таблица результатов выборов																																																												
																																																												
	Число участковых избирательных комиссий	53																																																										
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	53																																																										
																																																												
		Сумма	УИК №1	УИК №2	УИК №3	УИК №4	УИК №5	УИК №6	УИК №7	УИК №8	УИК №9	УИК №10	УИК №11	УИК №12	УИК №13	УИК №14	УИК №15	УИК №16	УИК №17	УИК №18	УИК №19	УИК №20	УИК №21	УИК №22	УИК №23	УИК №24	УИК №25	УИК №26	УИК №27	УИК №28	УИК №29	УИК №30	УИК №31	УИК №32	УИК №33	УИК №34	УИК №35	УИК №36	УИК №37	УИК №38	УИК №39	УИК №40	УИК №41	УИК №42	УИК №43	УИК №44	УИК №45	УИК №46	УИК №47	УИК №48	УИК №49	УИК №50	УИК №51	УИК №52	УИК №53					
1	"Число избирателей, включенных в списки избирателей"	84186	1619	1837	2914	2601	1399	1023	655	1098	1289	1698	2232	1635	2374	1113	2703	2160	2428	1233	1390	2379	1558	1299	794	1540	1107	2186	1946	2528	870	1596	1893	2116	2311	1192	1658	745	1653	2186	1439	1710	1869	1970	3100	3093	1161	1820	51	250	38	176	68	1035	1448					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	68450	1400	1500	2500	2300	1150	950	500	850	1100	1400	1700	1300	1800	900	2000	1700	1900	1000	1100	1900	1250	1000	600	1450	900	1800	1600	2000	700	1200	1500	1700	1800	950	1200	600	1400	1700	1100	1350	1500	1600	2600	2600	900	1500	100	300	100	200	100	1100	1100					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в помещениях для голосования в день голосования"	49902	1052	1129	2256	2079	1076	908	393	591	892	1011	1218	830	1411	617	1457	945	1409	665	700	1233	878	863	518	1379	573	1301	1098	1487	451	982	1044	1040	1264	648	1063	477	833	1012	707	840	942	935	2011	1706	493	1018	50	234	30	159	58	1035	901					
5	"Число избирательных бюллетеней, выданных вне помещений для голосования в день голосования"	1983	30	64	27	12	33	9	9	40	28	29	54	46	45	24	50	78	26	13	25	37	47	25	18	4	23	49	44	50	81	32	78	64	90	41	35	28	69	80	60	71	58	72	31	42	54	25	0	0	8	12	0	0	13					
6	Число погашенных избирательных бюллетеней	16565	318	307	217	209	41	33	98	219	180	360	428	424	344	259	493	677	465	322	375	630	325	112	64	67	304	450	458	463	168	186	378	596	446	261	102	95	498	608	333	439	500	593	558	852	353	457	50	66	62	29	42	65	186					
