Выборы Президента Российской Федерации																																		
																																		
Наименование Избирательной комиссии:    Пышминская																																		
																																		
Итоги голосования 																																		
																																		
		Сумма	УИК №697	УИК №698	УИК №699	УИК №700	УИК №701	УИК №702	УИК №703	УИК №704	УИК №705	УИК №706	УИК №707	УИК №708	УИК №709	УИК №710	УИК №711	УИК №712	УИК №713	УИК №714	УИК №715	УИК №716	УИК №717	УИК №718	УИК №719	УИК №720	УИК №721	УИК №722	УИК №723					
1	"Число избирателей, внесенных в список"	17041	1788	1139	1798	1716	1699	273	348	709	210	748	85	113	360	326	185	454	387	586	263	397	1085	287	568	169	711	463	174					
2	Число полученных избирательных бюллетеней	17125	1746	1173	1799	1801	1726	275	348	710	206	745	91	119	359	317	183	454	381	568	265	404	1080	282	575	173	712	460	173					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	9094	836	575	853	808	755	181	219	371	87	363	78	79	217	206	95	350	280	344	140	242	573	125	424	126	362	296	109					
5	"Число избирательных бюллетеней, выданных вне помещения"	1046	63	37	74	90	73	22	13	64	61	57	0	0	24	50	18	32	23	37	25	19	65	41	24	0	62	40	32					
6	Число погашенных избирательных бюллетеней	6985	847	561	872	903	898	72	116	275	58	325	13	40	118	61	70	72	78	187	100	143	442	116	127	47	288	124	32					
7	Число избирательных бюллетеней в переносных ящиках	1045	63	37	74	89	73	22	13	64	61	57	0	0	24	50	18	32	23	37	25	19	65	41	24	0	62	40	32					
8	Число бюллетеней в стационарных ящиках для голосования	9092	836	575	853	808	755	181	219	371	87	363	78	79	217	206	95	350	280	342	140	242	573	125	424	126	362	296	109					
9	Число недействительных избирательных бюллетеней	95	4	5	10	9	10	0	1	0	1	4	1	0	4	7	3	3	4	5	1	2	7	0	4	3	4	2	1					
10	Число действительных избирательных бюллетеней	10042	895	607	917	888	818	203	231	435	147	416	77	79	237	249	110	379	299	374	164	259	631	166	444	123	420	334	140					
11	Число полученных открепительных  удостоверений	342	60	20	30	30	30	5	10	10	5	15	5	5	5	5	5	10	5	10	5	7	20	5	10	5	10	10	5					
12	Число выданных открепительных удостоверений	90	7	9	16	4	9	1	1	3	2	1	0	0	5	1	4	3	0	0	1	7	8	0	2	0	3	3	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	48	7	2	3	2	4	1	0	4	1	1	1	1	0	0	2	5	2	1	3	1	4	1	0	0	1	0	1					
14	Число неиспользованных открепительных удостоверений	252	53	11	14	26	21	4	9	7	3	14	5	5	0	4	1	7	5	10	4	0	12	5	8	5	7	7	5					
15	"Число открепительных удостоверений, выданных в ТИК"	4	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	1	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																		
18	. Глазьев Сергей Юрьевич	288	38	30	40	44	23	3	3	11	3	7	1	0	4	7	0	12	5	6	0	3	20	6	8	1	6	5	2					
		2.84%	4.23%	4.90%	4.31%	4.91%	2.78%	1.48%	1.29%	2.53%	2.03%	1.67%	1.28%	0.00%	1.66%	2.73%	0.00%	3.14%	1.65%	1.58%	0.00%	1.15%	3.13%	3.61%	1.79%	0.79%	1.42%	1.49%	1.42%					
19	. Малышкин Олег Александрович	277	17	12	19	28	22	3	6	18	7	6	4	3	10	21	3	19	12	7	0	2	12	6	7	0	11	18	4					
