Выборы Президента Российской Федерации																																
																																
Наименование Избирательной комиссии:    Тюхтетская																																
																																
Итоги голосования 																																
																																
		Сумма	УИК №1978	УИК №1979	УИК №1980	УИК №1981	УИК №1982	УИК №1983	УИК №1984	УИК №1985	УИК №1986	УИК №1987	УИК №1988	УИК №1989	УИК №1990	УИК №1991	УИК №1992	УИК №1993	УИК №1994	УИК №1995	УИК №1996	УИК №1997	УИК №1998	УИК №1999	УИК №2000	УИК №2001	УИК №2002					
1	"Число избирателей, внесенных в список"	7801	1498	1459	1020	99	77	107	269	297	151	151	342	92	162	273	473	59	76	190	228	188	233	59	64	104	130					
2	Число полученных избирательных бюллетеней	7451	1350	1320	920	103	77	109	270	297	156	154	346	94	165	273	476	59	76	191	231	189	233	60	66	106	130					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	4245	705	608	446	62	61	65	217	175	95	111	161	67	80	176	242	52	62	142	139	131	212	47	48	70	71					
5	"Число избирательных бюллетеней, выданных вне помещения"	490	84	56	33	10	10	21	14	17	0	10	4	10	21	34	86	6	11	24	16	6	0	0	5	8	4					
6	Число погашенных избирательных бюллетеней	2716	561	656	441	31	6	23	39	105	61	33	181	17	64	63	148	1	3	25	76	52	21	13	13	28	55					
7	Число избирательных бюллетеней в переносных ящиках	490	84	56	33	10	10	21	14	17	0	10	4	10	21	34	86	6	11	24	16	6	0	0	5	8	4					
8	Число бюллетеней в стационарных ящиках для голосования	4245	705	608	446	62	61	65	217	175	95	111	161	67	80	176	242	52	62	142	139	131	212	47	48	70	71					
9	Число недействительных избирательных бюллетеней	31	4	7	5	0	0	0	0	2	1	0	0	2	1	0	2	0	0	4	2	0	0	0	0	1	0					
10	Число действительных избирательных бюллетеней	4704	785	657	474	72	71	86	231	190	94	121	165	75	100	210	326	58	73	162	153	137	212	47	53	77	75					
11	Число полученных открепительных  удостоверений	95	9	9	9	2	2	2	5	5	4	4	5	2	2	5	6	1	1	4	4	2	4	2	2	2	2					
12	Число выданных открепительных удостоверений	19	3	4	4	0	0	0	0	0	0	0	1	0	1	0	3	0	0	1	0	1	0	1	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	14	2	4	2	0	1	0	0	0	0	0	0	0	1	0	0	1	1	0	0	1	0	1	0	0	0					
14	Число неиспользованных открепительных удостоверений	76	6	5	5	2	2	2	5	5	4	4	4	2	1	5	3	1	1	3	4	1	4	1	2	2	2					
15	"Число открепительных удостоверений, выданных в ТИК"	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																
18	. Глазьев Сергей Юрьевич	551	125	86	59	5	3	3	16	22	3	12	34	10	7	14	36	1	2	13	20	17	48	0	6	7	2					
		11.64%	15.84%	12.95%	12.32%	6.94%	4.23%	3.49%	6.93%	11.46%	3.16%	9.92%	20.61%	12.99%	6.93%	6.67%	10.98%	1.72%	2.74%	7.83%	12.90%	12.41%	22.64%	0.00%	11.32%	8.97%	2.67%					
