Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																												
Дата голосования: 07.12.2003 0:00:00																																												
																																												
Наименование Избирательной комиссии:    Верещагинская																																												
																																												
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																												
																																												
		Сумма	УИК №601	УИК №602	УИК №603	УИК №604	УИК №605	УИК №606	УИК №607	УИК №608	УИК №609	УИК №610	УИК №611	УИК №612	УИК №613	УИК №614	УИК №615	УИК №616	УИК №617	УИК №618	УИК №619	УИК №620	УИК №621	УИК №622	УИК №623	УИК №624	УИК №625	УИК №626	УИК №627	УИК №628	УИК №629	УИК №630	УИК №631	УИК №632	УИК №633	УИК №634	УИК №635	УИК №636	УИК №637					
1	"Число избирателей, внесенных в списки"	32989	891	1231	1257	1234	1539	1558	1457	1906	1379	1943	1393	1833	430	821	1045	813	1076	432	771	1583	239	538	317	121	352	638	683	743	1018	1117	166	353	199	157	564	1066	126					
2	"Число бюллетеней, полученных участковыми комиссиями"	33400	900	1200	1200	1200	1500	1500	1450	1800	1300	1900	1500	1900	450	800	1100	800	1000	500	800	1600	250	575	300	125	400	650	700	800	1050	1200	200	400	200	175	650	1200	125					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	15836	378	643	518	501	750	722	706	1076	810	905	707	1061	207	459	508	240	588	227	308	692	101	237	151	90	186	411	240	256	413	491	64	177	99	95	274	471	74					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	2615	34	34	60	64	74	34	53	168	38	49	43	49	30	22	46	176	20	34	106	86	33	89	38	6	16	4	173	189	149	149	63	74	32	11	153	191	25					
6	Число погашенных бюллетеней	14949	488	523	622	635	676	744	691	556	452	946	750	790	213	319	546	384	392	239	386	822	116	249	111	29	198	235	287	355	488	560	73	149	69	69	223	538	26					
7	Число бюллетеней в переносных ящиках для голосования	2615	34	34	60	64	74	34	53	168	38	49	43	49	30	22	46	176	20	34	106	86	33	89	38	6	16	4	173	189	149	149	63	74	32	11	153	191	25					
8	Число бюллетеней в стационарных ящиках для голосования	15831	377	643	518	501	750	722	706	1076	810	904	706	1060	207	459	508	240	588	227	308	692	101	237	151	90	186	411	240	255	413	491	64	177	99	95	274	471	74					
9	Число недействительных бюллетеней	394	10	14	20	10	9	6	20	11	11	13	17	14	4	11	6	2	9	6	15	19	5	8	6	0	12	7	8	17	24	8	1	17	8	5	25	12	4					
10	Число действительных бюллетеней	18052	401	663	558	555	815	750	739	1233	837	940	732	1095	233	470	548	414	599	255	399	759	129	318	183	96	190	408	405	427	538	632	126	234	123	101	402	650	95					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	340	10	13	8	14	15	15	15	12	15	15	15	54	5	5	10	2	6	8	5	10	3	8	3	3	6	2	5	5	11	10	3	5	3	3	5	10	3					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	253	10	11	3	4	13	9	7	12	15	12	9	45	4	5	10	2	2	5	5	9	1	8	2	0	6	1	5	5	11	6	1	0	0	1	4	10	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	143	3	5	6	4	3	1	10	9	11	6	1	11	3	6	12	5	0	2	2	0	3	3	2	0	3	4	2	1	8	3	0	2	0	0	4	3	5					
14	Число погашенных открепительных удостоверений	87	0	2	5	10	2	6	8	0	0	3	6	9	1	0	0	0	4	3	0	1	2	0	1	3	0	1	0	0	0	4	2	5	3	2	1	0	3					
15	Число открепительных удостоверений выданных ТИК	30	3	1	1	2	4	1	1	1	0	2	0	1	0	1	1	5	0	0	1	2	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
