Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																						
Дата голосования: 04.12.2011																																						
																																						
Наименование Избирательной комиссии:    Кичменгско-Городецкая																																						
																																						
Сводная таблица результатов выборов																																						
																																						
		Сумма	УИК №549	УИК №550	УИК №551	УИК №552	УИК №553	УИК №554	УИК №555	УИК №556	УИК №557	УИК №558	УИК №559	УИК №560	УИК №561	УИК №562	УИК №563	УИК №564	УИК №565	УИК №566	УИК №567	УИК №568	УИК №569	УИК №570	УИК №571	УИК №572	УИК №573	УИК №574	УИК №575	УИК №576	УИК №577	УИК №578	УИК №579					
1	"Число избирателей, внесенных в список избирателей"	15440	637	655	2106	2405	354	521	452	363	221	204	155	749	214	371	190	204	345	204	471	287	831	217	170	239	381	303	110	252	361	605	863					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	16123	648	666	2162	2490	359	542	465	396	223	219	171	794	262	378	210	219	387	215	486	290	854	219	177	244	398	325	119	275	381	630	919					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	7102	332	312	1075	1162	196	237	217	148	104	100	72	286	73	84	100	102	155	70	164	144	288	99	53	161	177	130	66	122	194	210	469					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1797	32	53	87	53	4	33	46	66	20	33	38	135	90	170	58	31	96	69	90	30	89	33	46	18	43	44	14	26	7	202	41					
6	Число погашенных избирательных бюллетеней	7224	284	301	1000	1275	159	272	202	182	99	86	61	373	99	124	52	86	136	76	232	116	477	87	78	65	178	151	39	127	180	218	409					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1797	32	53	87	53	4	33	46	66	20	33	38	135	90	170	58	31	96	69	90	30	89	33	46	18	43	44	14	26	7	202	41					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	7100	332	312	1073	1162	196	237	217	148	104	100	72	286	73	84	100	102	155	70	164	144	288	99	53	161	177	130	66	122	194	210	469					
9	Число недействительных избирательных бюллетеней	148	6	8	14	25	3	5	4	4	1	0	2	6	2	4	7	2	1	4	7	0	6	3	3	0	0	0	1	4	5	8	13					
10	Число действительных избирательных бюллетеней	8749	358	357	1146	1190	197	265	259	210	123	133	108	415	161	250	151	131	250	135	247	174	371	129	96	179	220	174	79	144	196	404	497					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	720	40	20	50	50	30	30	20	25	15	15	10	30	20	10	35	20	30	15	30	10	30	15	15	15	20	20	10	20	10	20	40					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	489	6	13	47	50	1	11	9	25	1	15	10	30	20	10	30	12	30	15	5	10	12	2	8	2	9	15	10	20	1	20	40					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	172	4	15	25	25	5	4	10	3	2	2	3	7	2	3	5	4	2	5	4	3	3	2	7	2	2	5	4	2	3	4	5					
14	Число погашенных неиспользованных открепительных удостоверений	231	34	7	3	0	29	19	11	0	14	0	0	0	0	0	5	8	0	0	25	0	18	13	7	13	11	5	0	0	9	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	10	0	0	2	1	0	0	3	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																						
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1905	50	110	323	338	49	67	47	34	34	17	25	54	25	48	23	16	44	14	51	29	86	19	15	36	35	21	14	31	43	86	121					
		21.41%	13.74%	30.14%	27.84%	27.82%	24.50%	24.81%	17.87%	15.89%	27.42%	12.78%	22.73%	12.83%	15.34%	18.90%	14.56%	12.03%	17.53%	10.07%	20.08%	16.67%	22.81%	14.39%	15.15%	20.11%	15.91%	12.07%	17.50%	20.95%	21.39%	20.87%	23.73%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	1296	59	46	133	184	33	44	36	33	16	19	20	48	11	40	44	12	44	11	54	28	65	33	11	21	27	49	9	24	29	42	71					
		14.57%	16.21%	12.60%	11.47%	15.14%	16.50%	16.30%	13.69%	15.42%	12.90%	14.29%	18.18%	11.40%	6.75%	15.75%	27.85%	9.02%	17.53%	7.91%	21.26%	16.09%	17.24%	25.00%	11.11%	11.73%	12.27%	28.16%	11.25%	16.22%	14.43%	10.19%	13.92%					
