Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																														
Дата голосования: 07.12.2003 0:00:00																																														
																																														
Наименование Избирательной комиссии:    Камско-Устьинская																																														
																																														
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																														
																																														
		Сумма	УИК №1647	УИК №1648	УИК №1649	УИК №1650	УИК №1651	УИК №1652	УИК №1653	УИК №1654	УИК №1655	УИК №1656	УИК №1657	УИК №1658	УИК №1659	УИК №1660	УИК №1661	УИК №1662	УИК №1663	УИК №1664	УИК №1665	УИК №1666	УИК №1667	УИК №1668	УИК №1669	УИК №1670	УИК №1671	УИК №1672	УИК №1673	УИК №1674	УИК №1675	УИК №1676	УИК №1677	УИК №1678	УИК №1679	УИК №1680	УИК №1681	УИК №1682	УИК №1683	УИК №1684	УИК №1685					
1	"Число избирателей, внесенных в списки"	13431	792	823	727	941	689	793	633	651	372	62	486	242	429	155	346	120	162	372	224	171	262	158	139	150	155	135	677	776	163	448	120	85	168	175	162	149	163	84	72					
2	"Число бюллетеней, полученных участковыми комиссиями"	13657	847	819	725	950	700	782	646	665	374	65	500	245	432	160	349	125	158	380	230	176	270	163	148	152	160	139	685	770	165	452	127	92	177	180	168	152	171	85	73					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	11280	624	773	541	902	529	626	581	542	330	62	386	224	334	145	311	100	150	367	212	168	254	158	108	140	154	133	317	560	144	297	113	75	166	156	153	149	155	69	72					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	781	18	21	30	29	36	24	10	14	24	0	48	17	95	10	34	19	8	2	10	3	0	0	30	6	1	2	116	8	12	97	7	4	0	16	7	0	8	15	0					
6	Число погашенных бюллетеней	1596	205	25	154	19	135	132	55	109	20	3	66	4	3	5	4	6	0	11	8	5	16	5	10	6	5	4	252	202	9	58	7	13	11	8	8	3	8	1	1					
7	Число бюллетеней в переносных ящиках для голосования	781	18	21	30	29	36	24	10	14	24	0	48	17	95	10	34	19	8	2	10	3	0	0	30	6	1	2	116	8	12	97	7	4	0	16	7	0	8	15	0					
8	Число бюллетеней в стационарных ящиках для голосования	11275	624	773	541	902	529	626	581	542	330	62	386	224	334	145	311	100	150	367	212	168	254	158	108	140	154	133	317	557	144	295	113	75	166	156	153	149	155	69	72					
9	Число недействительных бюллетеней	263	6	20	5	40	20	4	10	7	13	1	1	3	6	0	8	0	0	5	2	1	22	0	0	0	3	15	6	14	0	5	4	3	7	0	19	7	5	1	0					
10	Число действительных бюллетеней	11793	636	774	566	891	545	646	581	549	341	61	433	238	423	155	337	119	158	364	220	170	232	158	138	146	152	120	427	551	156	387	116	76	159	172	141	142	158	83	72					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	250	13	13	11	15	13	13	13	13	6	2	8	6	8	3	6	3	3	6	5	4	8	1	4	4	4	4	10	10	4	7	4	2	4	4	4	4	4	2	2					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	75	9	2	7	10	5	0	2	3	1	0	1	3	1	0	0	1	1	2	1	0	4	0	0	4	0	0	0	0	1	6	0	1	3	3	2	1	0	1	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	47	0	4	4	3	1	6	2	1	1	0	1	0	0	0	5	0	2	0	0	0	0	2	0	0	1	1	3	5	0	2	0	1	1	0	0	0	0	1	0					
14	Число погашенных открепительных удостоверений	175	4	11	4	5	8	13	11	10	5	2	7	3	7	3	6	2	2	4	4	4	4	1	4	0	4	4	10	10	3	1	4	1	1	1	2	3	4	1	2					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																														
18	"1. ""ЕДИНЕНИЕ"""	111	16	9	4	9	6	6	5	2	5	0	1	0	6	0	2	0	0	6	2	0	5	0	1	1	0	0	2	15	2	3	0	0	1	0	2	0	0	0	0					
		0.92%	2.49%	1.13%	0.70%	0.96%	1.06%	0.92%	0.84%	0.35%	1.41%	0.0%	0.23%	0.0%	1.39%	0.0%	0.57%	0.0%	0.0%	1.62%	0.90%	0.0%	1.96%	0.0%	0.72%	0.68%	0.0%	0.0%	0.46%	2.65%	1.28%	0.76%	0.0%	0.0%	0.60%	0.0%	1.25%	0.0%	0.0%	0.0%	0.0%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	62	5	5	8	7	8	5	3	4	2	0	5	0	6	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0					
