Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																														
Дата голосования: 02.12.2007																														
																														
Наименование Избирательной комиссии:    Моршанская городская																														
																														
Сводная таблица результатов выборов																														
																														
		Сумма	УИК №405	УИК №406	УИК №407	УИК №408	УИК №409	УИК №410	УИК №411	УИК №412	УИК №413	УИК №414	УИК №415	УИК №416	УИК №417	УИК №418	УИК №419	УИК №420	УИК №421	УИК №422	УИК №423	УИК №424	УИК №425	УИК №426	УИК №427					
1	"Число избирателей, внесенных в списки избирателей"	31722	2020	741	1463	1984	1962	2130	1032	1075	1267	1529	1597	946	1165	1047	1063	1250	1163	1480	1202	1712	752	1401	1741					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	25250	1600	550	1200	1550	1550	1650	750	850	1000	1200	1150	800	900	800	800	1000	900	1200	1500	1300	600	1000	1400					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	17335	1088	395	855	1058	1117	1149	574	560	729	790	758	432	629	546	582	677	589	747	1060	915	374	772	939					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	2162	298	46	79	116	100	83	77	75	46	71	129	29	49	55	49	136	130	100	142	90	40	102	120					
6	Число погашенных избирательных бюллетеней	5753	214	109	266	376	333	418	99	215	225	339	263	339	222	199	169	187	181	353	298	295	186	126	341					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2162	298	46	79	116	100	83	77	75	46	71	129	29	49	55	49	136	130	100	142	90	40	102	120					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	17335	1088	395	855	1058	1117	1149	574	560	729	790	758	432	629	546	582	677	589	747	1060	915	374	772	939					
9	Число недействительных избирательных бюллетеней	246	8	17	24	35	18	13	7	6	4	8	8	8	1	13	6	8	5	7	19	9	6	11	5					
10	Число действительных избирательных бюллетеней	19251	1378	424	910	1139	1199	1219	644	629	771	853	879	453	677	588	625	805	714	840	1183	996	408	863	1054					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	512	40	20	30	30	30	30	10	30	20	17	20	10	20	20	15	20	10	20	25	25	20	20	30					
