Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																													
Дата голосования: 04.12.2011																													
																													
Наименование Избирательной комиссии:    Моршанская городская																													
																													
Сводная таблица результатов выборов																													
																													
		Сумма	УИК №370	УИК №371	УИК №372	УИК №373	УИК №374	УИК №375	УИК №376	УИК №377	УИК №378	УИК №379	УИК №380	УИК №381	УИК №382	УИК №383	УИК №384	УИК №385	УИК №386	УИК №387	УИК №388	УИК №389	УИК №390	УИК №391					
1	"Число избирателей, внесенных в список избирателей"	31030	1404	1937	1060	2055	1884	1658	1936	1135	1349	623	919	1128	1933	1559	2089	643	1519	1020	965	1216	1458	1540					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	25800	1150	1600	1000	1600	1500	1300	1600	900	1100	550	800	800	1600	1200	1900	550	1300	900	900	1100	1100	1350					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	20555	976	1507	767	1213	1290	1060	1316	773	988	366	448	703	1250	1028	1402	420	999	545	748	777	769	1210					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	2836	110	84	120	127	81	69	186	78	62	42	195	35	320	90	331	33	122	135	31	221	245	119					
6	Число погашенных избирательных бюллетеней	2409	64	9	113	260	129	171	98	49	50	142	157	62	30	82	167	97	179	220	121	102	86	21					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2836	110	84	120	127	81	69	186	78	62	42	195	35	320	90	331	33	122	135	31	221	245	119					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	20549	976	1507	767	1213	1290	1060	1313	773	988	366	448	702	1250	1028	1402	420	999	545	748	775	769	1210					
9	Число недействительных избирательных бюллетеней	271	9	0	7	16	26	12	3	2	13	4	4	0	7	9	81	9	13	10	21	0	16	9					
10	Число действительных избирательных бюллетеней	23114	1077	1591	880	1324	1345	1117	1496	849	1037	404	639	737	1563	1109	1652	444	1108	670	758	996	998	1320					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	277	12	15	12	30	18	23	13	12	10	9	7	7	11	12	15	7	8	7	12	8	12	17					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	259	10	15	12	28	17	22	13	11	10	9	7	4	11	12	15	4	8	4	11	8	12	16					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	215	4	6	20	19	6	15	10	7	1	0	17	14	12	7	12	2	12	11	8	14	8	10					
14	Число погашенных неиспользованных открепительных удостоверений	18	2	0	0	2	1	1	0	1	0	0	0	3	0	0	0	3	0	3	1	0	0	1					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	143	5	10	7	13	6	3	8	4	11	9	6	3	11	9	11	1	3	2	3	5	9	4					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																													
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	989	58	32	66	143	29	12	91	8	22	41	51	24	38	8	56	54	36	58	68	9	46	39					
		4.23%	5.34%	2.01%	7.44%	10.67%	2.12%	1.06%	6.07%	0.94%	2.10%	10.05%	7.93%	3.26%	2.42%	0.72%	3.23%	11.92%	3.21%	8.53%	8.73%	0.90%	4.54%	2.93%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	901	55	45	78	147	12	2	43	10	12	57	65	15	47	15	10	56	16	83	72	9	26	26					
		3.85%	5.06%	2.83%	8.79%	10.97%	0.88%	0.18%	2.87%	1.18%	1.14%	13.97%	10.11%	2.04%	2.99%	1.34%	0.58%	12.36%	1.43%	12.21%	9.24%	0.90%	2.56%	1.96%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	64	3	0	5	7	6	0	2	1	0	3	3	1	2	0	5	3	5	5	6	1	2	4					
		0.27%	0.28%	0.00%	0.56%	0.52%	0.44%	0.00%	0.13%	0.12%	0.00%	0.74%	0.47%	0.14%	0.13%	0.00%	0.29%	0.66%	0.45%	0.74%	0.77%	0.10%	0.20%	0.30%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	4033	141	271	139	295	205	215	229	190	173	84	85	141	233	216	325	106	168	116	124	196	145	236					
		17.25%	12.98%	17.03%	15.67%	22.01%	14.95%	19.04%	15.28%	22.33%	16.48%	20.59%	13.22%	19.13%	14.84%	19.32%	18.75%	23.40%	14.99%	17.06%	15.92%	19.68%	14.30%	17.76%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	117	7	2	10	18	8	1	4	5	1	0	3	2	10	0	6	14	5	7	8	0	4	2					
		0.50%	0.64%	0.13%	1.13%	1.34%	0.58%	0.09%	0.27%	0.59%	0.10%	0.00%	0.47%	0.27%	0.64%	0.00%	0.35%	3.09%	0.45%	1.03%	1.03%	0.00%	0.39%	0.15%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	16966	809	1241	581	709	1080	887	1124	635	829	218	429	553	1232	870	1246	208	876	399	479	779	771	1011					
		72.55%	74.49%	78.00%	65.50%	52.91%	78.77%	78.57%	74.98%	74.62%	78.95%	53.43%	66.72%	75.03%	78.47%	77.82%	71.90%	45.92%	78.14%	58.68%	61.49%	78.21%	76.04%	76.07%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	44	4	0	1	5	5	0	3	0	0	1	3	1	1	0	4	3	2	2	1	2	4	2					
		0.19%	0.37%	0.00%	0.11%	0.37%	0.36%	0.00%	0.20%	0.00%	0.00%	0.25%	0.47%	0.14%	0.06%	0.00%	0.23%	0.66%	0.18%	0.29%	0.13%	0.20%	0.39%	0.15%					
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
