Выборы Президента Российской Федерации																																		
																																		
Наименование Избирательной комиссии:    район Богородское																																		
																																		
Итоги голосования 																																		
																																		
		Сумма	УИК №849	УИК №850	УИК №851	УИК №852	УИК №853	УИК №854	УИК №855	УИК №856	УИК №857	УИК №858	УИК №859	УИК №860	УИК №861	УИК №862	УИК №863	УИК №864	УИК №865	УИК №866	УИК №867	УИК №868	УИК №869	УИК №870	УИК №871	УИК №872	УИК №873	УИК №874	УИК №3079					
1	"Число избирателей, внесенных в список"	64305	2731	2675	2848	2721	2272	2454	2404	2731	2777	2741	2660	2650	2432	2322	2098	2792	2743	2715	430	2802	2587	2614	2193	2223	2376	2228	86					
2	Число полученных избирательных бюллетеней	59000	2500	2500	2600	2500	2000	2200	2200	2500	2500	2500	2400	2400	2200	2100	1900	2600	2500	2500	400	2500	2500	2500	2000	2000	2200	2000	300					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	33428	1475	1441	1439	1438	1111	1210	1206	1417	1474	1504	1360	1403	1323	1165	1132	1378	1492	1503	174	1405	1534	1299	1121	1164	1185	989	86					
5	"Число избирательных бюллетеней, выданных вне помещения"	1025	60	10	15	45	21	26	32	64	25	38	28	38	40	33	21	57	26	41	54	26	168	11	20	43	21	62	0					
6	Число погашенных избирательных бюллетеней	24547	965	1049	1146	1017	868	964	962	1019	1001	958	1012	959	837	902	747	1165	982	956	172	1069	798	1190	859	793	994	949	214					
7	Число избирательных бюллетеней в переносных ящиках	1023	60	10	15	45	21	26	32	64	25	38	27	38	40	33	21	57	26	41	54	26	167	11	20	43	21	62	0					
8	Число бюллетеней в стационарных ящиках для голосования	33218	1475	1434	1439	1390	1090	1206	1199	1414	1471	1501	1355	1403	1323	1165	1131	1376	1489	1462	174	1359	1529	1298	1121	1162	1183	983	86					
9	Число недействительных избирательных бюллетеней	336	11	28	13	14	11	21	6	17	14	18	22	18	12	4	9	2	15	12	0	18	17	16	14	2	11	11	0					
10	Число действительных избирательных бюллетеней	33905	1524	1416	1441	1421	1100	1211	1225	1461	1482	1521	1360	1423	1351	1194	1143	1431	1500	1491	228	1367	1679	1293	1127	1203	1193	1034	86					
11	Число полученных открепительных  удостоверений	1600	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	200	50	50	50	50	200	50	50	50	50	50	0					
12	Число выданных открепительных удостоверений	1022	47	45	39	36	24	30	23	34	36	29	23	44	28	23	29	118	30	39	6	44	165	31	29	24	21	25	0					
