Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																	
Дата голосования: 07.12.2003 0:00:00																	
																	
Наименование Избирательной комиссии:    Костомукшская городская																	
																	
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																	
																	
		Сумма	УИК №95	УИК №96	УИК №97	УИК №98	УИК №99	УИК №100	УИК №101	УИК №102	УИК №103	УИК №2104					
1	"Число избирателей, внесенных в списки"	24329	3017	3062	2770	2925	2442	3058	2718	2890	1073	374					
2	"Число бюллетеней, полученных участковыми комиссиями"	22600	2700	2700	2700	2700	2200	2700	2500	2700	1300	400					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	228	0	0	0	0	0	0	0	0	228	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	11851	1490	1479	1234	1422	1283	1552	1338	1381	484	188					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	185	8	29	8	19	16	20	23	20	18	24					
6	Число погашенных бюллетеней	10336	1202	1192	1458	1259	901	1128	1139	1299	570	188					
7	Число бюллетеней в переносных ящиках для голосования	411	8	29	8	19	16	20	23	20	244	24					
8	Число бюллетеней в стационарных ящиках для голосования	11846	1490	1478	1232	1419	1283	1552	1337	1381	486	188					
9	Число недействительных бюллетеней	63	13	6	9	5	6	9	7	5	3	0					
10	Число действительных бюллетеней	12194	1485	1501	1231	1433	1293	1563	1353	1396	727	212					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	297	30	30	30	30	30	30	30	30	27	30					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	49	9	3	7	10	5	4	8	0	2	1					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	34	2	4	6	5	3	2	6	3	0	3					
14	Число погашенных открепительных удостоверений	248	21	27	23	20	25	26	22	30	25	29					
15	Число открепительных удостоверений выданных ТИК	3	0	1	0	0	1	0	0	0	0	1					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0					
																	
18	"1. ""ЕДИНЕНИЕ"""	63	11	3	7	8	4	13	8	2	5	2					
		0.51%	0.73%	0.19%	0.56%	0.55%	0.30%	0.82%	0.58%	0.14%	0.68%	0.94%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	664	87	88	63	88	76	66	81	87	24	4					
		5.41%	5.80%	5.83%	5.08%	6.11%	5.85%	4.19%	5.95%	6.20%	3.28%	1.88%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	375	53	48	33	48	45	37	52	34	15	10					
		3.05%	3.53%	3.18%	2.66%	3.33%	3.46%	2.35%	3.82%	2.42%	2.05%	4.71%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	887	124	121	64	135	116	94	101	99	23	10					
		7.23%	8.27%	8.02%	5.16%	9.38%	8.92%	5.97%	7.42%	7.06%	3.15%	4.71%					
22	"5. ""За Русь Святую"""	38	5	2	8	7	3	4	4	3	2	0					
		0.31%	0.33%	0.13%	0.64%	0.48%	0.23%	0.25%	0.29%	0.21%	0.27%	0.0%					
23	"6. ""Объединенная Российская партия ""Русь"""	25	5	3	2	1	4	1	1	5	2	1					
		0.20%	0.33%	0.19%	0.16%	0.06%	0.30%	0.06%	0.07%	0.35%	0.27%	0.47%					
24	"7. ""Новый курс - Автомобильная Россия"""	117	16	9	16	11	10	17	19	12	7	0					
		0.95%	1.06%	0.59%	1.29%	0.76%	0.76%	1.08%	1.39%	0.85%	0.95%	0.0%					
25	"8. ""Народно-республиканская партия России"""	5	1	1	1	0	0	1	0	1	0	0					
		0.04%	0.06%	0.06%	0.08%	0.0%	0.0%	0.06%	0.0%	0.07%	0.0%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	63	10	11	7	3	8	9	6	5	3	1					
		0.51%	0.66%	0.72%	0.56%	0.20%	0.61%	0.57%	0.44%	0.35%	0.41%	0.47%					
27	"10. ""Аграрная партия России"""	183	12	27	11	9	19	40	22	26	11	6					
		1.49%	0.80%	1.79%	0.88%	0.62%	1.46%	2.54%	1.61%	1.85%	1.50%	2.83%					
28	"11. ""Истинные патриоты России"""	11	2	2	1	0	1	0	0	1	3	1					
		0.08%	0.13%	0.13%	0.08%	0.0%	0.07%	0.0%	0.0%	0.07%	0.41%	0.47%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	123	20	8	18	11	18	20	15	11	1	1					
		1.00%	1.33%	0.53%	1.45%	0.76%	1.38%	1.27%	1.10%	0.78%	0.13%	0.47%					
30	"13. ""Демократическая партия России"""	23	2	2	1	4	2	4	4	4	0	0					
		0.18%	0.13%	0.13%	0.08%	0.27%	0.15%	0.25%	0.29%	0.28%	0.0%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	22	3	3	2	4	1	2	3	2	2	0					
		0.17%	0.20%	0.19%	0.16%	0.27%	0.07%	0.12%	0.22%	0.14%	0.27%	0.0%					
32	"15. ""Партия СЛОН"""	13	1	2	2	2	1	0	3	1	1	0					
		0.10%	0.06%	0.13%	0.16%	0.13%	0.07%	0.0%	0.22%	0.07%	0.13%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	817	100	90	70	96	94	102	102	115	41	7					
		6.66%	6.67%	5.97%	5.64%	6.67%	7.23%	6.48%	7.5%	8.20%	5.61%	3.30%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	7	0	0	1	0	1	1	0	1	1	2					
		0.05%	0.0%	0.0%	0.08%	0.0%	0.07%	0.06%	0.0%	0.07%	0.13%	0.94%					
35	"18. ""ЛДПР"""	1965	218	231	230	256	160	256	185	239	173	17					
		16.03%	14.55%	15.32%	18.54%	17.80%	12.31%	16.28%	13.60%	17.05%	23.69%	8.01%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	146	17	24	19	14	15	21	14	10	8	4					
		1.19%	1.13%	1.59%	1.53%	0.97%	1.15%	1.33%	1.02%	0.71%	1.09%	1.88%					
37	"20. ""Политическая партия ""Единая Россия"""	5187	623	632	517	566	566	693	571	563	319	137					
		42.31%	41.58%	41.93%	41.69%	39.36%	43.57%	44.08%	41.98%	40.18%	43.69%	64.62%					
38	"21. ""Российская Конституционно-демократическая партия"""	14	0	3	0	2	1	1	3	3	1	0					
		0.11%	0.0%	0.19%	0.0%	0.13%	0.07%	0.06%	0.22%	0.21%	0.13%	0.0%					
39	"22. ""Развитие предпринимательства"""	36	5	10	1	2	5	2	7	3	1	0					
		0.29%	0.33%	0.66%	0.08%	0.13%	0.38%	0.12%	0.51%	0.21%	0.13%	0.0%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	528	69	76	51	56	45	57	68	54	47	5					
		4.30%	4.60%	5.04%	4.11%	3.89%	3.46%	3.62%	5.0%	3.85%	6.43%	2.35%					
																	
41	Против всех	882	101	105	106	110	98	122	84	115	37	4					
		7.19%	6.74%	6.96%	8.54%	7.64%	7.54%	7.76%	6.17%	8.20%	5.06%	1.88%					
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
