Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																															
Дата голосования: 18.09.2016																																															
																																															
Наименование Избирательной комиссии:    Даниловская																																															
																																															
Сводная таблица итогов голосования по федеральному избирательному округу																																															
																																															
		Сумма	УИК №453	УИК №454	УИК №455	УИК №456	УИК №457	УИК №458	УИК №459	УИК №460	УИК №461	УИК №462	УИК №463	УИК №464	УИК №465	УИК №466	УИК №467	УИК №468	УИК №469	УИК №470	УИК №471	УИК №472	УИК №473	УИК №474	УИК №475	УИК №476	УИК №477	УИК №478	УИК №479	УИК №480	УИК №481	УИК №482	УИК №483	УИК №484	УИК №485	УИК №486	УИК №487	УИК №488									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	20873	1845	2089	1476	1208	1142	1459	1011	1374	1275	67	716	320	351	227	327	130	191	334	208	359	142	246	142	297	231	181	225	632	223	265	195	168	777	184	416	440									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	17500	1520	1740	1140	980	1000	1200	820	1130	1040	100	580	280	300	190	280	130	170	290	170	300	120	210	130	260	210	180	200	540	200	230	170	160	640	170	340	380									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	7714	851	972	575	379	344	596	325	470	456	45	231	118	135	78	137	48	68	80	74	113	70	80	63	121	70	65	104	192	61	78	36	45	291	58	134	151									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	2111	45	30	50	59	44	62	35	48	50	20	88	51	47	24	32	12	82	130	40	79	18	43	26	47	46	32	63	175	44	64	98	70	98	57	120	82									
6	Число погашенных избирательных бюллетеней	7675	624	738	515	542	612	542	460	612	534	35	261	111	118	88	111	70	20	80	56	108	32	87	41	92	94	83	33	173	95	88	36	45	251	55	86	147									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	2111	45	30	50	59	44	62	35	48	50	20	88	51	47	24	32	12	82	130	40	79	18	43	26	47	46	32	63	175	44	64	98	70	98	57	120	82									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	7711	850	971	575	379	344	596	325	470	455	45	231	118	135	78	137	48	68	80	74	113	70	80	63	121	70	65	104	192	61	78	36	45	291	58	134	151									
9	Число недействительных избирательных бюллетеней	149	8	19	12	8	9	11	7	6	6	0	4	0	4	0	7	0	4	1	6	1	4	2	1	6	0	1	0	3	3	0	0	0	7	0	6	3									
10	Число действительных избирательных бюллетеней	9673	887	982	613	430	379	647	353	512	499	65	315	169	178	102	162	60	146	209	108	191	84	121	88	162	116	96	167	364	102	142	134	115	382	115	248	230									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	375	16	23	10	5	7	15	16	12	5	0	22	4	9	3	14	15	16	9	3	7	6	10	11	7	12	13	3	10	14	13	2	13	14	3	12	21									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	357	16	23	10	5	7	15	16	12	5	0	4	4	9	3	14	15	16	9	3	7	6	10	11	7	12	13	3	10	14	13	2	13	14	3	12	21									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	167	3	13	4	5	5	16	10	3	6	17	7	0	4	3	5	3	5	0	1	3	4	4	3	2	3	5	0	1	7	1	3	1	7	1	1	11									
14	Число погашенных неиспользованных открепительных удостоверений	18	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	25	4	4	2	1	1	0	1	3	1	0	2	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	1	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																															
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	223	19	20	12	8	10	14	11	10	14	0	2	1	2	2	3	4	5	15	11	15	2	1	1	0	7	2	2	4	0	2	0	2	9	1	8	4									
		2.27%	2.12%	1.99%	1.92%	1.83%	2.58%	2.13%	3.06%	1.93%	2.77%	0.00%	0.63%	0.59%	1.10%	1.96%	1.78%	6.67%	3.33%	7.14%	9.65%	7.81%	2.27%	0.81%	1.12%	0.00%	6.03%	2.06%	1.20%	1.09%	0.00%	1.41%	0.00%	1.74%	2.31%	0.87%	3.15%	1.72%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	308	36	23	16	11	14	19	10	13	23	3	14	3	7	2	4	1	2	7	4	4	9	8	2	5	3	0	11	7	0	6	5	1	17	3	8	7									
		3.14%	4.02%	2.30%	2.56%	2.51%	3.61%	2.89%	2.78%	2.51%	4.55%	4.62%	4.39%	1.78%	3.85%	1.96%	2.37%	1.67%	1.33%	3.33%	3.51%	2.08%	10.23%	6.50%	2.25%	2.98%	2.59%	0.00%	6.59%	1.91%	0.00%	4.23%	3.73%	0.87%	4.37%	2.61%	3.15%	3.00%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	244	27	23	12	10	7	17	11	11	8	2	1	3	7	3	7	0	4	6	1	3	3	1	3	4	3	0	2	8	11	9	2	6	7	11	7	4									
		2.48%	3.02%	2.30%	1.92%	2.28%	1.80%	2.58%	3.06%	2.12%	1.58%	3.08%	0.31%	1.78%	3.85%	2.94%	4.14%	0.00%	2.67%	2.86%	0.88%	1.56%	3.41%	0.81%	3.37%	2.38%	2.59%	0.00%	1.20%	2.18%	10.48%	6.34%	1.49%	5.22%	1.80%	9.57%	2.76%	1.72%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	4431	290	337	248	179	152	256	140	232	244	31	159	97	96	63	76	28	82	84	55	104	34	60	49	94	56	61	108	238	59	64	83	63	175	71	143	120									
		45.11%	32.40%	33.67%	39.68%	40.87%	39.18%	38.91%	38.89%	44.79%	48.32%	47.69%	49.84%	57.40%	52.75%	61.76%	44.97%	46.67%	54.67%	40.00%	48.25%	54.17%	38.64%	48.78%	55.06%	55.95%	48.28%	62.89%	64.67%	64.85%	56.19%	45.07%	61.94%	54.78%	44.99%	61.74%	56.30%	51.50%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	58	7	10	5	2	2	1	2	3	7	1	2	0	0	0	1	0	1	1	0	2	0	1	0	1	1	0	1	3	0	0	0	0	2	0	1	1									
		0.59%	0.78%	0.99%	0.80%	0.46%	0.52%	0.15%	0.56%	0.58%	1.39%	1.54%	0.63%	0.00%	0.00%	0.00%	0.59%	0.00%	0.67%	0.48%	0.00%	1.04%	0.00%	0.81%	0.00%	0.60%	0.86%	0.00%	0.60%	0.82%	0.00%	0.00%	0.00%	0.00%	0.51%	0.00%	0.39%	0.43%									
24	"6. Политическая партия ""Гражданская Платформа"""	24	0	2	1	0	0	1	2	0	3	0	1	0	1	1	0	1	0	0	0	2	1	1	1	2	0	0	0	0	0	1	0	0	1	0	0	2									
		0.24%	0.00%	0.20%	0.16%	0.00%	0.00%	0.15%	0.56%	0.00%	0.59%	0.00%	0.31%	0.00%	0.55%	0.98%	0.00%	1.67%	0.00%	0.00%	0.00%	1.04%	1.14%	0.81%	1.12%	1.19%	0.00%	0.00%	0.00%	0.00%	0.00%	0.70%	0.00%	0.00%	0.26%	0.00%	0.00%	0.86%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	2083	208	191	145	123	102	146	81	124	118	12	82	33	45	18	45	17	34	51	19	20	14	16	16	27	24	20	22	63	16	25	13	17	83	25	41	47									
		21.21%	23.24%	19.08%	23.20%	28.08%	26.29%	22.19%	22.50%	23.94%	23.37%	18.46%	25.71%	19.53%	24.73%	17.65%	26.63%	28.33%	22.67%	24.29%	16.67%	10.42%	15.91%	13.01%	17.98%	16.07%	20.69%	20.62%	13.17%	17.17%	15.24%	17.61%	9.70%	14.78%	21.34%	21.74%	16.14%	20.17%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	54	0	7	10	2	1	6	3	7	3	1	1	1	0	0	1	0	0	1	0	0	1	0	0	1	0	1	0	1	1	0	0	1	2	0	0	2									
