Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																														
Дата голосования: 07.12.2003 0:00:00																																														
																																														
Наименование Избирательной комиссии:    Юрьев-Польская 																																														
																																														
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																														
																																														
		Сумма	УИК №252	УИК №253	УИК №254	УИК №255	УИК №256	УИК №257	УИК №258	УИК №259	УИК №260	УИК №261	УИК №262	УИК №263	УИК №264	УИК №265	УИК №266	УИК №267	УИК №268	УИК №269	УИК №270	УИК №271	УИК №272	УИК №273	УИК №274	УИК №275	УИК №276	УИК №277	УИК №278	УИК №279	УИК №280	УИК №281	УИК №282	УИК №283	УИК №284	УИК №285	УИК №286	УИК №287	УИК №288	УИК №289	УИК №290					
1	"Число избирателей, внесенных в списки"	29902	1985	2042	2106	1821	1907	1916	1999	1828	499	713	327	529	763	347	279	335	470	131	261	162	594	1448	197	456	1323	182	176	200	336	269	310	350	678	392	937	302	741	360	231					
2	"Число бюллетеней, полученных участковыми комиссиями"	29090	1900	2000	2000	1800	1850	1850	1950	1800	490	700	300	500	700	340	270	330	470	130	260	160	590	1400	190	450	1300	180	170	200	330	260	300	350	670	380	900	300	740	350	230					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	13259	866	948	940	708	789	789	880	819	253	251	103	225	316	160	154	167	276	76	132	65	258	615	63	190	584	89	78	84	173	138	172	182	304	189	484	152	343	136	108					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1303	48	40	30	60	67	43	37	53	66	87	64	29	40	4	0	41	0	3	0	10	22	42	50	40	84	16	14	28	22	19	0	17	26	49	22	7	59	64	0					
6	Число погашенных бюллетеней	14528	986	1012	1030	1032	994	1018	1033	928	171	362	133	246	344	176	116	122	194	51	128	85	310	743	77	220	632	75	78	88	135	103	128	151	340	142	394	141	338	150	122					
7	Число бюллетеней в переносных ящиках для голосования	1303	48	40	30	60	67	43	37	53	66	87	64	29	40	4	0	41	0	3	0	10	22	42	50	40	84	16	14	28	22	19	0	17	26	49	22	7	59	64	0					
8	Число бюллетеней в стационарных ящиках для голосования	13254	865	948	940	708	789	789	878	817	253	251	103	225	316	160	154	167	276	76	132	65	258	615	63	190	584	89	78	84	173	138	172	182	304	189	484	152	343	136	108					
9	Число недействительных бюллетеней	269	14	13	21	17	16	10	10	9	6	6	5	3	9	1	0	4	3	3	0	1	7	31	0	5	11	1	1	0	3	8	0	2	11	0	13	8	9	2	6					
10	Число действительных бюллетеней	14288	899	975	949	751	840	822	905	861	313	332	162	251	347	163	154	204	273	76	132	74	273	626	113	225	657	104	91	112	192	149	172	197	319	238	493	151	393	198	102					
