Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																			
Дата голосования: 02.12.2007																																			
																																			
Наименование Избирательной комиссии:    Тюлячинская																																			
																																			
Сводная таблица результатов выборов																																			
																																			
		Сумма	УИК №2719	УИК №2720	УИК №2721	УИК №2722	УИК №2723	УИК №2724	УИК №2725	УИК №2726	УИК №2727	УИК №2728	УИК №2729	УИК №2730	УИК №2731	УИК №2732	УИК №2733	УИК №2734	УИК №2735	УИК №2736	УИК №2737	УИК №2738	УИК №2739	УИК №2740	УИК №2741	УИК №2742	УИК №2743	УИК №2744	УИК №2745	УИК №2746					
1	"Число избирателей, внесенных в списки избирателей"	10756	965	570	892	166	532	262	166	475	506	360	427	296	344	600	649	422	389	390	198	284	398	320	103	238	349	148	205	102					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	10700	960	560	880	165	532	262	165	473	504	358	425	295	344	597	646	420	388	388	197	283	397	320	102	238	349	147	204	101					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	10349	918	539	859	152	500	253	162	460	490	351	421	295	341	550	641	406	371	386	193	271	375	316	102	233	333	142	198	91					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	301	26	13	12	12	31	8	3	12	12	5	2	0	3	45	4	14	17	2	4	12	22	3	0	4	15	5	5	10					
6	Число погашенных избирательных бюллетеней	50	16	8	9	1	1	1	0	1	2	2	2	0	0	2	1	0	0	0	0	0	0	1	0	1	1	0	1	0					
7	Число избирательных бюллетеней в переносных ящиках для голосования	301	26	13	12	12	31	8	3	12	12	5	2	0	3	45	4	14	17	2	4	12	22	3	0	4	15	5	5	10					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	10349	918	539	859	152	500	253	162	460	490	351	421	295	341	550	641	406	371	386	193	271	375	316	102	233	333	142	198	91					
9	Число недействительных избирательных бюллетеней	57	9	5	8	1	3	2	1	3	3	2	3	1	0	2	0	2	2	2	1	1	2	1	0	1	1	0	1	0					
10	Число действительных избирательных бюллетеней	10593	935	547	863	163	528	259	164	469	499	354	420	294	344	593	645	418	386	386	196	282	395	318	102	236	347	147	202	101					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	198	15	15	28	5	7	5	5	5	5	5	8	5	5	15	5	5	5	5	5	5	5	5	5	5	5	5	5	5					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	95	14	7	26	0	6	5	1	4	2	0	8	0	1	3	1	1	0	1	1	2	1	2	0	3	4	0	1	1					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	57	3	3	3	1	2	2	1	2	2	2	2	2	2	3	3	2	2	2	2	3	2	2	1	2	3	1	2	0					
14	Число погашенных неиспользованных открепительных удостоверений	103	1	8	2	5	1	0	4	1	3	5	0	5	4	12	4	4	5	4	4	3	4	3	5	2	1	5	4	4					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																			
18	1.Политическая партия «Аграрная партия России»	20	0	0	0	0	0	1	0	0	0	1	1	0	1	1	0	0	1	1	0	9	0	0	0	1	0	0	3	0					
		0.19%	0.00%	0.00%	0.00%	0.00%	0.00%	0.38%	0.00%	0.00%	0.00%	0.28%	0.24%	0.00%	0.29%	0.17%	0.00%	0.00%	0.26%	0.26%	0.00%	3.18%	0.00%	0.00%	0.00%	0.42%	0.00%	0.00%	1.48%	0.00%					
19	2.Всероссийская политическая партия «Гражданская Сила»	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.01%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.17%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
20	3.Политическая партия «Демократическая партия России»	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.01%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.61%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	38	2	1	2	1	2	0	0	1	1	1	1	3	4	0	2	2	1	1	1	2	1	2	2	1	2	2	0	0					
		0.36%	0.21%	0.18%	0.23%	0.61%	0.38%	0.00%	0.00%	0.21%	0.20%	0.28%	0.24%	1.02%	1.16%	0.00%	0.31%	0.48%	0.26%	0.26%	0.51%	0.71%	0.25%	0.63%	1.96%	0.42%	0.57%	1.36%	0.00%	0.00%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	7	6	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.07%	0.64%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.29%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	20	0	1	0	1	0	0	1	1	1	1	1	2	0	0	1	1	0	1	0	1	2	0	0	0	1	1	0	3					
		0.19%	0.00%	0.18%	0.00%	0.61%	0.00%	0.00%	0.61%	0.21%	0.20%	0.28%	0.24%	0.68%	0.00%	0.00%	0.16%	0.24%	0.00%	0.26%	0.00%	0.35%	0.50%	0.00%	0.00%	0.00%	0.29%	0.68%	0.00%	2.97%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	61	0	3	6	0	5	1	1	4	5	2	1	0	0	6	8	3	3	2	1	0	1	4	0	2	2	0	1	0					
		0.57%	0.00%	0.54%	0.69%	0.00%	0.94%	0.38%	0.61%	0.85%	0.99%	0.56%	0.24%	0.00%	0.00%	1.01%	1.24%	0.71%	0.77%	0.52%	0.51%	0.00%	0.25%	1.25%	0.00%	0.84%	0.57%	0.00%	0.49%	0.00%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	3	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0					
		0.03%	0.00%	0.00%	0.00%	0.61%	0.00%	0.38%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.25%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	10439	927	542	855	160	521	256	161	463	492	349	415	289	338	584	634	412	381	381	193	270	390	312	100	232	342	144	198	98					
		98.02%	98.20%	98.19%	98.16%	97.56%	98.12%	98.08%	97.58%	98.09%	98.01%	98.03%	98.11%	97.97%	98.26%	98.15%	98.29%	98.10%	98.20%	98.20%	97.97%	95.41%	98.24%	97.81%	98.04%	97.89%	98.28%	97.96%	97.54%	97.03%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	3	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0					
		0.03%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.24%	0.00%	0.00%	0.17%	0.00%	0.00%	0.00%	0.00%	0.51%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
