Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																									
Дата голосования: 07.12.2003 0:00:00																									
																									
Наименование Избирательной комиссии:    Константиновская																									
																									
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																									
																									
		Сумма	УИК №346	УИК №347	УИК №348	УИК №349	УИК №350	УИК №351	УИК №352	УИК №353	УИК №354	УИК №355	УИК №356	УИК №357	УИК №358	УИК №359	УИК №360	УИК №361	УИК №362	УИК №363					
1	"Число избирателей, внесенных в списки"	10651	1624	1456	1418	289	391	199	337	76	337	689	644	355	360	1076	616	214	323	247					
2	"Число бюллетеней, полученных участковыми комиссиями"	10693	1608	1427	1397	286	399	213	367	82	344	674	667	368	374	1066	614	223	328	256					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	6212	805	760	705	213	353	153	199	61	219	399	378	208	241	548	421	169	202	178					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	202	37	36	31	12	0	8	22	0	4	6	7	2	10	13	0	0	11	3					
6	Число погашенных бюллетеней	4279	766	631	661	61	46	52	146	21	121	269	282	158	123	505	193	54	115	75					
7	Число бюллетеней в переносных ящиках для голосования	202	37	36	31	12	0	8	22	0	4	6	7	2	10	13	0	0	11	3					
8	Число бюллетеней в стационарных ящиках для голосования	6207	803	759	703	213	353	153	199	61	219	399	378	208	241	548	421	169	202	178					
9	Число недействительных бюллетеней	90	10	13	8	0	2	0	9	1	8	8	4	3	7	3	2	3	1	8					
10	Число действительных бюллетеней	6319	830	782	726	225	351	161	212	60	215	397	381	207	244	558	419	166	212	173					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	99	9	10	10	3	5	3	4	3	5	5	6	5	5	10	5	3	5	3					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	42	9	4	3	2	5	1	2	0	0	0	4	2	3	4	2	0	0	1					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	20	2	4	3	0	3	0	0	0	2	1	1	0	2	0	1	0	1	0					
14	Число погашенных открепительных удостоверений	57	0	6	7	1	0	2	2	3	5	5	2	3	2	6	3	3	5	2					
15	Число открепительных удостоверений выданных ТИК	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																									
18	"1. ""ЕДИНЕНИЕ"""	109	18	7	14	6	8	4	4	1	2	8	3	4	4	9	6	2	7	2					
		1.70%	2.14%	0.88%	1.90%	2.66%	2.26%	2.48%	1.80%	1.63%	0.89%	1.97%	0.77%	1.90%	1.59%	1.60%	1.42%	1.18%	3.28%	1.10%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	70	11	15	9	6	2	0	6	1	4	2	3	1	1	1	6	0	2	0					
		1.09%	1.30%	1.88%	1.22%	2.66%	0.56%	0.0%	2.71%	1.63%	1.79%	0.49%	0.77%	0.47%	0.39%	0.17%	1.42%	0.0%	0.93%	0.0%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	236	32	29	27	0	7	9	13	2	2	14	20	13	6	23	23	2	9	5					
		3.68%	3.80%	3.64%	3.67%	0.0%	1.98%	5.59%	5.88%	3.27%	0.89%	3.45%	5.19%	6.19%	2.39%	4.09%	5.46%	1.18%	4.22%	2.76%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	147	27	24	23	3	7	1	18	7	3	4	7	0	3	11	3	3	2	1					
		2.29%	3.21%	3.01%	3.13%	1.33%	1.98%	0.62%	8.14%	11.47%	1.34%	0.98%	1.81%	0.0%	1.19%	1.96%	0.71%	1.77%	0.93%	0.55%					
22	"5. ""За Русь Святую"""	33	4	2	4	3	1	0	1	0	0	3	2	2	0	5	2	0	2	2					
		0.51%	0.47%	0.25%	0.54%	1.33%	0.28%	0.0%	0.45%	0.0%	0.0%	0.74%	0.51%	0.95%	0.0%	0.89%	0.47%	0.0%	0.93%	1.10%					
23	"6. ""Объединенная Российская партия ""Русь"""	20	1	3	3	1	2	0	1	1	0	3	3	0	1	1	0	0	0	0					
		0.31%	0.11%	0.37%	0.40%	0.44%	0.56%	0.0%	0.45%	1.63%	0.0%	0.74%	0.77%	0.0%	0.39%	0.17%	0.0%	0.0%	0.0%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	35	7	6	6	0	2	0	1	0	0	0	3	0	0	3	5	0	0	2					
		0.54%	0.83%	0.75%	0.81%	0.0%	0.56%	0.0%	0.45%	0.0%	0.0%	0.0%	0.77%	0.0%	0.0%	0.53%	1.18%	0.0%	0.0%	1.10%					
25	"8. ""Народно-республиканская партия России"""	10	1	1	0	0	1	0	1	0	0	0	0	1	1	0	2	0	0	2					
		0.15%	0.11%	0.12%	0.0%	0.0%	0.28%	0.0%	0.45%	0.0%	0.0%	0.0%	0.0%	0.47%	0.39%	0.0%	0.47%	0.0%	0.0%	1.10%					
26	"9. ""Российская экологическая партия ""Зеленые"""	15	3	0	3	1	0	1	1	0	2	0	0	0	0	1	1	1	1	0					
		0.23%	0.35%	0.0%	0.40%	0.44%	0.0%	0.62%	0.45%	0.0%	0.89%	0.0%	0.0%	0.0%	0.0%	0.17%	0.23%	0.59%	0.46%	0.0%					
27	"10. ""Аграрная партия России"""	971	86	66	66	35	58	20	30	8	18	64	141	12	33	132	80	45	34	43					
		15.15%	10.23%	8.30%	8.99%	15.55%	16.43%	12.42%	13.57%	13.11%	8.07%	15.80%	36.62%	5.71%	13.14%	23.52%	19.00%	26.62%	15.96%	23.75%					
28	"11. ""Истинные патриоты России"""	11	0	1	2	0	0	2	0	0	0	1	0	0	2	0	2	0	1	0					
		0.17%	0.0%	0.12%	0.27%	0.0%	0.0%	1.24%	0.0%	0.0%	0.0%	0.24%	0.0%	0.0%	0.79%	0.0%	0.47%	0.0%	0.46%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	47	6	8	3	2	2	2	1	1	0	2	0	2	3	5	6	1	1	2					
		0.73%	0.71%	1.00%	0.40%	0.88%	0.56%	1.24%	0.45%	1.63%	0.0%	0.49%	0.0%	0.95%	1.19%	0.89%	1.42%	0.59%	0.46%	1.10%					
30	"13. ""Демократическая партия России"""	10	2	4	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0					
		0.15%	0.23%	0.50%	0.13%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.24%	0.25%	0.47%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	21	4	1	2	0	1	0	0	0	0	1	0	0	2	3	4	0	0	3					
		0.32%	0.47%	0.12%	0.27%	0.0%	0.28%	0.0%	0.0%	0.0%	0.0%	0.24%	0.0%	0.0%	0.79%	0.53%	0.95%	0.0%	0.0%	1.65%					
32	"15. ""Партия СЛОН"""	12	1	1	2	1	0	1	4	1	0	0	0	0	0	0	1	0	0	0					
		0.18%	0.11%	0.12%	0.27%	0.44%	0.0%	0.62%	1.80%	1.63%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.23%	0.0%	0.0%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	174	26	19	18	7	18	3	1	1	3	15	9	9	4	13	13	0	8	7					
		2.71%	3.09%	2.38%	2.45%	3.11%	5.09%	1.86%	0.45%	1.63%	1.34%	3.70%	2.33%	4.28%	1.59%	2.31%	3.08%	0.0%	3.75%	3.86%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	18	0	2	2	0	4	0	1	0	1	1	0	2	0	1	3	0	0	1					
		0.28%	0.0%	0.25%	0.27%	0.0%	1.13%	0.0%	0.45%	0.0%	0.44%	0.24%	0.0%	0.95%	0.0%	0.17%	0.71%	0.0%	0.0%	0.55%					
35	"18. ""ЛДПР"""	905	109	88	109	31	51	30	39	11	27	69	47	32	21	78	69	45	35	14					
		14.12%	12.97%	11.06%	14.85%	13.77%	14.44%	18.63%	17.64%	18.03%	12.10%	17.03%	12.20%	15.23%	8.36%	13.90%	16.38%	26.62%	16.43%	7.73%					
