Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																					
Дата голосования: 04.12.2011																																					
																																					
Наименование Избирательной комиссии:    Курманаевская																																					
																																					
Сводная таблица результатов выборов																																					
																																					
		Сумма	УИК №658	УИК №659	УИК №660	УИК №661	УИК №662	УИК №663	УИК №664	УИК №665	УИК №666	УИК №667	УИК №669	УИК №670	УИК №671	УИК №675	УИК №676	УИК №677	УИК №678	УИК №679	УИК №680	УИК №681	УИК №682	УИК №683	УИК №684	УИК №686	УИК №687	УИК №688	УИК №689	УИК №690	УИК №691	УИК №692					
1	"Число избирателей, внесенных в список избирателей"	16559	1891	2028	119	879	573	114	1356	98	381	285	147	252	747	1040	998	107	170	132	190	629	144	419	645	419	183	401	364	1183	521	144					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	16665	1902	2040	121	881	581	115	1361	101	382	287	148	254	747	1050	982	109	172	134	191	632	146	426	657	425	187	404	366	1188	530	146					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	7984	929	885	75	393	347	77	559	72	144	139	63	115	315	398	475	68	110	78	101	369	86	218	290	203	106	200	225	587	253	104					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1191	58	52	3	88	26	6	109	14	39	28	14	13	76	88	89	4	7	12	6	23	11	51	81	68	24	44	38	66	47	6					
6	Число погашенных избирательных бюллетеней	7490	915	1103	43	400	208	32	693	15	199	120	71	126	356	564	418	37	55	44	84	240	49	157	286	154	57	160	103	535	230	36					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1191	58	52	3	88	26	6	109	14	39	28	14	13	76	88	89	4	7	12	6	23	11	51	81	68	24	44	38	66	47	6					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	7984	929	885	75	393	347	77	559	72	144	139	63	115	315	398	475	68	110	78	101	369	86	218	290	203	106	200	225	587	253	104					
9	Число недействительных избирательных бюллетеней	92	5	9	1	6	5	0	10	1	2	1	2	3	6	6	9	0	0	0	0	7	2	2	3	4	1	0	0	2	3	2					
10	Число действительных избирательных бюллетеней	9083	982	928	77	475	368	83	658	85	181	166	75	125	385	480	555	72	117	90	107	385	95	267	368	267	129	244	263	651	297	108					
