Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																		
Дата голосования: 04.12.2011																		
																		
Наименование Избирательной комиссии:    Лескенская																		
																		
Сводная таблица результатов выборов																		
																		
		Сумма	УИК №68	УИК №69	УИК №70	УИК №71	УИК №72	УИК №73	УИК №74	УИК №75	УИК №76	УИК №77	УИК №78					
1	"Число избирателей, внесенных в список избирателей"	18467	2717	2676	1617	584	451	115	2479	2097	883	2378	2470					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	18505	2720	2690	1625	585	453	115	2480	2102	865	2385	2485					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	17820	2624	2598	1598	550	427	108	2462	1962	835	2238	2418					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	149	0	0	0	27	10	7	0	24	13	68	0					
6	Число погашенных избирательных бюллетеней	536	96	92	27	8	16	0	18	116	17	79	67					
7	Число избирательных бюллетеней в переносных ящиках для голосования	149	0	0	0	27	10	7	0	24	13	68	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	17749	2624	2598	1598	550	427	108	2462	1891	835	2238	2418					
9	Число недействительных избирательных бюллетеней	2	0	0	0	0	0	0	0	2	0	0	0					
10	Число действительных избирательных бюллетеней	17896	2624	2598	1598	577	437	115	2462	1913	848	2306	2418					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	80	9	9	7	5	5	2	9	9	7	9	9					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	37	6	9	1	0	0	0	5	8	0	3	5					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	17	5	0	0	2	0	2	4	2	1	1	0					
14	Число погашенных неиспользованных открепительных удостоверений	43	3	0	6	5	5	2	4	1	7	6	4					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0					
																		
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	45	5	10	0	3	4	1	10	12	0	0	0					
		0.25%	0.19%	0.38%	0.00%	0.52%	0.92%	0.87%	0.41%	0.63%	0.00%	0.00%	0.00%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	2	0	0	0	0	0	0	0	2	0	0	0					
		0.01%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.10%	0.00%	0.00%	0.00%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	5	5	0	0	0	0	0	0	0	0	0	0					
		0.03%	0.19%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	2092	358	358	188	65	55	12	200	282	95	199	280					
		11.69%	13.64%	13.78%	11.76%	11.27%	12.59%	10.43%	8.12%	14.73%	11.20%	8.63%	11.58%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	3	0	0	0	0	0	0	0	3	0	0	0					
		0.02%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.16%	0.00%	0.00%	0.00%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	15664	2236	2217	1410	506	378	102	2252	1610	753	2089	2111					
		87.52%	85.21%	85.33%	88.24%	87.69%	86.50%	88.70%	91.47%	84.07%	88.80%	90.59%	87.30%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	85	20	13	0	3	0	0	0	4	0	18	27					
		0.47%	0.76%	0.50%	0.00%	0.52%	0.00%	0.00%	0.00%	0.21%	0.00%	0.78%	1.12%					
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
