Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																				
Дата голосования: 07.12.2003 0:00:00																																				
																																				
Наименование Избирательной комиссии:    Рыбинская 																																				
																																				
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																				
																																				
		Сумма	УИК №737	УИК №738	УИК №739	УИК №740	УИК №741	УИК №742	УИК №743	УИК №744	УИК №745	УИК №746	УИК №747	УИК №748	УИК №749	УИК №750	УИК №751	УИК №752	УИК №753	УИК №754	УИК №755	УИК №756	УИК №757	УИК №758	УИК №759	УИК №760	УИК №761	УИК №762	УИК №763	УИК №764	УИК №765					
1	"Число избирателей, внесенных в списки"	24633	1132	165	1960	780	2353	219	1406	610	484	421	375	532	1931	305	256	405	328	87	680	1940	905	1491	388	458	144	696	1132	1415	1635					
2	"Число бюллетеней, полученных участковыми комиссиями"	23900	1100	160	1900	700	2300	200	1400	600	450	400	350	540	1900	300	250	400	300	120	680	1900	820	1400	380	460	140	650	1100	1400	1600					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	11411	537	28	926	230	1311	88	614	239	151	134	65	245	1001	180	101	183	126	9	325	1011	461	728	126	174	39	332	490	684	873					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	2655	201	79	143	190	115	38	37	164	102	120	151	113	53	16	71	73	32	78	88	53	32	37	72	96	62	73	158	162	46					
6	Число погашенных бюллетеней	9834	362	53	831	280	874	74	749	197	197	146	134	182	846	104	78	144	142	33	267	836	327	635	182	190	39	245	452	554	681					
7	Число бюллетеней в переносных ящиках для голосования	2655	201	79	143	190	115	38	37	164	102	120	151	113	53	16	71	73	32	78	88	53	32	37	72	96	62	73	158	162	46					
8	Число бюллетеней в стационарных ящиках для голосования	11410	537	28	926	230	1311	88	614	239	151	134	65	245	1001	180	101	183	126	9	324	1011	461	728	126	174	39	332	490	684	873					
9	Число недействительных бюллетеней	286	2	0	14	7	36	5	13	5	2	5	0	6	24	4	4	4	13	0	7	7	5	22	5	1	1	14	33	25	22					
10	Число действительных бюллетеней	13779	736	107	1055	413	1390	121	638	398	251	249	216	352	1030	192	168	252	145	87	405	1057	488	743	193	269	100	391	615	821	897					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	800	30	10	50	30	50	10	50	30	20	20	10	20	50	20	20	20	10	10	50	50	30	30	20	20	10	20	30	30	50					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	120	5	0	13	4	10	1	11	4	2	3	1	4	13	0	0	4	0	2	1	9	4	3	0	2	1	4	3	6	10					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	218	0	0	4	14	11	8	2	18	4	6	0	2	5	0	2	4	5	7	4	4	67	5	4	5	4	4	4	14	11					
14	Число погашенных открепительных удостоверений	680	25	10	37	26	40	9	39	26	18	17	9	16	37	20	20	16	10	8	49	41	26	27	20	18	9	16	27	24	40					
15	Число открепительных удостоверений выданных ТИК	2	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																				
18	"1. ""ЕДИНЕНИЕ"""	175	20	3	15	1	10	1	9	8	1	2	4	6	12	0	0	4	0	0	8	12	1	8	3	4	4	4	8	12	15					
		1.24%	2.71%	2.80%	1.40%	0.23%	0.70%	0.79%	1.38%	1.98%	0.39%	0.78%	1.85%	1.67%	1.13%	0.0%	0.0%	1.56%	0.0%	0.0%	1.94%	1.12%	0.20%	1.04%	1.51%	1.48%	3.96%	0.98%	1.23%	1.41%	1.63%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	184	5	0	15	4	17	2	7	8	0	1	4	6	16	2	5	5	1	0	12	16	8	12	2	6	0	4	5	11	10					
		1.30%	0.67%	0.0%	1.40%	0.95%	1.19%	1.58%	1.07%	1.98%	0.0%	0.39%	1.85%	1.67%	1.51%	1.02%	2.90%	1.95%	0.63%	0.0%	2.91%	1.50%	1.62%	1.56%	1.01%	2.22%	0.0%	0.98%	0.77%	1.30%	1.08%					
