Выборы Президента Российской Федерации																																												
Дата голосования: 02.03.2008																																												
																																												
Наименование Избирательной комиссии:    Нефтеюганская городская																																												
																																												
Сводная таблица результатов выборов																																												
																																												
	Число участковых избирательных комиссий	37																																										
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	37																																										
																																												
		Сумма	УИК №195	УИК №196	УИК №197	УИК №198	УИК №199	УИК №200	УИК №201	УИК №202	УИК №203	УИК №204	УИК №205	УИК №206	УИК №207	УИК №208	УИК №209	УИК №210	УИК №211	УИК №212	УИК №213	УИК №214	УИК №215	УИК №216	УИК №217	УИК №218	УИК №219	УИК №220	УИК №221	УИК №222	УИК №223	УИК №224	УИК №225	УИК №226	УИК №227	УИК №228	УИК №229	УИК №230	УИК №231					
1	"Число избирателей, включенных в списки избирателей"	71812	2418	2753	1716	1143	2274	2105	2106	1767	1323	1876	1963	1750	2196	2631	2558	2326	2240	891	819	1269	1100	2308	2610	2617	1799	2596	2343	2175	2347	1416	1313	1625	1521	2193	1329	2238	2158					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	67840	2200	2700	1600	1100	2300	2300	1800	1800	1400	1700	1900	1800	2300	2300	2300	2200	2100	800	730	1200	1100	2000	2200	2300	1810	2300	2200	2100	2200	1400	1200	1600	1500	2000	1400	2000	2000					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в помещениях для голосования в день голосования"	58956	1908	2286	1442	979	1835	1753	1668	1174	1228	1497	1729	1326	1774	2008	2104	1968	1821	782	690	1078	1015	1795	1985	2035	1579	2128	1945	1862	1961	1176	1145	1382	1326	1809	1128	1859	1776					
5	"Число избирательных бюллетеней, выданных вне помещений для голосования в день голосования"	1614	74	29	24	27	51	27	38	434	27	66	18	135	33	28	33	29	31	3	26	16	14	51	24	31	25	31	34	37	14	24	9	19	24	37	32	28	31					
6	Число погашенных избирательных бюллетеней	7270	218	385	134	94	414	520	94	192	145	137	153	339	493	264	163	203	248	15	14	106	71	154	191	234	206	141	221	201	225	200	46	199	150	154	240	113	193					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1614	74	29	24	27	51	27	38	434	27	66	18	135	33	28	33	29	31	3	26	16	14	51	24	31	25	31	34	37	14	24	9	19	24	37	32	28	31					
8	Число бюллетеней в стационарных ящиках для голосования	58913	1908	2280	1442	979	1830	1753	1668	1174	1228	1497	1729	1326	1774	2008	2101	1968	1821	782	690	1078	1015	1795	1985	2034	1554	2128	1945	1862	1961	1176	1145	1382	1325	1809	1128	1858	1775					
9	Число недействительных избирательных бюллетеней	775	27	38	30	11	18	23	18	18	19	21	26	21	22	32	22	21	21	3	6	11	13	27	19	38	24	19	16	36	21	23	10	17	16	29	8	25	26					
10	Число действительных избирательных бюллетеней	59752	1955	2271	1436	995	1863	1757	1688	1590	1236	1542	1721	1440	1785	2004	2112	1976	1831	782	710	1083	1016	1819	1990	2027	1555	2140	1963	1863	1954	1177	1144	1384	1333	1817	1152	1861	1780					
11	Число полученных открепительных  удостоверений	2441	55	85	55	45	76	75	61	43	45	55	78	65	93	65	89	70	97	36	18	45	50	65	72	85	53	85	70	104	65	50	65	65	55	75	65	89	77					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	2218	52	80	54	34	67	63	55	40	39	47	71	63	84	59	81	68	91	25	14	21	44	62	71	83	48	84	69	96	65	44	62	50	42	74	53	86	77					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	902	37	39	29	9	23	47	21	19	21	40	22	18	20	26	37	37	27	18	17	8	9	32	27	28	27	26	24	24	19	17	12	15	21	30	21	32	23					
14	Число неиспользованных открепительных удостоверений	223	3	5	1	11	9	12	6	3	6	8	7	2	9	6	8	2	6	11	4	24	6	3	1	2	5	1	1	8	0	6	3	15	13	1	12	3	0					
15	"Число открепительных удостоверений, выданных избирателям ТИК"	457	11	20	11	7	20	22	16	8	10	5	24	13	11	22	24	10	17	1	1	5	7	11	15	14	17	11	15	15	13	5	12	4	7	20	5	15	13					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	"Число открепительных удостоверений, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																												
18	Богданов Андрей Владимирович	936	26	47	19	12	17	42	18	16	24	21	37	21	27	29	34	40	32	5	9	14	14	18	13	37	18	47	35	29	37	24	14	25	21	33	16	33	32					
		1.55%	1.31%	2.04%	1.30%	1.19%	0.90%	2.36%	1.06%	0.99%	1.91%	1.34%	2.12%	1.44%	1.49%	1.42%	1.59%	2.00%	1.73%	0.64%	1.26%	1.28%	1.36%	0.98%	0.65%	1.79%	1.14%	2.18%	1.77%	1.53%	1.87%	2.00%	1.21%	1.78%	1.56%	1.79%	1.38%	1.75%	1.77%					
19	Жириновский Владимир Вольфович	8717	297	356	193	130	278	219	263	245	192	195	250	218	229	284	316	288	260	132	112	183	138	305	325	260	237	311	287	288	287	161	153	200	168	293	150	268	246					
		14.40%	14.98%	15.42%	13.17%	12.92%	14.78%	12.30%	15.42%	15.24%	15.30%	12.48%	14.31%	14.92%	12.67%	13.95%	14.81%	14.42%	14.04%	16.82%	15.64%	16.73%	13.41%	16.52%	16.18%	12.59%	15.01%	14.40%	14.50%	15.17%	14.53%	13.42%	13.26%	14.28%	12.45%	15.87%	12.93%	14.21%	13.62%					
20	Зюганов Геннадий Андреевич	8869	315	356	206	163	261	237	243	221	171	239	233	251	272	289	339	278	247	121	116	167	143	253	305	331	240	329	320	279	297	178	149	189	178	235	177	254	287					
		14.65%	15.89%	15.42%	14.05%	16.20%	13.88%	13.31%	14.24%	13.74%	13.63%	15.29%	13.34%	17.18%	15.05%	14.19%	15.89%	13.92%	13.34%	15.41%	16.20%	15.27%	13.90%	13.71%	15.18%	16.03%	15.20%	15.24%	16.17%	14.69%	15.04%	14.83%	12.91%	13.49%	13.19%	12.73%	15.26%	13.47%	15.89%					
21	Медведев Дмитрий Анатольевич	41230	1317	1512	1018	690	1307	1259	1164	1108	849	1087	1201	950	1257	1402	1423	1370	1292	524	473	719	721	1243	1347	1399	1060	1453	1321	1267	1333	814	828	970	966	1256	809	1306	1215					
		68.12%	66.45%	65.48%	69.44%	68.59%	69.48%	70.73%	68.23%	68.91%	67.65%	69.55%	68.75%	65.02%	69.56%	68.86%	66.68%	68.60%	69.76%	66.75%	66.06%	65.72%	70.07%	67.33%	67.05%	67.75%	67.13%	67.30%	66.75%	66.72%	67.49%	67.83%	71.75%	69.24%	71.61%	68.04%	69.74%	69.25%	67.28%					
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
