Выборы Президента Российской Федерации																																																													
Дата голосования: 04.03.2012																																																													
																																																													
Наименование Избирательной комиссии:    Нефтеюганская городская																																																													
																																																													
Сводная таблица итогов голосования																																																													
																																																													
	Число участковых избирательных комиссий	50																																																											
	Число участковых избирательных комиссий, приступивших к передаче сведений	50																																																											
																																																													
		Сумма	УИК №205	УИК №206	УИК №207	УИК №208	УИК №209	УИК №210	УИК №211	УИК №212	УИК №213	УИК №214	УИК №215	УИК №216	УИК №217	УИК №218	УИК №219	УИК №220	УИК №221	УИК №222	УИК №223	УИК №224	УИК №225	УИК №226	УИК №227	УИК №228	УИК №229	УИК №230	УИК №231	УИК №232	УИК №233	УИК №234	УИК №235	УИК №236	УИК №237	УИК №238	УИК №239	УИК №240	УИК №241	УИК №242	УИК №243	УИК №244	УИК №245	УИК №246	УИК №247	УИК №248	УИК №249	УИК №250	УИК №251	УИК №252	УИК №253	УИК №254									
1	Число избирателей, включенных в список избирателей	75970	795	1790	1295	1154	1446	1287	1346	1317	2184	1567	1686	1527	1574	1432	1664	1456	2181	1833	1343	1335	2109	1621	1795	1498	1497	1632	1763	1267	1859	1275	1372	1290	1151	1426	1512	1418	1380	1298	1677	1410	1456	1420	1559	1369	2105	1686	1659	1477	1397	1380									
2	Число избирательных бюллетеней, полученных участковой избирательной комиссией	70626	742	1552	1180	1284	1182	1078	1121	1097	1759	1269	1352	1359	1327	1215	1381	1309	2327	1431	1727	1297	1632	1384	1695	1230	1332	1319	1458	1056	1462	1134	1166	1114	1114	1212	1415	1216	1219	1155	1685	1551	1631	1691	1657	1630	2214	1786	1801	1614	1488	1576									
3	Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	Число избирательных бюллетеней, выданных в помещении для голосования в день голосования	47056	504	1124	791	688	887	827	780	767	1061	824	971	795	1277	881	938	919	2072	1411	1061	960	874	958	967	819	882	858	673	370	736	649	821	815	841	894	875	924	889	855	1641	948	975	1028	1061	1033	1325	1034	1024	938	850	961									
5	Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования	2566	8	20	13	105	9	11	17	14	440	13	182	162	13	9	7	23	109	6	17	17	555	6	37	9	7	8	10	1	310	14	13	6	16	8	210	12	19	7	10	9	13	8	14	6	5	6	7	22	11	12									
6	Число погашенных избирательных бюллетеней	21004	230	408	376	491	286	240	324	316	258	432	199	402	37	325	436	367	146	14	649	320	203	420	691	402	443	453	775	685	416	471	332	293	257	310	330	280	311	293	34	594	643	655	582	591	884	746	770	654	627	603									
