Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																				
Дата голосования: 04.12.2011																																				
																																				
Наименование Избирательной комиссии:    район Южное Тушино																																				
																																				
Сводная таблица результатов выборов																																				
																																				
		Сумма	УИК №3000	УИК №3001	УИК №3002	УИК №3003	УИК №3004	УИК №3005	УИК №3006	УИК №3007	УИК №3008	УИК №3009	УИК №3010	УИК №3011	УИК №3012	УИК №3013	УИК №3014	УИК №3015	УИК №3016	УИК №3017	УИК №3018	УИК №3019	УИК №3020	УИК №3021	УИК №3022	УИК №3023	УИК №3024	УИК №3025	УИК №3026	УИК №3027	УИК №3399					
1	"Число избирателей, внесенных в список избирателей"	64250	2678	2550	2464	2737	2440	2231	2416	2383	2371	2085	2658	1559	1137	1706	2253	2276	2328	2510	2167	2553	2895	2611	2071	2671	1738	1847	2127	2612	176					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	56100	2300	2200	2200	2400	2000	2000	2100	2100	2000	1900	2200	1100	1100	1500	2000	2000	2100	2100	2000	2300	2400	2300	1800	2400	1500	1600	1900	2400	200					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	31088	1403	1178	1190	1447	1261	984	1197	1305	1042	929	1201	683	517	904	1223	1031	1097	1257	978	1195	1402	1139	1102	1344	765	857	999	1287	171					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	769	31	45	55	37	17	30	37	31	35	34	25	31	18	22	5	22	19	29	53	57	28	23	21	15	13	16	6	14	0					
6	Число погашенных избирательных бюллетеней	24243	866	977	955	916	722	986	866	764	923	937	974	386	565	574	772	947	984	814	969	1048	970	1138	677	1041	722	727	895	1099	29					
7	Число избирательных бюллетеней в переносных ящиках для голосования	769	31	45	55	37	17	30	37	31	35	34	25	31	18	22	5	22	19	29	53	57	28	23	21	15	13	16	6	14	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	31038	1397	1173	1183	1447	1261	984	1197	1305	1042	923	1201	683	517	904	1223	1031	1095	1254	978	1195	1402	1138	1093	1335	763	857	999	1287	171					
9	Число недействительных избирательных бюллетеней	655	30	24	30	43	38	19	25	22	16	12	25	14	8	23	28	30	39	13	20	29	28	21	18	26	6	20	20	27	1					
10	Число действительных избирательных бюллетеней	31152	1398	1194	1208	1441	1240	995	1209	1314	1061	945	1201	700	527	903	1200	1023	1075	1270	1011	1223	1402	1140	1096	1324	770	853	985	1274	170					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	1614	80	70	60	80	70	50	50	55	40	40	70	34	15	35	52	75	50	100	40	85	60	70	40	100	28	45	50	70	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	1205	56	58	54	62	63	50	35	48	36	31	44	27	12	33	50	61	47	42	40	48	30	41	32	54	23	36	39	53	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	1016	81	36	41	27	35	32	21	30	27	16	62	35	11	29	17	17	45	45	23	20	165	13	20	41	36	30	14	34	13					
14	Число погашенных неиспользованных открепительных удостоверений	409	24	12	6	18	7	0	15	7	4	9	26	7	3	2	2	14	3	58	0	37	30	29	8	46	5	9	11	17	0					
