Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																					
Дата голосования: 02.12.2007																																					
																																					
Наименование Избирательной комиссии:    район Южное Тушино																																					
																																					
Сводная таблица результатов выборов																																					
																																					
		Сумма	УИК №2962	УИК №2963	УИК №2964	УИК №2965	УИК №2966	УИК №2967	УИК №2968	УИК №2969	УИК №2970	УИК №2971	УИК №2972	УИК №2973	УИК №2974	УИК №2975	УИК №2976	УИК №2977	УИК №2978	УИК №2979	УИК №2980	УИК №2981	УИК №2982	УИК №2983	УИК №2984	УИК №2985	УИК №2986	УИК №2987	УИК №2988	УИК №2989	УИК №3307	УИК №3308					
1	"Число избирателей, внесенных в списки избирателей"	65747	2668	2637	2615	2764	2457	2361	2517	2483	2459	2184	2590	1534	1187	1810	2277	1801	2775	2911	2358	2679	2897	2587	2138	2786	1714	1797	2048	2533	81	99					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	62500	2500	2500	2600	2500	2500	2300	2500	2400	2400	2100	2500	1400	1100	1700	2200	1800	2700	2800	2200	2600	2600	2400	2000	2600	1600	1600	1800	2400	100	100					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	33028	1393	1263	1273	1501	1393	1166	1454	1383	1215	1008	1182	645	549	881	1186	866	1402	1484	1090	1318	1466	1164	1087	1420	809	833	1086	1332	80	99					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	787	42	44	46	33	24	37	32	41	27	47	25	25	19	19	12	18	23	41	41	70	29	23	12	11	12	16	5	13	0	0					
6	Число погашенных избирательных бюллетеней	28685	1065	1193	1281	966	1083	1097	1014	976	1158	1045	1293	730	532	800	1002	916	1275	1275	1069	1212	1105	1213	901	1169	779	751	709	1055	20	1					
7	Число избирательных бюллетеней в переносных ящиках для голосования	787	42	44	46	33	24	37	32	41	27	47	25	25	19	19	12	18	23	41	41	70	29	23	12	11	12	16	5	13	0	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	32953	1393	1217	1273	1501	1393	1166	1454	1383	1215	1008	1182	645	549	881	1179	864	1402	1483	1090	1318	1466	1159	1080	1420	809	833	1083	1328	80	99					
9	Число недействительных избирательных бюллетеней	613	11	27	19	27	20	7	0	115	12	29	19	12	10	12	16	23	20	25	23	31	20	30	18	24	8	9	22	24	0	0					
10	Число действительных избирательных бюллетеней	33127	1424	1234	1300	1507	1397	1196	1486	1309	1230	1026	1188	658	558	888	1175	859	1405	1499	1108	1357	1475	1152	1074	1407	813	840	1066	1317	80	99					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	1455	60	60	60	60	65	50	60	55	50	50	60	35	25	40	50	40	60	65	50	60	60	55	45	60	40	40	45	55	0	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	975	31	24	38	45	61	36	45	42	26	41	34	28	22	25	37	22	42	47	35	33	29	36	24	39	24	31	36	42	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	740	38	23	32	30	37	36	27	15	47	13	25	22	23	8	11	13	36	31	16	17	63	16	29	33	27	14	20	26	2	10					
14	Число погашенных неиспользованных открепительных удостоверений	480	29	36	22	15	4	14	15	13	24	9	26	7	3	15	13	18	18	18	15	27	31	19	21	21	16	9	9	13	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	27	4	2	1	2	1	0	3	0	0	1	0	1	0	2	2	0	0	0	2	2	1	0	0	1	1	0	0	1	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																					
18	1.Политическая партия «Аграрная партия России»	1083	62	37	49	49	46	41	32	34	43	33	40	18	18	31	30	33	50	54	28	50	56	38	35	41	28	20	36	47	1	3					
		3.21%	4.32%	2.93%	3.71%	3.19%	3.25%	3.41%	2.15%	2.39%	3.46%	3.13%	3.31%	2.69%	3.17%	3.44%	2.52%	3.74%	3.51%	3.54%	2.48%	3.60%	3.75%	3.21%	3.21%	2.87%	3.41%	2.36%	3.31%	3.50%	1.25%	3.03%					
19	2.Всероссийская политическая партия «Гражданская Сила»	851	37	27	32	48	22	28	29	31	27	30	33	11	10	14	43	36	30	40	18	34	23	36	38	46	22	38	22	43	1	2					
		2.52%	2.58%	2.14%	2.43%	3.13%	1.55%	2.33%	1.95%	2.18%	2.17%	2.84%	2.73%	1.64%	1.76%	1.56%	3.61%	4.08%	2.11%	2.62%	1.59%	2.45%	1.54%	3.05%	3.48%	3.21%	2.68%	4.48%	2.02%	3.21%	1.25%	2.02%					
20	3.Политическая партия «Демократическая партия России»	63	5	2	3	3	3	2	0	4	3	0	1	1	1	3	3	1	2	3	4	2	3	3	1	7	1	1	0	0	0	1					
		0.19%	0.35%	0.16%	0.23%	0.20%	0.21%	0.17%	0.00%	0.28%	0.24%	0.00%	0.08%	0.15%	0.18%	0.33%	0.25%	0.11%	0.14%	0.20%	0.35%	0.14%	0.20%	0.25%	0.09%	0.49%	0.12%	0.12%	0.00%	0.00%	0.00%	1.01%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	4595	245	186	242	228	187	137	134	165	177	142	149	112	94	111	140	124	215	219	164	180	181	174	136	211	78	120	155	163	17	9					
		13.62%	17.07%	14.75%	18.35%	14.86%	13.20%	11.39%	9.02%	11.59%	14.25%	13.46%	12.34%	16.72%	16.55%	12.33%	11.75%	14.06%	15.09%	14.37%	14.50%	12.97%	12.11%	14.72%	12.45%	14.74%	9.50%	14.13%	14.25%	12.16%	21.25%	9.09%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	844	40	40	25	46	27	20	25	33	31	15	30	11	14	20	31	22	29	35	32	26	39	37	24	61	19	32	18	57	2	3					
		2.50%	2.79%	3.17%	1.90%	2.99%	1.91%	1.66%	1.68%	2.32%	2.50%	1.42%	2.49%	1.64%	2.46%	2.22%	2.60%	2.49%	2.04%	2.30%	2.83%	1.87%	2.61%	3.13%	2.20%	4.26%	2.31%	3.77%	1.65%	4.25%	2.50%	3.03%					
23	6.Политическая партия «Партия социальной справедливости»	151	4	7	4	1	6	6	4	8	5	2	6	1	2	4	7	6	4	10	6	3	12	5	6	6	7	5	7	6	0	1					
		0.45%	0.28%	0.56%	0.30%	0.07%	0.42%	0.50%	0.27%	0.56%	0.40%	0.19%	0.50%	0.15%	0.35%	0.44%	0.59%	0.68%	0.28%	0.66%	0.53%	0.22%	0.80%	0.42%	0.55%	0.42%	0.85%	0.59%	0.64%	0.45%	0.00%	1.01%					
24	7.Политическая партия «Либерально-демократическая партия России»	2438	99	85	87	103	105	79	65	86	109	62	92	48	42	65	84	71	110	96	58	82	113	99	96	109	61	67	120	131	4	10					
		7.23%	6.90%	6.74%	6.60%	6.71%	7.41%	6.57%	4.37%	6.04%	8.78%	5.88%	7.62%	7.16%	7.39%	7.22%	7.05%	8.05%	7.72%	6.30%	5.13%	5.91%	7.56%	8.38%	8.79%	7.62%	7.43%	7.89%	11.03%	9.77%	5.00%	10.10%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	2947	127	97	114	144	129	101	102	140	98	98	110	49	58	86	110	90	108	120	120	116	132	114	97	126	74	49	98	123	12	5					
		8.73%	8.85%	7.69%	8.64%	9.39%	9.10%	8.40%	6.86%	9.83%	7.89%	9.29%	9.11%	7.31%	10.21%	9.56%	9.24%	10.20%	7.58%	7.87%	10.61%	8.36%	8.83%	9.64%	8.88%	8.81%	9.01%	5.77%	9.01%	9.17%	15.00%	5.05%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	444	20	12	22	17	19	21	10	18	18	21	16	12	11	12	15	11	21	14	12	15	25	17	14	18	12	11	11	17	1	1					
		1.32%	1.39%	0.95%	1.67%	1.11%	1.34%	1.75%	0.67%	1.26%	1.45%	1.99%	1.33%	1.79%	1.94%	1.33%	1.26%	1.25%	1.47%	0.92%	1.06%	1.08%	1.67%	1.44%	1.28%	1.26%	1.46%	1.30%	1.01%	1.27%	1.25%	1.01%					
