Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																						
Дата голосования: 02.12.2007																						
																						
Наименование Избирательной комиссии:    Александровск-Сахалинская																						
																						
Сводная таблица результатов выборов																						
																						
		Сумма	УИК №1	УИК №2	УИК №3	УИК №4	УИК №5	УИК №6	УИК №7	УИК №8	УИК №9	УИК №10	УИК №11	УИК №12	УИК №13	УИК №14	УИК №15					
1	"Число избирателей, внесенных в списки избирателей"	12235	237	555	217	107	1412	285	330	155	522	1557	813	2321	2438	1232	54					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	11400	250	550	200	100	1300	250	300	150	500	1400	750	2150	2250	1150	100					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	5647	112	271	124	65	544	165	158	80	214	617	391	1169	1148	535	54					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	674	39	30	3	4	128	15	82	17	74	54	42	55	68	63	0					
6	Число погашенных избирательных бюллетеней	5079	99	249	73	31	628	70	60	53	212	729	317	926	1034	552	46					
7	Число избирательных бюллетеней в переносных ящиках для голосования	674	39	30	3	4	128	15	82	17	74	54	42	55	68	63	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	5645	112	271	124	65	544	165	158	80	214	617	391	1169	1146	535	54					
9	Число недействительных избирательных бюллетеней	48	0	3	2	0	3	2	1	0	0	3	4	7	18	5	0					
10	Число действительных избирательных бюллетеней	6271	151	298	125	69	669	178	239	97	288	668	429	1217	1196	593	54					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	159	15	10	5	1	19	10	24	10	10	8	10	10	17	10	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	145	15	10	3	1	19	7	21	10	10	4	9	9	17	10	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	47	0	0	1	0	1	1	9	3	1	5	5	5	10	5	1					
14	Число погашенных неиспользованных открепительных удостоверений	14	0	0	2	0	0	3	3	0	0	4	1	1	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	41	0	0	1	0	0	0	0	0	4	6	1	15	12	2	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																						
18	1.Политическая партия «Аграрная партия России»	69	2	5	2	0	4	1	5	0	2	6	9	14	13	6	0					
		1.09%	1.32%	1.66%	1.57%	0.00%	0.60%	0.56%	2.08%	0.00%	0.69%	0.89%	2.08%	1.14%	1.07%	1.00%	0.00%					
19	2.Всероссийская политическая партия «Гражданская Сила»	30	0	1	0	0	2	0	0	0	0	5	3	7	7	5	0					
		0.47%	0.00%	0.33%	0.00%	0.00%	0.30%	0.00%	0.00%	0.00%	0.00%	0.75%	0.69%	0.57%	0.58%	0.84%	0.00%					
20	3.Политическая партия «Демократическая партия России»	4	1	0	0	0	0	0	0	0	1	0	0	0	1	1	0					
		0.06%	0.66%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.35%	0.00%	0.00%	0.00%	0.08%	0.17%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	956	3	43	12	12	136	16	19	10	45	122	60	169	189	112	8					
		15.13%	1.99%	14.29%	9.45%	17.39%	20.24%	8.89%	7.92%	10.31%	15.63%	18.18%	13.86%	13.81%	15.57%	18.73%	14.81%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	10	0	0	0	0	1	0	1	0	0	1	1	1	4	1	0					
