Выборы Президента Российской Федерации																																																							
Дата голосования: 04.03.2012																																																							
																																																							
Наименование Избирательной комиссии:    Целинная																																																							
																																																							
Сводная таблица итогов голосования																																																							
																																																							
	Число участковых избирательных комиссий	44																																																					
	Число участковых избирательных комиссий, приступивших к передаче сведений	44																																																					
																																																							
		Сумма	УИК №866	УИК №867	УИК №868	УИК №869	УИК №870	УИК №871	УИК №872	УИК №873	УИК №874	УИК №875	УИК №876	УИК №877	УИК №878	УИК №879	УИК №880	УИК №881	УИК №882	УИК №883	УИК №884	УИК №885	УИК №886	УИК №887	УИК №888	УИК №889	УИК №890	УИК №891	УИК №892	УИК №893	УИК №894	УИК №895	УИК №896	УИК №897	УИК №898	УИК №899	УИК №900	УИК №901	УИК №902	УИК №903	УИК №904	УИК №905	УИК №906	УИК №907	УИК №908	УИК №909									
1	Число избирателей, включенных в список избирателей	14891	1178	971	1148	1252	333	517	239	257	469	209	489	75	121	210	629	151	129	507	107	324	436	101	89	64	102	60	135	544	189	297	293	323	516	130	205	198	482	101	120	96	744	152	83	116									
2	Число избирательных бюллетеней, полученных участковой избирательной комиссией	14800	1100	950	1100	1200	320	500	250	250	450	210	500	70	130	200	650	140	140	550	110	320	450	100	100	70	110	60	130	550	190	300	300	310	520	130	210	210	530	100	110	100	750	150	80	100									
3	Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	Число избирательных бюллетеней, выданных в помещении для голосования в день голосования	8857	632	509	608	743	228	329	155	169	318	147	277	51	100	144	358	95	95	311	46	170	264	71	54	41	51	38	85	302	103	213	188	155	273	75	148	107	301	58	73	64	482	89	55	82									
5	Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования	1141	52	82	89	33	34	29	15	25	30	15	60	2	15	14	41	2	5	36	30	38	40	8	16	0	19	5	18	33	16	0	23	57	49	7	17	37	41	14	11	8	45	16	7	7									
6	Число погашенных избирательных бюллетеней	4802	416	359	403	424	58	142	80	56	102	48	163	17	15	42	251	43	40	203	34	112	146	21	30	29	40	17	27	215	71	87	89	98	198	48	45	66	188	28	26	28	223	45	18	11									
7	Число избирательных бюллетеней в переносных ящиках для голосования	1141	52	82	89	33	34	29	15	25	30	15	60	2	15	14	41	2	5	36	30	38	40	8	16	0	19	5	18	33	16	0	23	57	49	7	17	37	41	14	11	8	45	16	7	7									
8	Число бюллетеней в стационарных ящиках для голосования	8856	632	509	608	743	228	329	155	169	318	147	277	51	100	144	358	95	95	311	46	170	264	71	54	41	51	38	85	302	103	213	187	155	273	75	148	107	301	58	73	64	482	89	55	82									
9	Число недействительных избирательных бюллетеней	87	12	5	8	6	6	4	2	2	3	1	5	1	2	1	5	0	0	6	0	1	2	0	0	0	0	0	1	3	0	0	3	3	1	0	0	0	1	0	0	0	3	0	0	0									
10	Число действительных избирательных бюллетеней	9910	672	586	689	770	256	354	168	192	345	161	332	52	113	157	394	97	100	341	76	207	302	79	70	41	70	43	102	332	119	213	207	209	321	82	165	144	341	72	84	72	524	105	62	89									
11	Число полученных открепительных  удостоверений	436	20	14	17	25	13	5	10	23	15	8	10	3	21	5	10	3	5	45	5	7	23	2	2	2	2	2	2	13	1	15	10	5	8	2	3	13	42	1	2	0	14	3	2	3									
12	Число открепительных удостоверений, выданных избирателям на избирательном участке	436	20	14	17	25	13	5	10	23	15	8	10	3	21	5	10	3	5	45	5	7	23	2	2	2	2	2	2	13	1	15	10	5	8	2	3	13	42	1	2	0	14	3	2	3									
