Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																															
Дата голосования: 04.12.2011																															
																															
Наименование Избирательной комиссии:    Верховская																															
																															
Сводная таблица результатов выборов																															
																															
		Сумма	УИК №200	УИК №201	УИК №202	УИК №203	УИК №204	УИК №205	УИК №206	УИК №207	УИК №208	УИК №209	УИК №210	УИК №211	УИК №212	УИК №213	УИК №214	УИК №215	УИК №216	УИК №217	УИК №218	УИК №219	УИК №220	УИК №221	УИК №222	УИК №223					
1	"Число избирателей, внесенных в список избирателей"	15834	2171	2811	2135	455	177	131	124	983	999	213	263	279	381	234	272	295	225	333	444	815	1117	294	305	378					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	16261	2163	2834	2150	460	179	132	123	970	1020	215	256	288	381	240	280	298	342	504	454	844	1133	296	316	383					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	7876	968	1393	1131	342	90	55	59	401	616	134	157	222	163	142	118	173	101	203	193	258	483	169	128	177					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1513	134	26	32	52	26	18	33	132	50	39	19	6	34	47	47	67	119	130	133	114	85	20	45	105					
6	Число погашенных избирательных бюллетеней	6872	1061	1415	987	66	63	59	31	437	354	42	80	60	184	51	115	58	122	171	128	472	565	107	143	101					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1513	134	26	32	52	26	18	33	132	50	39	19	6	34	47	47	67	119	130	133	114	85	20	45	105					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	7875	968	1393	1131	342	90	55	59	401	616	134	157	222	163	142	118	172	101	203	193	258	483	169	128	177					
9	Число недействительных избирательных бюллетеней	134	27	14	13	2	0	2	2	11	5	0	3	0	6	0	4	0	0	4	0	9	15	6	6	5					
10	Число действительных избирательных бюллетеней	9254	1075	1405	1150	392	116	71	90	522	661	173	173	228	191	189	161	239	220	329	326	363	553	183	167	277					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	276	30	30	25	8	5	6	5	15	15	10	7	7	7	7	7	7	10	14	8	15	15	7	8	8					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	134	27	24	17	3	0	2	1	0	7	2	3	4	1	0	1	0	6	14	1	7	11	0	3	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	49	5	4	3	2	1	4	3	1	1	2	2	4	1	1	3	0	2	4	1	2	0	3	0	0					
14	Число погашенных неиспользованных открепительных удостоверений	142	3	6	8	5	5	4	4	15	8	8	4	3	6	7	6	7	4	0	7	8	4	7	5	8					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																															
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	802	97	119	104	21	9	6	7	42	51	21	16	8	30	11	13	15	26	25	14	35	71	35	21	5					
		8.54%	8.80%	8.39%	8.94%	5.33%	7.76%	8.22%	7.61%	7.88%	7.66%	12.14%	9.09%	3.51%	15.23%	5.82%	7.88%	6.28%	11.82%	7.51%	4.29%	9.41%	12.50%	18.52%	12.14%	1.77%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	1198	148	185	161	40	15	5	7	74	106	25	14	52	31	17	26	18	27	47	48	33	48	27	26	18					
		12.76%	13.43%	13.04%	13.84%	10.15%	12.93%	6.85%	7.61%	13.88%	15.92%	14.45%	7.95%	22.81%	15.74%	8.99%	15.76%	7.53%	12.27%	14.11%	14.72%	8.87%	8.45%	14.29%	15.03%	6.38%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	62	3	10	14	2	1	0	1	6	4	1	0	0	3	0	0	1	3	2	0	2	4	2	2	1					
		0.66%	0.27%	0.70%	1.20%	0.51%	0.86%	0.00%	1.09%	1.13%	0.60%	0.58%	0.00%	0.00%	1.52%	0.00%	0.00%	0.42%	1.36%	0.60%	0.00%	0.54%	0.70%	1.06%	1.16%	0.35%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	3234	389	625	460	115	39	27	20	161	174	54	51	66	53	53	62	87	64	101	61	141	243	44	59	85					
		34.45%	35.30%	44.05%	39.55%	29.19%	33.62%	36.99%	21.74%	30.21%	26.13%	31.21%	28.98%	28.95%	26.90%	28.04%	37.58%	36.40%	29.09%	30.33%	18.71%	37.90%	42.78%	23.28%	34.10%	30.14%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	103	21	24	12	3	0	1	0	8	3	0	0	4	1	0	0	1	1	1	2	6	4	1	8	2					
		1.10%	1.91%	1.69%	1.03%	0.76%	0.00%	1.37%	0.00%	1.50%	0.45%	0.00%	0.00%	1.75%	0.51%	0.00%	0.00%	0.42%	0.45%	0.30%	0.61%	1.61%	0.70%	0.53%	4.62%	0.71%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	3799	401	435	395	209	51	32	53	229	314	71	92	97	73	107	60	117	97	150	200	146	179	74	51	166					
		40.47%	36.39%	30.66%	33.96%	53.05%	43.97%	43.84%	57.61%	42.96%	47.15%	41.04%	52.27%	42.54%	37.06%	56.61%	36.36%	48.95%	44.09%	45.05%	61.35%	39.25%	31.51%	39.15%	29.48%	58.87%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	56	16	7	4	2	1	0	2	2	9	1	0	1	0	1	0	0	2	3	1	0	4	0	0	0					
		0.60%	1.45%	0.49%	0.34%	0.51%	0.86%	0.00%	2.17%	0.38%	1.35%	0.58%	0.00%	0.44%	0.00%	0.53%	0.00%	0.00%	0.91%	0.90%	0.31%	0.00%	0.70%	0.00%	0.00%	0.00%					
																															
																															
																															
