Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																	
Дата голосования: 02.12.2007																																	
																																	
Наименование Избирательной комиссии:    Верховская																																	
																																	
Сводная таблица результатов выборов																																	
																																	
		Сумма	УИК №200	УИК №201	УИК №202	УИК №203	УИК №204	УИК №205	УИК №206	УИК №207	УИК №208	УИК №209	УИК №210	УИК №211	УИК №212	УИК №214	УИК №215	УИК №216	УИК №217	УИК №218	УИК №219	УИК №220	УИК №222	УИК №223	УИК №224	УИК №225	УИК №226	УИК №227					
1	"Число избирателей, внесенных в списки избирателей"	15826	1990	2617	2086	415	203	147	148	1008	999	217	275	274	376	242	315	245	47	293	76	508	463	778	1090	282	308	424					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	15480	2005	2510	2025	415	180	135	135	990	990	210	270	270	370	235	305	240	45	290	75	505	460	775	1080	255	295	415					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	10178	1361	1844	1325	319	168	114	115	625	638	143	195	249	253	153	193	167	31	118	16	171	217	376	747	205	170	265					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1700	49	15	77	67	0	4	15	238	40	46	19	0	13	64	74	54	13	107	44	171	154	140	119	14	55	108					
6	Число погашенных избирательных бюллетеней	3602	595	651	623	29	12	17	5	127	312	21	56	21	104	18	38	19	1	65	15	163	89	259	214	36	70	42					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1700	49	15	77	67	0	4	15	238	40	46	19	0	13	64	74	54	13	107	44	171	154	140	119	14	55	108					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	10175	1361	1844	1325	319	168	114	115	625	638	143	195	249	253	153	193	167	31	118	16	171	217	373	747	205	170	265					
9	Число недействительных избирательных бюллетеней	80	18	10	7	1	0	0	2	10	4	0	2	2	4	0	2	0	0	0	1	1	0	3	4	7	2	0					
10	Число действительных избирательных бюллетеней	11795	1392	1849	1395	385	168	118	128	853	674	189	212	247	262	217	265	221	44	225	59	341	371	510	862	212	223	373					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	254	30	29	23	8	5	6	5	15	15	9	7	7	7	8	7	7	2	7	2	8	8	7	11	7	7	7					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	149	30	29	18	4	0	0	0	5	5	9	6	5	2	2	0	1	0	1	1	2	1	7	11	4	4	2					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	52	3	5	11	3	1	3	4	2	1	0	2	0	3	2	3	0	1	1	0	3	0	3	0	0	0	1					
14	Число погашенных неиспользованных открепительных удостоверений	105	0	0	5	4	5	6	5	10	10	0	1	2	5	6	7	6	2	6	1	6	7	0	0	3	3	5					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	29	10	9	3	1	0	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																	
18	1.Политическая партия «Аграрная партия России»	194	16	18	19	17	7	3	1	10	11	1	2	5	5	5	7	4	0	14	0	0	11	8	21	3	3	3					
		1.63%	1.13%	0.97%	1.36%	4.40%	4.17%	2.54%	0.77%	1.16%	1.62%	0.53%	0.93%	2.01%	1.88%	2.30%	2.62%	1.81%	0.00%	6.22%	0.00%	0.00%	2.96%	1.56%	2.42%	1.37%	1.33%	0.80%					
19	2.Всероссийская политическая партия «Гражданская Сила»	43	6	11	9	1	0	0	0	3	3	0	0	2	0	1	0	0	0	0	0	0	1	1	2	1	0	2					
