Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																										
Дата голосования: 02.12.2007																										
																										
Наименование Избирательной комиссии:    Гавриловская																										
																										
Сводная таблица результатов выборов																										
																										
		Сумма	УИК №24	УИК №25	УИК №26	УИК №27	УИК №28	УИК №29	УИК №30	УИК №31	УИК №32	УИК №33	УИК №34	УИК №35	УИК №36	УИК №37	УИК №38	УИК №39	УИК №40	УИК №41	УИК №42					
1	"Число избирателей, внесенных в списки избирателей"	9763	2191	197	858	1508	654	112	463	522	196	329	385	122	239	252	490	280	262	335	368					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	9075	2000	170	770	1400	600	110	435	500	200	310	380	120	230	250	450	270	220	310	350					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	5915	1318	106	490	871	347	67	280	330	119	206	261	92	153	157	318	213	184	172	231					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1730	158	49	183	373	149	24	107	94	37	80	61	16	35	45	94	40	36	86	63					
6	Число погашенных избирательных бюллетеней	1430	524	15	97	156	104	19	48	76	44	24	58	12	42	48	38	17	0	52	56					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1730	158	49	183	373	149	24	107	94	37	80	61	16	35	45	94	40	36	86	63					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	5915	1318	106	490	871	347	67	280	330	119	206	261	92	153	157	318	213	184	172	231					
9	Число недействительных избирательных бюллетеней	41	0	0	3	2	3	5	1	1	0	1	0	0	1	0	21	0	0	2	1					
10	Число действительных избирательных бюллетеней	7604	1476	155	670	1242	493	86	386	423	156	285	322	108	187	202	391	253	220	256	293					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	186	92	2	6	9	4	4	6	12	7	3	7	0	4	5	5	8	7	2	3					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	168	84	2	6	9	3	3	6	8	7	1	7	0	4	5	5	8	5	2	3					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	40	5	2	5	0	2	2	1	1	2	2	2	2	1	1	4	1	2	2	3					
14	Число погашенных неиспользованных открепительных удостоверений	18	8	0	0	0	1	1	0	4	0	2	0	0	0	0	0	0	2	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	3	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																										
18	1.Политическая партия «Аграрная партия России»	133	37	3	16	4	7	1	12	5	2	1	5	2	10	5	8	4	4	2	5					
		1.74%	2.51%	1.94%	2.38%	0.32%	1.41%	1.10%	3.10%	1.18%	1.28%	0.35%	1.55%	1.85%	5.32%	2.48%	1.94%	1.58%	1.82%	0.78%	1.70%					
19	2.Всероссийская политическая партия «Гражданская Сила»	9	3	0	3	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1					
		0.12%	0.20%	0.00%	0.45%	0.00%	0.20%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.24%	0.00%	0.00%	0.00%	0.34%					
20	3.Политическая партия «Демократическая партия России»	5	0	0	0	1	0	0	0	1	1	0	0	0	0	1	0	0	1	0	0					
		0.07%	0.00%	0.00%	0.00%	0.08%	0.00%	0.00%	0.00%	0.24%	0.64%	0.00%	0.00%	0.00%	0.00%	0.50%	0.00%	0.00%	0.45%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	718	180	18	53	54	46	14	41	46	31	4	32	23	47	20	46	20	18	7	18					
		9.39%	12.20%	11.61%	7.88%	4.34%	9.27%	15.38%	10.59%	10.85%	19.87%	1.40%	9.94%	21.30%	25.00%	9.90%	11.17%	7.91%	8.18%	2.71%	6.12%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	8	0	0	0	2	0	0	0	0	1	1	0	1	0	0	0	0	1	1	1					
		0.10%	0.00%	0.00%	0.00%	0.16%	0.00%	0.00%	0.00%	0.00%	0.64%	0.35%	0.00%	0.93%	0.00%	0.00%	0.00%	0.00%	0.45%	0.39%	0.34%					
23	6.Политическая партия «Партия социальной справедливости»	6	5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.08%	0.34%	0.00%	0.15%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	295	59	9	48	18	30	5	10	8	4	7	15	6	20	17	16	6	4	7	6					
		3.86%	3.99%	5.81%	7.13%	1.45%	6.05%	5.49%	2.58%	1.89%	2.56%	2.45%	4.66%	5.56%	10.64%	8.42%	3.88%	2.37%	1.82%	2.71%	2.04%					
